"Date","34 m","40 m","47 m","56 m","66 m","78 m","92 m","110 m"
1995-08-25,8.364,7.289,6.137,6.027,5.73,5.269,7.125,7.437
1995-08-26,8.31,7.527,5.936,5.995,5.666,5.487,7.467,7.612
1995-08-27,7.996,7.043,5.605,5.918,5.599,5.539,7.476,7.697
1995-08-28,8.209,7.008,5.798,5.896,5.569,5.454,7.44,7.705
1995-08-29,8.452,7.202,5.825,5.905,5.495,5.459,7.59,7.776
1995-08-30,8.545,7.394,5.996,5.971,5.52,5.333,7.575,7.76
1995-08-31,8.494,7.596,5.931,6.006,5.615,5.246,7.675,7.713
1995-09-01,8.606,7.623,5.815,6,5.706,5.063,7.49,7.713
1995-09-02,8.507,7.785,6.081,6.131,5.872,4.936,7.427,7.616
1995-09-03,8.296,7.855,6.13,6.191,6.002,4.812,7.316,7.579
1995-09-04,8.079,7.732,5.91,6.107,5.979,4.721,7.218,7.467
1995-09-05,8.265,7.483,5.892,6.136,6.042,4.643,7.018,7.273
1995-09-06,8.455,7.444,6.043,6.26,6.13,4.673,7.012,7.176
1995-09-07,8.562,7.58,6.087,6.285,6.128,4.713,7.068,7.185
1995-09-08,8.734,7.612,6.103,6.29,6.1,4.712,7.026,7.186
1995-09-09,8.758,7.614,6.035,6.294,6.086,4.746,7.094,7.204
1995-09-10,8.852,7.564,6.009,6.267,6.081,4.733,7.052,7.237
1995-09-11,8.918,7.737,5.917,6.247,5.999,4.796,7.167,7.288
1995-09-12,9.008,7.591,5.794,6.226,5.931,4.78,7.147,7.338
1995-09-13,9.107,7.6,5.836,6.208,5.873,4.78,7.147,7.378
1995-09-14,9.275,7.75,5.915,6.284,5.852,4.821,7.237,7.387
1995-09-15,9.443,8.001,6.162,6.398,5.878,4.818,7.239,7.429
1995-09-16,9.449,8.085,6.078,6.467,5.908,4.856,7.359,7.527
1995-09-17,9.591,8.002,6.088,6.524,5.928,4.773,7.311,7.552
1995-09-18,9.802,8.283,6.418,6.699,6.028,4.697,7.218,7.492
1995-09-19,9.408,8.604,6.615,6.817,6.091,4.716,7.299,7.532
1995-09-20,9.541,8.607,6.524,6.923,6.154,4.603,7.152,7.495
1995-09-21,9.741,8.693,6.809,7.127,6.312,4.537,7.035,7.4
1995-09-22,9.826,9.018,7.2,7.378,6.523,4.518,6.968,7.287
1995-09-23,9.788,9.257,7.475,7.609,6.751,4.494,6.807,7.218
1995-09-24,9.654,9.41,7.547,7.757,6.93,4.51,6.648,7.079
1995-09-25,9.686,9.182,7.204,7.834,7.014,4.523,6.499,6.947
1995-09-26,10.1,9.135,7.386,8.014,7.194,4.602,6.385,6.813
1995-09-27,10.229,9.302,7.556,8.173,7.333,4.713,6.453,6.867
1995-09-28,10.429,9.466,7.669,8.298,7.431,4.792,6.454,6.896
1995-09-29,10.415,9.697,7.595,8.364,7.494,4.867,6.495,6.914
1995-09-30,10.473,9.071,7.334,8.394,7.56,4.862,6.427,6.92
1995-10-01,10.863,9.3,7.768,8.467,7.694,4.893,6.453,6.882
1995-10-02,11.14,9.59,7.822,8.513,7.752,4.96,6.599,6.99
1995-10-03,11.401,9.771,7.984,8.562,7.8,4.95,6.605,7.021
1995-10-04,11.472,10.143,8.152,8.62,7.843,4.951,6.651,7.046
1995-10-05,11.517,10.187,8.05,8.638,7.842,4.941,6.665,7.047
1995-10-06,11.625,10.336,8.171,8.68,7.871,4.935,6.646,7.002
1995-10-07,11.728,10.396,8.082,8.673,7.851,4.93,6.668,7.037
1995-10-08,11.91,10.627,8.612,8.804,7.948,4.935,6.549,6.97
1995-10-09,11.663,10.974,8.793,8.852,7.96,4.933,6.553,6.966
1995-10-10,11.239,10.86,8.351,8.778,7.952,4.93,6.413,6.826
1995-10-11,11.339,10.417,7.996,8.727,7.973,4.937,6.233,6.658
1995-10-12,11.595,10.284,8.116,8.792,8.036,4.977,6.18,6.591
1995-10-13,11.789,10.483,8.273,8.876,8.087,5.024,6.177,6.607
1995-10-14,11.831,10.294,8.018,8.893,8.08,5.04,6.145,6.646
1995-10-15,12.093,10.237,8.141,8.94,8.098,5.072,6.12,6.621
1995-10-16,12.367,10.652,8.563,9.042,8.126,5.133,6.117,6.61
1995-10-17,12.386,11.025,8.345,9.081,8.077,5.182,6.172,6.654
1995-10-18,12.076,10.377,7.708,9.005,8.05,5.24,6.175,6.664
1995-10-19,12.08,9.649,7.871,9.016,8.142,5.315,6.165,6.647
1995-10-20,12.452,10.009,8.205,9.084,8.246,5.42,6.323,6.704
1995-10-21,12.749,10.391,8.419,9.127,8.307,5.502,6.432,6.858
1995-10-22,12.949,10.841,8.459,9.198,8.357,5.573,6.553,6.973
1995-10-23,13.181,11.089,8.801,9.301,8.416,5.636,6.59,7.023
1995-10-24,13.154,11.445,8.823,9.362,8.456,5.715,6.67,7.037
1995-10-25,13.006,11.303,8.558,9.379,8.476,5.765,6.714,7.049
1995-10-26,13.053,11.205,8.713,9.349,8.496,5.761,6.714,6.995
1995-10-27,12.898,11.091,8.469,9.255,8.464,5.756,6.775,7.041
1995-10-28,12.909,11.086,8.524,9.178,8.429,5.705,6.774,7.097
1995-10-29,13.069,11.416,8.827,9.18,8.416,5.674,6.754,7.119
1995-10-30,12.883,11.847,9.043,9.251,8.422,5.665,6.769,7.043
1995-10-31,12.518,11.743,8.741,9.198,8.409,5.671,6.758,6.951
1995-11-01,11.858,10.817,8.099,9.089,8.373,5.662,6.769,6.928
1995-11-02,12.048,10.154,8.123,8.961,8.327,5.604,6.703,6.882
1995-11-03,12.378,10.42,8.534,8.9,8.267,5.553,6.709,6.911
1995-11-04,12.613,10.975,9.207,8.891,8.177,5.503,6.666,6.986
1995-11-05,12.678,11.639,9.882,8.924,8.031,5.463,6.685,7.006
1995-11-06,12.271,11.928,9.455,8.834,7.896,5.452,6.616,6.874
1995-11-07,11.899,11.437,8.74,8.719,7.808,5.479,6.515,6.759
1995-11-08,11.917,10.824,8.739,8.759,7.842,5.485,6.461,6.656
1995-11-09,12.124,10.95,9.221,8.893,7.905,5.552,6.443,6.64
1995-11-10,11.929,11.028,8.873,8.985,7.94,5.557,6.533,6.709
1995-11-11,11.655,10.635,8.559,8.812,7.887,5.532,6.504,6.728
1995-11-12,11.623,10.487,8.72,8.572,7.825,5.516,6.46,6.698
1995-11-13,11.774,10.858,9.278,8.661,7.799,5.519,6.454,6.71
1995-11-14,11.693,11.158,9.215,8.703,7.723,5.471,6.537,6.798
1995-11-15,11.463,11.054,8.807,8.558,7.576,5.404,6.517,6.833
1995-11-16,11.549,11.083,9.009,8.399,7.412,5.452,6.393,6.815
1995-11-17,11.502,11.292,9.184,8.486,7.299,5.461,6.577,6.841
1995-11-18,11.349,11.185,9.103,8.48,7.286,5.473,6.487,6.742
1995-11-19,11.136,10.83,8.634,8.173,7.164,5.499,6.454,6.668
1995-11-20,11.048,10.482,8.523,8.131,7.107,5.51,6.446,6.631
1995-11-21,10.905,10.193,8.57,7.866,7.057,5.525,6.401,6.627
1995-11-22,10.955,10.374,9.077,7.782,6.964,5.578,6.476,6.662
1995-11-23,10.989,10.594,9.341,7.884,6.894,5.559,6.55,6.753
1995-11-24,10.867,10.589,9.068,7.816,6.802,5.562,6.544,6.713
1995-11-25,10.696,10.357,8.56,7.674,6.692,5.579,6.555,6.708
1995-11-26,10.626,10.132,8.482,7.599,6.661,5.569,6.523,6.68
1995-11-27,10.493,10.086,8.503,7.609,6.615,5.552,6.598,6.755
1995-11-28,10.21,9.929,8.17,7.556,6.583,5.518,6.639,6.831
1995-11-29,10.106,9.923,8.151,7.443,6.511,5.492,6.706,6.962
1995-11-30,9.679,9.631,7.671,7.373,6.471,5.462,6.827,7.045
1995-12-01,9.447,9.455,7.783,7.227,6.436,5.382,6.8,7.21
1995-12-02,9.643,9.525,8.253,7.35,6.524,5.382,6.823,7.263
1995-12-03,8.924,9.269,8.291,7.412,6.461,5.339,7.029,7.386
1995-12-04,8.463,8.95,7.764,7.209,6.41,5.266,6.915,7.337
1995-12-05,8.266,8.8,7.781,7.191,6.357,5.226,6.87,7.221
1995-12-06,8.09,8.514,7.561,7.241,6.391,5.22,6.842,7.133
1995-12-07,8.007,8.433,7.542,7.188,6.382,5.213,6.761,7.135
1995-12-08,7.825,8.247,7.435,7.209,6.375,5.273,6.856,7.136
1995-12-09,7.518,7.907,7.34,7.181,6.371,5.256,6.838,7.195
1995-12-10,7.377,7.759,7.178,7.122,6.354,5.283,6.934,7.249
1995-12-11,7.368,7.756,7.212,7.162,6.383,5.318,6.951,7.346
1995-12-12,7.07,7.506,7.092,7.135,6.348,5.358,7.083,7.448
1995-12-13,6.681,7.173,7.045,7.044,6.296,5.379,7.16,7.571
1995-12-14,6.591,7.016,6.866,6.972,6.27,5.382,7.187,7.593
1995-12-15,6.532,6.956,6.775,6.883,6.24,5.388,7.246,7.7
1995-12-16,6.38,6.83,6.793,6.878,6.258,5.407,7.331,7.796
1995-12-17,6.243,6.624,6.828,6.913,6.31,5.425,7.399,7.894
1995-12-18,5.888,6.223,6.746,6.923,6.332,5.437,7.47,8.001
1995-12-19,5.641,5.921,6.633,6.798,6.242,5.468,7.611,8.075
1995-12-20,5.721,5.805,6.604,6.718,6.21,5.381,7.396,8.012
1995-12-21,5.843,5.824,6.591,6.647,6.163,5.326,7.26,7.921
1995-12-22,5.929,5.805,6.714,6.701,6.195,5.3,7.066,7.738
1995-12-23,6.054,5.795,6.803,6.664,6.254,5.359,7.009,7.626
1995-12-24,6.003,5.794,6.827,6.649,6.267,5.436,6.932,7.531
1995-12-25,5.764,5.726,6.713,6.661,6.323,5.515,6.788,7.421
1995-12-26,5.558,5.609,6.622,6.648,6.336,5.642,6.949,7.472
1995-12-27,5.466,5.6,6.549,6.626,6.316,5.699,7.034,7.536
1995-12-28,5.296,5.504,6.447,6.614,6.312,5.733,7.122,7.622
1995-12-29,5.097,5.323,6.344,6.59,6.294,5.761,7.219,7.722
1995-12-30,4.885,5.086,6.225,6.571,6.293,5.799,7.346,7.888
1995-12-31,4.679,4.862,6.088,6.559,6.291,5.822,7.436,8.059
1996-01-01,4.461,4.637,6.004,6.536,6.273,5.863,7.625,8.25
1996-01-02,4.215,4.397,5.867,6.52,6.258,5.835,7.661,8.336
1996-01-03,4.023,4.138,5.639,6.492,6.246,5.806,7.653,8.315
1996-01-04,3.894,4.032,5.515,6.424,6.217,5.771,7.598,8.253
1996-01-05,3.871,3.866,5.431,6.388,6.197,5.723,7.434,8.072
1996-01-06,3.807,3.538,5.469,6.32,6.256,5.703,7.415,7.847
1996-01-07,3.429,3.262,5.738,6.312,6.26,5.713,7.406,7.751
1996-01-08,3.281,3.131,5.849,6.32,6.25,5.711,7.241,7.615
1996-01-09,3.002,2.948,5.528,6.174,6.263,5.774,7.229,7.56
1996-01-10,2.924,2.999,4.806,6.284,6.215,5.835,7.108,7.563
1996-01-11,2.855,2.827,4.682,6.021,6.23,5.956,7.368,7.708
1996-01-12,2.808,2.766,5.002,6.174,6.165,5.979,7.366,7.877
1996-01-13,2.882,2.876,4.922,6.123,6.133,5.971,7.273,7.799
1996-01-14,3.132,2.94,4.63,6.074,6.116,5.954,7.122,7.614
1996-01-15,3.396,2.937,4.92,5.965,6.127,5.908,7.055,7.441
1996-01-16,3.355,2.843,5.175,5.928,6.093,5.828,6.866,7.311
1996-01-17,3.075,2.785,5.318,5.738,6.006,5.799,6.769,7.195
1996-01-18,3.039,2.853,4.876,5.591,5.998,5.793,6.669,7.126
1996-01-19,3.046,2.856,4.603,5.466,5.87,5.845,6.798,7.178
1996-01-20,3.208,2.924,4.264,5.282,5.795,5.845,6.757,7.21
1996-01-21,3.423,3.058,4.09,5.174,5.701,5.849,6.79,7.186
1996-01-22,3.314,3.007,4.247,4.967,5.679,5.84,6.785,7.208
1996-01-23,3.259,2.94,4.269,5.037,5.533,5.771,6.655,7.132
1996-01-24,3.325,2.988,4.07,4.898,5.463,5.743,6.651,7.089
1996-01-25,3.437,3.079,3.892,4.699,5.361,5.699,6.583,7.012
1996-01-26,3.582,3.238,3.76,4.558,5.209,5.626,6.546,6.851
1996-01-27,3.435,3.2,3.92,4.287,5.169,5.64,6.565,6.856
1996-01-28,3.296,3.092,3.927,4.248,4.948,5.524,6.391,6.782
1996-01-29,3.354,3.088,3.652,4.124,4.694,5.412,6.408,6.711
1996-01-30,3.274,3.057,3.611,3.909,4.741,5.533,6.54,6.794
1996-01-31,3.213,3.012,3.674,3.942,4.619,5.477,6.427,6.789
1996-02-01,3.148,3.009,3.612,3.894,4.542,5.35,6.371,6.719
1996-02-02,3.034,2.954,3.439,3.853,4.511,5.254,6.311,6.731
1996-02-03,2.977,2.93,3.333,3.775,4.39,5.104,6.235,6.723
1996-02-04,2.827,2.83,3.18,3.697,4.227,4.999,6.23,6.832
1996-02-05,2.682,2.651,3.006,3.576,4.033,4.823,6.117,6.916
1996-02-06,2.553,2.551,2.756,3.443,3.834,4.638,6.06,6.952
1996-02-07,2.414,2.458,2.527,3.258,3.725,4.526,6.016,6.859
1996-02-08,2.307,2.379,2.474,3.135,3.662,4.468,5.89,6.613
1996-02-09,2.309,2.357,2.56,3.101,3.597,4.315,5.625,6.262
1996-02-10,2.359,2.333,2.58,3.022,3.537,4.223,5.464,6.04
1996-02-11,2.359,2.307,2.559,2.994,3.522,4.236,5.395,5.964
1996-02-12,2.37,2.312,2.537,2.937,3.477,4.259,5.354,5.899
1996-02-13,2.358,2.319,2.648,2.938,3.474,4.333,5.393,5.948
1996-02-14,2.242,2.231,2.719,2.913,3.437,4.345,5.345,5.915
1996-02-15,2.199,2.173,2.648,2.928,3.441,4.401,5.421,5.943
1996-02-16,2.266,2.226,2.518,2.927,3.449,4.429,5.502,5.971
1996-02-17,2.337,2.278,2.58,2.899,3.432,4.498,5.59,6.062
1996-02-18,2.399,2.466,2.506,2.905,3.407,4.47,5.591,6
1996-02-19,2.265,2.442,2.569,2.913,3.484,4.588,5.713,6.031
1996-02-20,2.246,2.354,2.749,2.968,3.502,4.627,5.722,6.049
1996-02-21,2.377,2.372,2.717,2.977,3.442,4.574,5.669,6.008
1996-02-22,2.493,2.426,2.597,2.96,3.427,4.605,5.737,6.03
1996-02-23,2.599,2.457,2.554,2.932,3.369,4.571,5.717,6.057
1996-02-24,2.616,2.601,2.528,2.937,3.343,4.569,5.766,6.06
1996-02-25,2.551,2.663,2.584,2.983,3.413,4.648,5.785,6.087
1996-02-26,2.591,2.671,2.625,3.069,3.438,4.604,5.747,6.029
1996-02-27,2.626,2.707,2.64,3.151,3.506,4.601,5.734,6.01
1996-02-28,2.555,2.621,2.72,3.2,3.562,4.685,5.771,6.039
1996-02-29,2.561,2.573,2.767,3.252,3.66,4.654,5.734,6.03
1996-03-01,2.487,2.502,2.776,3.247,3.711,4.748,5.818,6.083
1996-03-02,2.406,2.409,2.855,3.247,3.722,4.813,5.859,6.167
1996-03-03,2.487,2.426,2.818,3.246,3.716,4.766,5.835,6.26
1996-03-04,2.553,2.586,2.64,3.193,3.711,4.713,5.885,6.282
1996-03-05,2.163,2.343,2.515,3.164,3.738,4.853,5.981,6.244
1996-03-06,1.916,2.096,2.807,3.251,3.828,5.016,6.038,6.257
1996-03-07,1.973,2.074,2.871,3.365,3.876,4.986,5.983,6.311
1996-03-08,2.118,2.033,2.645,3.302,3.785,4.852,6.016,6.453
1996-03-09,2.342,2.238,2.393,3.296,3.773,4.786,6.063,6.686
1996-03-10,2.085,2.197,2.33,3.213,3.849,4.988,6.253,6.732
1996-03-11,1.85,1.924,2.702,3.357,3.962,5.129,6.255,6.704
1996-03-12,1.753,1.832,2.809,3.423,3.961,5.028,6.168,6.528
1996-03-13,1.827,1.816,2.58,3.395,3.916,5.042,6.199,6.554
1996-03-14,1.86,1.716,2.379,3.307,3.836,5.012,6.213,6.658
1996-03-15,2.008,1.725,2.251,3.283,3.789,4.979,6.237,6.764
1996-03-16,2.148,1.769,2.189,3.226,3.749,4.95,6.238,6.769
1996-03-17,2.449,2.113,2.298,3.206,3.685,4.858,6.197,6.619
1996-03-18,2.434,2.213,2.421,3.21,3.798,4.979,6.235,6.51
1996-03-19,2.337,2.049,2.664,3.284,3.839,4.958,6.156,6.462
1996-03-20,2.244,1.953,2.768,3.386,3.807,4.885,6.07,6.421
1996-03-21,2.247,1.984,2.684,3.322,3.734,4.903,6.066,6.421
1996-03-22,2.417,2.063,2.57,3.259,3.7,4.991,6.15,6.457
1996-03-23,2.488,2.068,2.593,3.228,3.678,5.067,6.164,6.477
1996-03-24,2.61,2.119,2.564,3.181,3.601,5.04,6.151,6.457
1996-03-25,2.777,2.277,2.581,3.137,3.557,5.041,6.139,6.432
1996-03-26,2.731,2.26,2.683,3.096,3.561,5.059,6.12,6.413
1996-03-27,2.699,2.216,2.731,3.096,3.463,4.91,6.009,6.344
1996-03-28,2.818,2.293,2.715,3.084,3.418,4.906,6.043,6.325
1996-03-29,2.638,2.189,2.778,3.097,3.495,5.033,6.065,6.341
1996-03-30,2.323,2.038,2.784,3.086,3.473,5.031,6.031,6.339
1996-03-31,2.319,2.035,2.687,3.064,3.462,5.014,6.042,6.361
1996-04-01,2.339,2.024,2.637,3.041,3.461,5.063,6.095,6.414
1996-04-02,2.441,2.077,2.643,3.036,3.468,5.094,6.118,6.454
1996-04-03,2.501,2.167,2.702,3.029,3.461,5.096,6.117,6.479
1996-04-04,2.76,2.44,2.708,3.011,3.39,4.963,6.061,6.413
1996-04-05,2.831,2.57,2.939,3.122,3.577,5.214,6.194,6.391
1996-04-06,2.742,2.537,3.219,3.254,3.626,5.189,6.103,6.356
1996-04-07,2.614,2.539,3.239,3.3,3.57,5.084,6.03,6.301
1996-04-08,2.649,2.572,3.086,3.281,3.529,5.025,6.038,6.273
1996-04-09,2.739,2.631,2.954,3.215,3.464,4.979,6.052,6.289
1996-04-10,2.927,2.784,2.894,3.189,3.448,4.936,6.053,6.3
1996-04-11,3.033,2.868,3.05,3.255,3.491,4.85,5.976,6.262
1996-04-12,3.153,2.915,3.122,3.263,3.426,4.54,5.787,6.124
1996-04-13,3.194,2.902,3.208,3.282,3.393,4.435,5.742,6.121
1996-04-14,3.158,2.906,3.276,3.315,3.398,4.398,5.7,6.101
1996-04-15,3.082,2.961,3.292,3.347,3.401,4.434,5.749,6.093
1996-04-16,3.096,3.056,3.297,3.395,3.502,4.742,6.044,6.216
1996-04-17,3.15,3.125,3.303,3.443,3.57,4.855,6.082,6.38
1996-04-18,3.224,3.186,3.272,3.432,3.583,4.881,6.153,6.558
1996-04-19,3.32,3.269,3.256,3.408,3.59,4.891,6.199,6.644
1996-04-20,3.372,3.318,3.277,3.434,3.667,4.951,6.22,6.63
1996-04-21,3.372,3.314,3.301,3.465,3.692,4.908,6.189,6.566
1996-04-22,3.385,3.302,3.319,3.495,3.716,4.88,6.159,6.496
1996-04-23,3.404,3.301,3.325,3.511,3.735,4.924,6.174,6.464
1996-04-24,3.467,3.323,3.329,3.535,3.756,4.969,6.172,6.452
1996-04-25,3.733,3.461,3.334,3.555,3.773,5.006,6.185,6.434
1996-04-26,3.862,3.561,3.353,3.597,3.839,5.11,6.196,6.432
1996-04-27,3.966,3.585,3.38,3.629,3.867,5.132,6.161,6.444
1996-04-28,4.166,3.764,3.418,3.632,3.871,5.125,6.176,6.469
1996-04-29,4.295,3.921,3.437,3.69,3.975,5.291,6.235,6.542
1996-04-30,4.297,3.939,3.444,3.724,4.034,5.354,6.257,6.591
1996-05-01,4.339,4,3.441,3.711,4.055,5.374,6.287,6.685
1996-05-02,4.489,4.124,3.501,3.697,4.016,5.313,6.306,6.771
1996-05-03,4.507,4.286,3.584,3.71,4.037,5.328,6.345,6.821
1996-05-04,4.391,4.323,3.552,3.75,4.061,5.33,6.339,6.797
1996-05-05,4.312,4.276,3.519,3.782,4.064,5.285,6.332,6.74
1996-05-06,4.324,4.21,3.518,3.791,4.055,5.233,6.323,6.673
1996-05-07,4.349,4.103,3.55,3.822,4.044,5.249,6.334,6.649
1996-05-08,4.48,4.109,3.579,3.82,4.02,5.23,6.314,6.636
1996-05-09,4.489,4.142,3.59,3.847,4.052,5.352,6.338,6.624
1996-05-10,4.536,4,3.602,3.844,4.047,5.386,6.3,6.616
1996-05-11,4.71,4.108,3.656,3.781,4,5.315,6.263,6.584
1996-05-12,4.801,4.283,3.652,3.767,4.027,5.404,6.284,6.656
1996-05-13,4.883,4.525,3.746,3.753,4.013,5.367,6.235,6.638
1996-05-14,4.783,4.701,3.746,3.778,4.055,5.42,6.228,6.558
1996-05-15,4.817,4.639,3.689,3.8,4.051,5.396,6.184,6.491
1996-05-16,4.921,4.651,3.76,3.76,4.045,5.307,6.152,6.481
1996-05-17,4.811,4.799,3.859,3.8,4.062,5.314,6.152,6.481
1996-05-18,4.732,4.823,3.831,3.877,4.056,5.318,6.147,6.482
1996-05-19,4.839,4.816,3.869,3.838,4.044,5.213,6.113,6.534
1996-05-20,4.711,4.872,3.896,3.857,4.094,5.26,6.123,6.577
1996-05-21,4.631,4.888,3.959,3.862,4.074,5.142,6.085,6.536
1996-05-22,4.388,4.856,4.021,3.878,4.047,4.986,6.049,6.406
1996-05-23,4.089,4.74,3.873,3.969,4.035,4.852,5.989,6.254
1996-05-24,4.029,4.493,3.776,3.977,4.004,4.635,5.851,6.164
1996-05-25,4.148,4.234,3.78,3.934,3.97,4.476,5.72,6.135
1996-05-26,4.395,4.188,3.834,3.948,3.963,4.515,5.72,6.139
1996-05-27,4.554,4.147,3.852,3.994,4.016,4.704,5.83,6.196
1996-05-28,4.628,4.096,3.852,4.011,4.068,4.797,5.898,6.277
1996-05-29,4.786,4.186,3.89,3.994,4.087,4.837,5.959,6.397
1996-05-30,4.981,4.378,3.988,3.981,4.078,4.86,6.044,6.563
1996-05-31,4.994,4.676,4.308,4.003,4.067,4.865,6.088,6.666
1996-06-01,4.913,4.923,4.366,4.093,4.132,4.887,6.098,6.615
1996-06-02,4.861,4.962,4.267,4.162,4.179,4.789,5.978,6.423
1996-06-03,4.938,4.799,4.228,4.24,4.198,4.7,5.857,6.263
1996-06-04,4.946,4.535,4.233,4.298,4.23,4.67,5.774,6.187
1996-06-05,5.061,4.499,4.294,4.342,4.261,4.689,5.763,6.151
1996-06-06,5.196,4.531,4.336,4.389,4.313,4.792,5.816,6.175
1996-06-07,5.345,4.632,4.359,4.427,4.367,4.871,5.857,6.192
1996-06-08,5.449,4.675,4.329,4.477,4.43,4.936,5.876,6.21
1996-06-09,5.511,4.713,4.341,4.502,4.476,4.961,5.891,6.231
1996-06-10,5.565,4.822,4.381,4.512,4.518,4.979,5.921,6.275
1996-06-11,5.635,4.995,4.459,4.522,4.559,4.994,5.941,6.302
1996-06-12,5.665,5.145,4.431,4.52,4.604,5.044,5.985,6.327
1996-06-13,5.725,5.178,4.384,4.501,4.597,5.056,5.973,6.32
1996-06-14,5.787,5.227,4.389,4.463,4.54,5.022,5.971,6.296
1996-06-15,5.858,5.342,4.482,4.426,4.475,4.967,5.95,6.262
1996-06-16,5.816,5.507,4.505,4.392,4.433,4.945,5.959,6.226
1996-06-17,5.724,5.526,4.401,4.403,4.425,4.912,5.927,6.189
1996-06-18,5.814,5.398,4.371,4.357,4.372,4.819,5.861,6.139
1996-06-19,5.886,5.404,4.393,4.334,4.34,4.775,5.852,6.106
1996-06-20,5.915,5.446,4.395,4.339,4.35,4.773,5.86,6.104
1996-06-21,5.912,5.383,4.333,4.327,4.342,4.803,5.893,6.128
1996-06-22,5.994,5.29,4.337,4.295,4.296,4.796,5.871,6.14
1996-06-23,6.088,5.392,4.43,4.261,4.233,4.8,5.892,6.167
1996-06-24,6.128,5.571,4.499,4.254,4.193,4.83,5.937,6.226
1996-06-25,6.086,5.728,4.527,4.277,4.2,4.815,5.931,6.258
1996-06-26,6.061,5.796,4.522,4.317,4.245,4.753,5.892,6.243
1996-06-27,5.955,5.875,4.536,4.357,4.303,4.699,5.882,6.195
1996-06-28,5.786,5.736,4.4,4.401,4.366,4.725,5.936,6.182
1996-06-29,5.95,5.429,4.371,4.422,4.421,4.708,5.915,6.188
1996-06-30,6.126,5.398,4.473,4.438,4.452,4.731,5.953,6.219
1996-07-01,6.268,5.54,4.601,4.456,4.477,4.797,6.029,6.298
1996-07-02,6.286,5.759,4.665,4.473,4.503,4.857,6.086,6.369
1996-07-03,6.261,5.793,4.562,4.47,4.515,4.897,6.112,6.443
1996-07-04,6.274,5.767,4.516,4.459,4.504,4.904,6.111,6.495
1996-07-05,6.329,5.781,4.553,4.449,4.463,4.86,6.076,6.514
1996-07-06,6.274,5.904,4.6,4.45,4.443,4.85,6.095,6.527
1996-07-07,6.185,6.013,4.657,4.435,4.398,4.76,6.043,6.45
1996-07-08,5.937,5.971,4.535,4.451,4.381,4.742,6.066,6.388
1996-07-09,6.072,5.727,4.478,4.444,4.343,4.648,5.972,6.3
1996-07-10,6.224,5.697,4.554,4.434,4.305,4.568,5.93,6.251
1996-07-11,6.208,5.826,4.579,4.452,4.295,4.551,5.969,6.287
1996-07-12,6.189,5.724,4.484,4.449,4.286,4.52,5.943,6.331
1996-07-13,6.282,5.498,4.436,4.433,4.269,4.473,5.889,6.344
1996-07-14,6.385,5.365,4.459,4.406,4.243,4.448,5.876,6.347
1996-07-15,6.51,5.736,4.661,4.429,4.239,4.481,5.959,6.365
1996-07-16,6.64,5.822,4.548,4.388,4.231,4.565,6.06,6.46
1996-07-17,6.713,6.009,4.756,4.384,4.193,4.51,6.003,6.429
1996-07-18,6.798,6.118,4.877,4.302,4.099,4.514,6.02,6.449
1996-07-19,6.818,6.29,5.058,4.254,4.016,4.473,5.962,6.407
1996-07-20,6.889,6.372,5.137,4.195,3.946,4.417,5.842,6.336
1996-07-21,6.783,6.574,5.494,4.257,3.957,4.379,5.679,6.17
1996-07-22,6.936,6.752,5.543,4.296,3.996,4.403,5.447,6.017
1996-07-23,6.998,6.708,5.445,4.357,4.024,4.455,5.312,5.977
1996-07-24,7.24,6.501,5.408,4.338,4.042,4.474,5.204,5.904
1996-07-25,7.445,6.443,5.477,4.356,4.061,4.469,5.23,5.909
1996-07-26,7.63,6.495,5.559,4.298,4.054,4.458,5.283,5.95
1996-07-27,7.76,6.631,5.603,4.274,4.024,4.451,5.339,6.008
1996-07-28,7.857,6.725,5.614,4.223,3.977,4.43,5.34,6.011
1996-07-29,7.922,6.799,5.553,4.175,3.919,4.402,5.35,5.982
1996-07-30,7.988,6.81,5.502,4.146,3.87,4.369,5.325,5.939
1996-07-31,8.014,6.865,5.494,4.146,3.845,4.343,5.323,5.887
1996-08-01,8.089,6.878,5.505,4.144,3.842,4.342,5.293,5.845
1996-08-02,8.094,6.948,5.548,4.151,3.846,4.351,5.293,5.804
1996-08-03,8.062,7.047,5.511,4.187,3.854,4.365,5.307,5.756
1996-08-04,8.137,6.985,5.407,4.16,3.848,4.371,5.305,5.73
1996-08-05,8.204,6.947,5.36,4.168,3.85,4.368,5.335,5.742
1996-08-06,8.279,6.959,5.379,4.194,3.868,4.369,5.378,5.8
1996-08-07,8.358,6.964,5.393,4.154,3.871,4.383,5.449,5.898
1996-08-08,8.396,7.096,5.48,4.167,3.892,4.411,5.515,5.983
1996-08-09,8.442,7.232,5.599,4.186,3.905,4.439,5.549,6.054
1996-08-10,8.458,7.384,5.66,4.226,3.903,4.462,5.601,6.09
1996-08-11,8.483,7.455,5.679,4.254,3.894,4.472,5.599,6.094
1996-08-12,8.507,7.505,5.671,4.282,3.897,4.476,5.598,6.077
1996-08-13,8.564,7.509,5.682,4.284,3.911,4.478,5.563,6.034
1996-08-14,8.495,7.54,5.731,4.28,3.919,4.482,5.535,5.978
1996-08-15,8.236,7.628,5.658,4.29,3.899,4.477,5.52,5.905
1996-08-16,8.327,7.587,5.525,4.275,3.867,4.444,5.436,5.832
