"Date","8 m","10 m","16 m","18 m","22 m","25 m","34 m","40 m","47 m","56 m","66 m","78 m","92 m"
1993-01-01,1.894,2.077,2.268,2.202,2.737,2.37,2.396,2.597,2.764,2.739,2.911,2.778,2.158
1993-01-02,1.545,1.819,1.991,2.027,2.404,2.25,2.494,2.636,2.755,2.882,2.819,2.607,2.096
1993-01-03,0.746,1.231,1.448,1.557,1.764,2.016,2.501,2.542,2.855,2.97,2.763,2.465,2.038
1993-01-04,0.739,1.214,1.36,1.441,1.579,1.971,2.266,2.386,2.94,3.018,2.782,2.417,1.996
1993-01-05,1.406,1.661,1.801,1.703,1.975,2.004,2.451,2.36,2.956,2.795,2.602,2.228,1.911
1993-01-06,1.713,2.079,2.218,2.14,2.243,2.263,2.644,2.45,2.876,2.647,2.399,2.079,1.88
1993-01-07,1.726,1.988,2.176,2.21,2.268,2.325,2.722,2.538,2.845,2.798,2.446,2.141,1.866
1993-01-08,1.71,1.921,2.132,2.203,2.228,2.346,2.689,2.606,2.824,2.862,2.589,2.193,1.869
1993-01-09,1.421,1.662,1.941,2.036,2.067,2.251,2.535,2.556,2.78,2.784,2.687,2.202,1.853
1993-01-10,0.939,1.05,1.485,1.626,1.715,1.908,2.117,2.325,2.627,2.628,2.762,2.292,1.84
1993-01-11,0.713,0.697,1.195,1.283,1.545,1.505,1.819,2.056,2.377,2.411,2.728,2.311,1.81
1993-01-12,0.353,0.634,0.943,1.051,1.342,1.409,1.718,2.015,2.337,2.331,2.645,2.226,1.771
1993-01-13,0.137,0.566,0.776,0.897,1.053,1.347,1.608,2.001,2.31,2.336,2.575,2.163,1.714
1993-01-14,-0.116,0.097,0.501,0.691,0.809,0.937,1.249,1.734,2.099,2.153,2.51,2.144,1.702
1993-01-15,-0.103,-0.392,0.115,0.314,0.448,0.299,0.673,1.106,1.375,1.613,2.316,2.129,1.732
1993-01-16,-0.435,-0.365,-0.019,0.174,0.257,0.288,0.628,1.093,1.279,1.566,2.243,2.055,1.751
1993-01-17,-0.453,-0.079,0.102,0.12,0.23,0.351,0.758,1.162,1.458,1.624,2.186,1.962,1.769
1993-01-18,-0.508,-0.163,0.064,0.065,0.188,0.384,0.785,1.102,1.53,1.583,2.136,1.879,1.814
1993-01-19,-0.52,-0.344,-0.084,-0.115,0.128,0.348,1.176,1.193,1.826,1.602,2.073,1.767,1.94
1993-01-20,-0.904,-0.831,-0.325,-0.347,-0.024,0.079,1.366,1.355,2.017,1.657,2.002,1.707,1.949
1993-01-21,-1.135,-0.968,-0.399,-0.349,-0.173,0.207,1.196,1.438,2.013,1.703,1.998,1.729,1.807
1993-01-22,-1.146,-1.008,-0.576,-0.21,-0.385,0.396,0.966,1.525,1.907,1.607,1.984,1.758,1.696
1993-01-23,-0.918,-0.665,-0.453,-0.114,-0.28,0.356,0.747,1.413,1.725,1.457,1.909,1.706,1.643
1993-01-24,-0.69,-0.455,-0.305,-0.134,-0.177,0.275,0.518,1.19,1.515,1.311,1.83,1.644,1.588
1993-01-25,-0.527,-0.215,-0.069,-0.125,-0.03,0.254,0.448,1.032,1.355,1.263,1.774,1.617,1.568
1993-01-26,-0.375,-0.006,0.182,-0.008,0.267,0.248,0.927,1.17,1.563,1.41,1.674,1.605,1.688
1993-01-27,-0.432,-0.112,0.28,0.301,0.553,0.451,1.413,1.433,1.707,1.547,1.633,1.617,1.844
1993-01-28,-0.573,-0.299,0.128,0.217,0.462,0.419,1.108,1.395,1.611,1.507,1.653,1.656,1.854
1993-01-29,-0.445,-0.236,0.108,0.161,0.423,0.423,0.927,1.314,1.53,1.489,1.679,1.728,1.893
1993-01-30,-0.402,-0.082,0.139,0.06,0.375,0.449,0.863,1.19,1.481,1.47,1.713,1.778,1.917
1993-01-31,-0.731,-0.391,-0.135,-0.235,0.206,0.273,1.057,1.131,1.501,1.529,1.778,1.85,2.043
1993-02-01,-0.991,-0.805,-0.403,-0.339,-0.025,0.035,0.854,1.028,1.448,1.468,1.763,1.775,2.006
1993-02-02,-1.037,-1.204,-0.907,-0.74,-0.588,-0.579,-0.095,0.17,0.825,1.065,1.508,1.584,1.828
1993-02-03,-1.078,-1.311,-1.065,-0.948,-0.875,-0.943,-0.788,-0.35,-0.341,0.497,1.078,1.433,1.68
1993-02-04,-1.174,-1.282,-1.104,-0.972,-0.948,-1.048,-0.835,-0.521,-0.58,0.476,0.972,1.385,1.618
1993-02-05,-1.323,-1.279,-1.175,-1.123,-1.044,-1.053,-0.656,-0.403,-0.234,0.668,1.16,1.407,1.62
1993-02-06,-1.342,-1.359,-1.241,-1.235,-1.182,-0.872,-0.338,-0.254,0.338,0.845,1.356,1.418,1.673
1993-02-07,-1.428,-1.403,-1.311,-1.222,-1.281,-0.872,-0.266,-0.227,0.532,0.883,1.379,1.41,1.643
1993-02-08,-1.385,-1.43,-1.357,-1.204,-1.342,-1.009,-0.387,-0.236,0.466,0.746,1.253,1.36,1.551
1993-02-09,-1.491,-1.429,-1.411,-1.313,-1.435,-0.942,-0.382,-0.146,0.543,0.797,1.241,1.344,1.546
1993-02-10,-1.478,-1.433,-1.393,-1.355,-1.488,-0.845,-0.274,-0.121,0.591,0.816,1.256,1.32,1.549
1993-02-11,-1.447,-1.434,-1.368,-1.385,-1.46,-0.732,-0.268,-0.052,0.696,0.808,1.301,1.31,1.593
1993-02-12,-1.465,-1.425,-1.339,-1.36,-1.458,-0.721,-0.284,-0.001,0.747,0.796,1.299,1.287,1.616
1993-02-13,-1.486,-1.463,-1.407,-1.352,-1.501,-0.913,-0.501,-0.084,0.617,0.626,1.184,1.214,1.462
1993-02-14,-1.485,-1.457,-1.442,-1.396,-1.478,-1.135,-0.731,-0.175,0.373,0.452,1.086,1.167,1.413
1993-02-15,-1.47,-1.375,-1.354,-1.327,-1.388,-0.962,-0.425,-0.015,0.548,0.671,1.136,1.185,1.512
1993-02-16,-1.394,-1.288,-1.236,-1.195,-1.187,-0.776,-0.187,0.103,0.682,0.743,1.173,1.194,1.523
1993-02-17,-1.386,-1.271,-1.212,-1.219,-1.207,-0.892,-0.359,0.016,0.592,0.638,1.126,1.156,1.416
1993-02-18,-1.24,-1.123,-1.1,-1.13,-1.132,-0.887,-0.311,0.085,0.631,0.656,1.088,1.118,1.433
1993-02-19,-1.215,-1.131,-1.032,-0.993,-0.982,-0.699,0,0.197,0.763,0.764,1.034,1.052,1.434
1993-02-20,-1.34,-1.29,-1.193,-1.137,-1.174,-0.781,-0.201,0.093,0.688,0.701,0.946,0.973,1.283
1993-02-21,-1.288,-1.282,-1.193,-1.177,-1.098,-0.731,-0.143,0.069,0.666,0.688,0.879,0.895,1.238
1993-02-22,-1.315,-1.325,-1.216,-1.118,-1.007,-0.72,-0.12,0.108,0.681,0.689,0.807,0.826,1.07
1993-02-23,-1.21,-1.324,-1.23,-1.119,-1.165,-0.814,-0.296,0.092,0.533,0.537,0.734,0.755,0.859
1993-02-24,-1.067,-1.195,-1.151,-1.017,-1.179,-0.837,-0.399,0.071,0.329,0.385,0.678,0.73,0.724
1993-02-25,-1.146,-1.154,-1.163,-0.96,-1.102,-0.787,-0.429,0.059,0.269,0.349,0.712,0.774,0.805
1993-02-26,-1.225,-1.181,-1.155,-0.949,-1.064,-0.81,-0.451,0.038,0.251,0.345,0.751,0.802,0.954
1993-02-27,-1.245,-1.191,-1.17,-0.972,-1.041,-0.857,-0.478,-0.015,0.215,0.322,0.773,0.82,1.112
1993-02-28,-1.305,-1.301,-1.244,-1.106,-1.101,-0.964,-0.609,-0.187,0.075,0.244,0.732,0.831,1.147
1993-03-01,-1.313,-1.408,-1.325,-1.253,-1.246,-1.246,-1.126,-0.973,-0.85,-0.429,0.095,0.663,0.945
1993-03-02,-1.295,-1.337,-1.255,-1.208,-1.204,-1.215,-1.197,-1.069,-1.015,-0.412,-0.121,0.694,0.995
1993-03-03,-1.223,-1.192,-1.164,-1.162,-1.151,-1.177,-1.035,-0.81,-0.846,0.036,0.246,0.875,1.156
1993-03-04,-1.01,-0.984,-1.014,-1.047,-1.041,-1.03,-0.765,-0.55,-0.502,0.41,0.581,0.99,1.233
1993-03-05,-1.025,-0.932,-0.985,-1.024,-1.002,-0.987,-0.707,-0.479,-0.359,0.455,0.71,1.029,1.248
1993-03-06,-1.241,-1.128,-1.088,-1.116,-1.037,-1.134,-1.081,-0.853,-0.867,-0.206,0.202,0.74,1.08
1993-03-07,-1.232,-1.069,-1.066,-1.129,-1.057,-1.128,-1.203,-1.079,-1.066,-0.746,-0.486,0.368,0.925
1993-03-08,-1.06,-0.917,-0.946,-1.018,-0.982,-1.029,-1.021,-0.869,-0.797,-0.379,-0.097,0.625,0.998
1993-03-09,-0.802,-0.721,-0.751,-0.845,-0.85,-0.841,-0.77,-0.611,-0.514,-0.071,0.36,0.827,1.13
1993-03-10,-0.775,-0.562,-0.697,-0.812,-0.766,-0.797,-0.734,-0.555,-0.484,-0.102,0.44,0.794,1.159
1993-03-11,-0.871,-0.548,-0.724,-0.838,-0.741,-0.839,-0.799,-0.648,-0.56,-0.234,0.317,0.589,0.992
1993-03-12,-1.004,-0.74,-0.81,-0.913,-0.806,-0.935,-0.927,-0.735,-0.654,-0.3,0.205,0.493,0.845
1993-03-13,-0.948,-0.779,-0.8,-0.886,-0.81,-0.901,-0.903,-0.666,-0.556,-0.177,0.256,0.545,0.849
1993-03-14,-0.966,-0.67,-0.734,-0.88,-0.754,-0.9,-0.904,-0.685,-0.577,-0.224,0.14,0.479,0.775
1993-03-15,-0.738,-0.574,-0.613,-0.714,-0.644,-0.661,-0.56,-0.451,-0.169,0.102,0.415,0.682,1.082
1993-03-16,-0.893,-0.753,-0.754,-0.774,-0.757,-0.538,-0.071,-0.212,0.325,0.501,0.595,0.803,1.33
1993-03-17,-0.635,-0.59,-0.47,-0.573,-0.514,-0.448,0.006,-0.043,0.401,0.533,0.643,0.825,1.246
1993-03-18,-0.412,-0.171,-0.086,-0.212,-0.081,-0.163,0.127,0.079,0.43,0.51,0.678,0.79,1.28
1993-03-19,-0.664,-0.565,-0.332,-0.353,-0.208,-0.209,0.085,0.061,0.428,0.468,0.634,0.739,1.106
1993-03-20,-0.562,-0.573,-0.471,-0.425,-0.403,-0.271,-0.079,0.033,0.317,0.314,0.521,0.562,0.769
1993-03-21,-0.32,-0.319,-0.388,-0.363,-0.379,-0.312,-0.19,-0.009,0.15,0.139,0.345,0.454,0.611
1993-03-22,-0.186,-0.127,-0.258,-0.38,-0.359,-0.351,-0.306,-0.103,-0.002,0.005,0.205,0.378,0.562
1993-03-23,-0.05,0.044,-0.085,-0.37,-0.324,-0.376,-0.45,-0.185,-0.139,-0.056,0.125,0.327,0.532
1993-03-24,0.11,0.196,0.022,-0.324,-0.277,-0.376,-0.524,-0.213,-0.246,-0.082,0.078,0.291,0.482
1993-03-25,0.277,0.385,0.086,-0.29,-0.201,-0.371,-0.523,-0.277,-0.318,-0.079,0.055,0.263,0.439
1993-03-26,0.395,0.51,0.19,-0.29,-0.167,-0.392,-0.546,-0.332,-0.367,-0.061,0.062,0.266,0.439
1993-03-27,0.531,0.551,0.286,-0.271,-0.191,-0.421,-0.559,-0.339,-0.378,-0.04,0.09,0.288,0.462
1993-03-28,0.779,0.796,0.474,-0.197,-0.152,-0.399,-0.529,-0.337,-0.372,-0.035,0.104,0.289,0.471
1993-03-29,1.175,1.221,0.601,-0.13,-0.016,-0.333,-0.49,-0.36,-0.383,-0.068,0.103,0.268,0.457
1993-03-30,1.397,1.732,0.82,0.285,0.302,-0.001,-0.395,-0.353,-0.472,-0.157,0.063,0.214,0.421
1993-03-31,1.221,1.88,1.198,0.755,0.741,0.327,-0.126,-0.338,-0.589,-0.283,-0.011,0.146,0.385
1993-04-01,0.957,1.798,1.161,0.518,0.864,0.3,-0.143,-0.396,-0.687,-0.331,-0.136,0.121,0.365
1993-04-02,0.79,1.775,1.02,0.394,0.725,0.223,-0.206,-0.476,-0.753,-0.335,-0.238,0.144,0.373
1993-04-03,0.755,1.74,0.919,0.349,0.588,0.188,-0.291,-0.546,-0.789,-0.329,-0.289,0.151,0.398
1993-04-04,0.642,1.716,0.869,0.329,0.611,0.241,-0.324,-0.534,-0.727,-0.349,-0.39,0.097,0.392
1993-04-05,0.539,1.621,0.753,0.235,0.561,0.148,-0.33,-0.513,-0.616,-0.361,-0.475,0.066,0.401
1993-04-06,0.742,1.665,0.765,0.201,0.515,0.065,-0.366,-0.505,-0.662,-0.365,-0.384,0.143,0.482
1993-04-07,0.963,1.763,0.864,0.236,0.53,0.04,-0.385,-0.49,-0.713,-0.354,-0.282,0.217,0.59
1993-04-08,1.18,1.724,1.021,0.252,0.482,0.002,-0.406,-0.442,-0.731,-0.317,-0.193,0.275,0.677
1993-04-09,1.514,2.021,1.172,0.301,0.563,0.042,-0.408,-0.431,-0.733,-0.337,-0.183,0.268,0.703
1993-04-10,1.777,2.394,1.275,0.432,0.742,0.16,-0.402,-0.41,-0.724,-0.35,-0.199,0.25,0.708
1993-04-11,1.624,2.769,1.487,0.792,0.971,0.468,-0.298,-0.332,-0.698,-0.355,-0.226,0.237,0.706
1993-04-12,1.453,2.823,1.728,1.063,1.152,0.679,-0.173,-0.219,-0.661,-0.345,-0.239,0.235,0.725
1993-04-13,1.318,2.686,1.737,1.003,1.286,0.761,-0.113,-0.118,-0.608,-0.369,-0.265,0.181,0.688
1993-04-14,1.099,2.49,1.499,0.818,1.276,0.718,-0.122,-0.008,-0.506,-0.363,-0.308,0.08,0.58
1993-04-15,0.964,2.156,1.095,0.482,0.905,0.465,-0.07,-0.036,-0.239,-0.398,-0.381,-0.022,0.432
1993-04-16,0.819,1.985,0.912,0.298,0.682,0.28,-0.165,-0.157,-0.156,-0.42,-0.401,-0.06,0.354
1993-04-17,0.929,2.077,0.971,0.264,0.648,0.24,-0.26,-0.176,-0.192,-0.423,-0.373,-0.035,0.39
1993-04-18,1.317,2.04,1.393,0.573,0.812,0.39,-0.248,-0.083,-0.24,-0.44,-0.328,-0.024,0.471
1993-04-19,1.798,1.527,1.542,0.712,0.85,0.386,-0.343,0.078,-0.275,-0.361,-0.247,0.066,0.673
1993-04-20,1.722,1.984,1.734,0.742,0.987,0.503,-0.454,0.041,-0.314,-0.335,-0.207,0.1,0.84
1993-04-21,1.788,2.364,1.975,0.793,1.108,0.656,-0.443,-0.043,-0.364,-0.306,-0.178,0.129,1.049
1993-04-22,2.205,2.747,2.168,0.991,1.138,0.912,-0.309,-0.007,-0.32,-0.247,-0.1,0.17,1.293
1993-04-23,2.56,3.032,2.276,1.409,1.318,1.227,-0.12,0.136,-0.235,-0.193,-0.017,0.216,1.507
1993-04-24,3.006,2.737,2.266,1.907,1.31,1.203,0.003,0.315,-0.147,-0.07,0.08,0.334,1.736
1993-04-25,3.003,2.616,2.036,1.459,1.067,1.133,0.026,0.367,-0.054,0.1,0.197,0.45,1.78
1993-04-26,3.112,2.983,2.182,1.558,1.256,1.299,0.114,0.454,0.073,0.196,0.296,0.456,1.401
1993-04-27,2.87,2.693,2.096,1.56,1.132,1.171,0.157,0.598,0.215,0.351,0.416,0.52,1.21
1993-04-28,2.689,2.862,2.155,1.718,1.37,1.282,0.383,0.703,0.288,0.422,0.519,0.606,0.969
1993-04-29,2.41,3.029,2.467,1.992,1.835,1.589,0.99,0.776,0.401,0.476,0.548,0.677,0.878
1993-04-30,2.469,3.198,2.482,2.032,2.114,1.721,1.276,0.818,0.479,0.535,0.566,0.727,0.935
1993-05-01,2.546,3.355,2.484,2.056,2.207,1.72,1.339,0.788,0.527,0.562,0.626,0.786,0.968
1993-05-02,2.828,3.559,2.59,2.125,2.245,1.741,1.323,0.782,0.578,0.566,0.698,0.842,1.019
1993-05-03,3.247,3.922,2.798,2.263,2.381,1.833,1.439,0.861,0.637,0.606,0.751,0.897,1.076
1993-05-04,3.385,4.191,3.093,2.548,2.624,2.05,1.623,0.99,0.682,0.653,0.783,0.931,1.146
1993-05-05,3.841,3.982,3.358,2.416,2.593,1.878,1.185,1.039,0.675,0.652,0.888,1.032,1.336
1993-05-06,3.98,3.889,3.397,2.326,2.438,1.773,0.933,1.053,0.686,0.648,0.943,1.026,1.379
1993-05-07,3.792,3.939,3.311,2.142,2.192,1.806,0.743,1.037,0.771,0.717,0.966,1.017,1.528
1993-05-08,4.242,4.349,3.428,2.268,2.331,1.954,0.833,1.085,0.798,0.712,0.937,0.908,1.551
1993-05-09,4.483,4.771,3.662,2.453,2.53,2.082,0.952,1.171,0.802,0.683,0.902,0.784,1.569
1993-05-10,4.593,4.95,3.677,2.651,2.768,2.231,1.047,1.268,0.803,0.652,0.874,0.672,1.36
1993-05-11,4.343,4.98,3.777,3.019,3.189,2.526,1.213,1.416,0.819,0.592,0.854,0.59,0.893
1993-05-12,4.373,5.066,4.041,3.107,3.502,2.623,1.324,1.379,0.787,0.49,0.845,0.564,0.529
1993-05-13,4.27,5.24,4.286,3.277,3.782,2.652,1.516,1.41,0.768,0.422,0.871,0.588,0.552
1993-05-14,4.206,5.266,4.31,3.285,3.799,2.508,1.559,1.318,0.731,0.348,0.873,0.587,0.703
1993-05-15,4.31,5.316,4.191,3.159,3.664,2.358,1.503,1.21,0.686,0.292,0.853,0.584,0.86
1993-05-16,4.517,5.505,4.208,3.166,3.603,2.342,1.496,1.204,0.678,0.27,0.847,0.596,1.023
1993-05-17,4.931,5.42,4.4,3.017,3.268,2.225,1.272,1.226,0.7,0.255,0.883,0.643,1.261
1993-05-18,4.838,4.824,4.216,2.646,2.577,1.94,0.905,1.243,0.756,0.275,0.963,0.73,1.609
1993-05-19,4.465,4.457,3.944,2.341,2.306,1.761,0.77,1.254,0.841,0.318,1.071,0.825,1.975
1993-05-20,4.46,4.543,3.81,2.301,2.357,1.825,0.829,1.262,0.894,0.346,1.125,0.827,2.113
1993-05-21,4.718,4.919,3.918,2.426,2.452,1.981,0.934,1.318,0.918,0.373,1.144,0.78,2.072
1993-05-22,5.226,5.29,4.248,2.55,2.575,2.12,1.043,1.378,0.938,0.405,1.147,0.728,1.987
1993-05-23,5.174,5.172,4.232,2.617,2.538,2.191,1.134,1.418,0.96,0.432,1.148,0.687,1.913
1993-05-24,5.469,5.764,4.264,2.783,2.735,2.35,1.194,1.452,0.972,0.459,1.135,0.638,1.727
1993-05-25,5.412,5.879,4.328,2.811,2.731,2.377,1.228,1.437,0.985,0.515,1.093,0.616,1.372
1993-05-26,5.231,5.362,4.441,2.761,2.692,2.306,1.252,1.382,1.001,0.579,1.004,0.621,1.109
1993-05-27,5.196,4.881,4.475,2.695,2.663,2.229,1.303,1.379,1.056,0.651,0.937,0.669,1.061
1993-05-28,5.106,4.562,4.309,2.602,2.65,2.174,1.355,1.399,1.117,0.749,0.916,0.72,1.08
1993-05-29,5.078,4.799,4.173,2.642,2.78,2.279,1.461,1.42,1.191,0.865,0.915,0.783,1.11
1993-05-30,5.418,5.274,4.113,2.727,2.973,2.36,1.61,1.425,1.279,0.944,0.926,0.84,1.197
1993-05-31,5.569,5.605,4.069,2.987,3.118,2.513,1.866,1.461,1.339,0.928,0.912,0.863,1.274
1993-06-01,5.69,6.007,4.823,4.018,3.858,3.142,2.522,1.776,1.485,0.924,0.929,0.78,1.245
1993-06-02,6.013,6.313,5.421,4.368,4.599,3.478,2.792,1.8,1.527,1,0.848,0.801,1.276
1993-06-03,5.865,5.993,4.905,3.565,3.657,3.03,1.933,1.585,1.231,0.831,0.813,0.945,1.412
1993-06-04,5.53,5.39,4.524,2.905,3.049,2.322,1.545,1.569,1.057,0.735,0.848,1.061,1.517
1993-06-05,5.619,5.287,4.363,2.911,2.931,2.283,1.599,1.583,0.996,0.707,0.854,1.052,1.514
1993-06-06,6.15,5.854,4.359,3.132,3.197,2.407,1.727,1.548,0.979,0.708,0.835,0.991,1.451
1993-06-07,6.751,6.462,4.703,3.59,3.533,2.881,2.003,1.629,1.087,0.751,0.822,0.909,1.364
1993-06-08,6.986,6.687,4.993,4.074,3.699,3.265,2.182,1.733,1.123,0.746,0.8,0.88,1.354
1993-06-09,6.808,6.441,5.248,3.818,3.703,3.14,2.075,1.632,1.054,0.665,0.758,0.87,1.353
1993-06-10,6.665,6.18,5.235,3.695,3.547,2.91,2.019,1.592,1.004,0.697,0.72,0.87,1.343
1993-06-11,7.147,6.744,5.33,3.891,3.761,3.142,2.189,1.62,1.068,0.828,0.659,0.833,1.293
1993-06-12,7.971,7.626,5.678,4.465,4.223,3.693,2.554,1.78,1.265,0.986,0.642,0.815,1.229
1993-06-13,8.238,8.335,6.495,5.616,5.026,4.523,3.185,2.236,1.568,1.157,0.668,0.826,1.146
1993-06-14,8.539,8.477,7.028,5.717,5.374,4.615,3.333,2.297,1.65,1.209,0.732,0.883,1.118
1993-06-15,8.472,8.127,7.001,5.409,5.241,4.352,3.281,2.158,1.638,1.249,0.806,0.919,1.098
1993-06-16,8.784,8.39,7.222,5.532,5.448,4.398,3.377,2.187,1.704,1.304,0.881,0.949,1.117
1993-06-17,8.944,8.187,7.236,5.325,5.332,4.282,3.143,2.16,1.637,1.234,0.956,1.005,1.215
1993-06-18,8.722,7.856,7.069,5.089,5.023,4.104,2.923,2.146,1.558,1.184,1.02,1.067,1.34
1993-06-19,8.611,7.705,7.028,4.949,4.837,4.03,2.795,2.132,1.523,1.146,1.064,1.112,1.462
1993-06-20,8.377,7.608,6.82,4.804,4.765,3.993,2.702,2.108,1.502,1.091,1.077,1.125,1.514
1993-06-21,8.848,8.38,6.863,4.966,5.052,4.151,2.749,2.163,1.538,1.08,1.048,1.1,1.509
1993-06-22,9.067,8.473,7.082,4.866,5.104,4.056,2.639,2.101,1.49,1.038,0.972,1.051,1.457
1993-06-23,8.488,7.55,6.536,4.215,4.618,3.477,2.285,1.905,1.328,0.965,0.91,0.994,1.399
1993-06-24,8.323,7.702,5.898,3.936,4.283,3.148,2.358,1.854,1.282,1.016,0.854,0.923,1.259
1993-06-25,8.647,8.17,6.083,5.416,4.591,3.819,3.16,2.334,1.589,1.183,0.855,0.865,1.128
1993-06-26,9.051,8.505,7.233,6.032,5.187,4.357,3.66,2.447,1.774,1.267,0.874,0.829,1.031
1993-06-27,8.816,8.272,6.87,5.014,4.974,4.3,3.261,2.043,1.605,1.168,0.82,0.815,1.016
1993-06-28,8.449,8.143,6.42,4.291,4.479,3.95,2.874,1.838,1.465,1.137,0.794,0.801,1.015
1993-06-29,8.215,7.457,6.112,4.146,4.226,3.86,2.691,1.77,1.375,1.144,0.799,0.819,1.027
1993-06-30,7.954,6.72,5.729,3.996,3.997,3.335,2.554,1.744,1.284,1.138,0.828,0.868,1.061
1993-07-01,7.845,6.913,5.697,4.166,4.04,3.288,2.754,1.813,1.312,1.234,0.872,0.92,1.133
1993-07-02,8.421,7.675,5.934,4.677,4.305,3.593,3.142,2.008,1.409,1.356,0.921,0.974,1.209
1993-07-03,8.964,8.381,6.446,5.327,4.63,3.994,3.504,2.192,1.509,1.459,0.972,1.021,1.278
1993-07-04,9.756,9.224,7.357,5.974,5.14,4.498,3.852,2.339,1.664,1.609,1.028,1.068,1.347
1993-07-05,10.102,9.553,7.735,6.124,5.397,4.833,4.057,2.412,1.825,1.733,1.092,1.127,1.426
1993-07-06,10.803,10.519,8.102,7.005,6.178,5.648,4.515,2.804,2.132,1.935,1.169,1.171,1.479
1993-07-07,11.165,11.19,9.1,8.181,7.129,6.553,5.297,3.462,2.47,2.101,1.265,1.209,1.503
1993-07-08,11.234,11.568,9.992,8.651,8.011,6.984,6.016,3.668,2.702,2.25,1.307,1.221,1.486
1993-07-09,11.33,11.953,10.453,9.006,8.89,7.215,6.447,3.647,2.914,2.534,1.316,1.233,1.467
1993-07-10,11.535,12.221,10.615,9.209,9.471,7.391,6.509,3.672,3.014,2.67,1.324,1.252,1.476
1993-07-11,11.912,12.343,10.56,9.153,9.409,7.374,6.346,3.658,2.903,2.53,1.333,1.268,1.501
1993-07-12,12.452,11.896,10.517,8.624,9.004,6.959,5.856,3.531,2.651,2.256,1.338,1.288,1.526
1993-07-13,12.693,12.03,10.363,8.427,8.857,6.775,5.732,3.615,2.547,2.144,1.346,1.288,1.509
1993-07-14,12.635,12.269,10.224,8.483,8.646,6.692,5.716,3.662,2.488,2.108,1.319,1.265,1.477
1993-07-15,12.546,12.173,10.235,8.481,8.411,6.598,5.79,3.613,2.459,2.131,1.254,1.208,1.398
1993-07-16,12.63,12.088,10.221,8.48,8.187,6.647,5.916,3.599,2.472,2.171,1.189,1.151,1.3
1993-07-17,12.815,11.93,10.329,8.438,7.92,6.688,5.889,3.574,2.426,2.111,1.136,1.114,1.217
1993-07-18,12.997,12.177,10.194,8.479,7.84,6.87,5.928,3.623,2.414,2.068,1.11,1.093,1.158
1993-07-19,13.314,12.54,10.288,9.145,8.286,7.535,6.252,3.911,2.598,2.193,1.124,1.083,1.1
1993-07-20,13.271,13.012,11.005,10.022,8.9,8.27,6.642,4.213,2.846,2.362,1.143,1.08,1.045
1993-07-21,13.366,13.459,11.802,10.625,9.636,8.9,7.159,4.456,3.076,2.656,1.147,1.071,1.022
1993-07-22,13.592,13.46,12.113,10.67,9.942,8.973,7.297,4.46,2.977,2.669,1.109,1.028,0.964
1993-07-23,13.886,13.032,12.189,10.378,9.908,8.555,6.88,4.308,2.604,2.363,1.045,0.973,0.906
1993-07-24,13.678,12.547,11.999,10.05,9.54,8.181,6.338,4.071,2.267,2.116,0.996,0.924,0.851
1993-07-25,13.568,12.696,11.824,9.865,9.428,8.057,6.076,3.903,2.157,2.058,0.957,0.88,0.801
1993-07-26,14.362,13.536,11.978,10.305,9.886,8.404,6.33,4.037,2.325,2.233,0.944,0.853,0.76
1993-07-27,14.545,14.251,12.546,10.912,10.517,8.972,6.974,4.273,2.714,2.589,0.961,0.846,0.722
1993-07-28,14.682,14.471,12.834,11.005,10.804,9.149,7.419,4.323,3.078,2.857,0.98,0.819,0.687
1993-07-29,14.915,14.164,12.774,10.824,10.73,9.188,7.43,4.377,3.172,2.797,0.994,0.799,0.692
1993-07-30,14.976,13.733,12.593,10.418,10.234,8.802,7.077,4.373,2.963,2.487,0.971,0.783,0.741
1993-07-31,15.05,13.977,12.575,10.343,10.171,8.733,6.827,4.426,2.859,2.291,0.965,0.778,0.807
1993-08-01,14.65,13.367,12.381,9.97,9.598,8.281,6.212,4.37,2.608,1.965,0.951,0.775,0.891
1993-08-02,14.095,12.96,12.076,9.85,9.205,8.019,5.885,4.352,2.44,1.823,0.949,0.783,0.927
1993-08-03,14.253,13.24,12.089,9.864,9.244,7.962,5.779,4.33,2.372,1.81,0.967,0.795,0.919
1993-08-04,14.18,12.583,11.909,9.557,8.822,7.489,5.519,4.157,2.259,1.749,0.975,0.803,0.938
1993-08-05,13.781,12.356,11.534,9.429,8.536,7.305,5.511,4.01,2.254,1.825,0.991,0.821,0.97
1993-08-06,13.588,12.578,11.273,9.455,8.63,7.45,5.696,3.969,2.363,1.962,1.015,0.832,1.011
1993-08-07,13.558,12.703,11.125,9.544,8.813,7.695,5.917,4.023,2.483,2.051,1.037,0.823,1.038
1993-08-08,14.902,13.515,11.582,10.142,9.376,8.31,6.382,4.386,2.794,2.282,1.088,0.811,1.001
1993-08-09,15.951,14.608,12.804,11.518,10.418,9.441,7.165,4.942,3.212,2.579,1.138,0.811,0.963
1993-08-10,16.232,15.413,13.643,12.341,11.301,10.152,7.708,5.117,3.44,2.72,1.148,0.803,0.985
1993-08-11,16.619,16.376,14.531,13.199,12.34,11.031,8.312,5.47,3.727,2.948,1.186,0.809,1.064
1993-08-12,17.126,17.297,15.413,14.027,13.478,11.91,8.83,5.922,3.903,3.057,1.214,0.837,1.288
1993-08-13,17.457,17.872,15.767,14.267,13.985,12.106,8.921,6.035,3.78,2.99,1.192,0.913,1.691
