"Date","8 m","10 m","16 m","18 m","22 m","25 m","34 m","40 m","47 m","56 m","66 m","78 m","92 m"
2019-05-08,5.495,5.559,4.356,3.109,3.106,2.646,1.745,1.413,1.078,0.943,1.066,1.357,2.445
2019-05-09,5.518,5.278,4.385,2.917,3.025,2.442,1.631,1.366,1.029,0.906,1.059,1.374,2.581
2019-05-10,5.487,5.414,4.19,2.929,3.169,2.488,1.585,1.377,1.009,0.816,1.006,1.275,2.48
2019-05-11,5.387,5.616,4.216,3.051,3.343,2.633,1.583,1.38,0.995,0.749,0.951,1.15,2.347
2019-05-12,5.314,5.329,4.307,2.881,3.238,2.511,1.509,1.301,0.945,0.7,0.912,1.105,2.317
2019-05-13,5.456,5.377,4.309,2.894,3.227,2.492,1.485,1.299,0.919,0.651,0.862,1.05,2.237
2019-05-14,5.389,5.698,4.368,3.474,3.518,2.877,1.673,1.521,0.977,0.643,0.808,0.946,2.13
2019-05-15,4.608,5.551,4.932,4.404,4.015,3.862,2.698,2.085,1.33,0.765,0.707,0.67,1.809
2019-05-16,4.595,5.478,4.88,4.192,4.31,4.085,2.915,2.193,1.568,0.951,0.736,0.664,1.781
2019-05-17,5.029,5.143,4.882,3.93,4.328,3.579,2.534,1.987,1.278,0.819,0.712,0.778,2.071
2019-05-18,5.232,5.031,4.898,3.901,4.199,3.187,2.313,1.861,1.082,0.868,0.724,0.965,2.477
2019-05-19,5.408,5.15,4.842,3.87,4.006,3.004,2.123,1.822,0.973,0.903,0.772,1.127,2.979
2019-05-20,5.512,5.233,4.876,3.888,3.992,2.95,2.08,1.833,0.936,0.843,0.796,1.147,3.175
2019-05-21,5.415,5.326,4.776,3.822,4.069,2.95,2.012,1.787,0.919,0.77,0.793,1.084,3.016
2019-05-22,5.551,5.48,4.775,3.674,4.109,2.904,1.965,1.652,0.893,0.732,0.788,1,2.653
2019-05-23,5.424,5.574,4.729,3.555,4.146,2.93,2.037,1.576,0.895,0.727,0.722,0.831,1.957
2019-05-24,5.553,5.696,4.806,3.585,4.084,2.942,2.039,1.477,0.865,0.684,0.687,0.764,1.645
2019-05-25,5.589,5.933,4.798,3.739,4.127,3.053,2.037,1.468,0.843,0.663,0.669,0.743,1.594
2019-05-26,5.746,6.23,4.917,3.92,4.22,3.164,2.068,1.494,0.821,0.674,0.656,0.721,1.697
2019-05-27,5.788,6.319,4.986,3.93,4.215,3.138,2.095,1.477,0.806,0.687,0.641,0.699,1.856
2019-05-28,5.934,6.38,5.089,3.934,4.164,3.108,2.126,1.485,0.791,0.702,0.631,0.686,2.135
2019-05-29,6.091,6.266,5.223,3.945,3.997,3.016,2.136,1.513,0.78,0.731,0.644,0.715,2.603
2019-05-30,6.605,6.575,5.385,4.131,4.126,3.263,2.269,1.624,0.844,0.84,0.687,0.801,3.109
2019-05-31,6.704,6.996,5.562,4.531,4.494,3.691,2.478,1.787,0.958,0.954,0.728,0.839,3.355
2019-06-01,6.753,7.182,5.751,4.706,4.801,3.917,2.664,1.89,1.061,1.001,0.758,0.83,3.395
2019-06-02,7.079,7.297,5.957,4.727,4.962,4.003,2.764,1.948,1.143,1.044,0.791,0.849,3.326
2019-06-03,7.163,7.533,6.081,5.089,5.225,4.332,2.879,2.102,1.256,1.14,0.83,0.887,3.128
2019-06-04,7.511,7.432,6.278,4.928,5.114,4.096,2.732,2.043,1.209,1.114,0.874,0.993,3.259
2019-06-05,7.338,6.878,6.178,4.583,4.57,3.458,2.341,1.926,1.093,1.121,0.937,1.158,3.495
2019-06-06,6.66,6.372,5.685,4.147,3.865,2.847,1.899,1.733,0.968,1.136,0.982,1.302,3.822
2019-06-07,6.287,6.226,5.264,3.744,3.431,2.676,1.627,1.518,0.874,1.169,1.032,1.415,4.13
2019-06-08,6.576,6.506,5.162,3.782,3.375,2.78,1.709,1.476,0.859,1.182,1.031,1.412,4.054
2019-06-09,6.85,6.959,5.23,3.871,3.453,2.924,1.807,1.499,0.868,1.197,1.02,1.4,3.864
2019-06-10,7.377,7.492,5.388,3.991,3.665,3.032,1.896,1.548,0.886,1.221,1.019,1.362,3.455
2019-06-11,7.866,7.953,5.518,4.115,4.004,3.122,1.984,1.586,0.934,1.224,1.038,1.267,2.793
2019-06-12,8.561,8.464,5.817,4.21,4.28,3.232,2.125,1.601,1.012,1.221,1.08,1.222,2.317
2019-06-13,8.607,8.088,5.904,4.263,4.16,3.292,2.266,1.641,1.082,1.269,1.167,1.339,2.172
2019-06-14,8.535,7.848,6.096,4.327,4.1,3.329,2.326,1.695,1.123,1.32,1.255,1.472,2.244
2019-06-15,9.048,8.442,6.267,4.58,4.327,3.535,2.44,1.793,1.186,1.355,1.297,1.546,2.311
2019-06-16,9.093,8.359,6.477,4.682,4.382,3.587,2.591,1.839,1.236,1.365,1.329,1.605,2.387
2019-06-17,8.739,7.494,6.552,4.523,4.067,3.388,2.582,1.821,1.256,1.377,1.359,1.686,2.522
2019-06-18,8.703,7.552,6.279,4.54,4.029,3.478,2.663,1.887,1.293,1.428,1.376,1.755,2.647
2019-06-19,8.786,8.047,6.272,4.676,4.186,3.673,2.744,1.976,1.333,1.461,1.398,1.809,2.799
2019-06-20,8.845,8.306,6.426,4.836,4.335,3.876,2.852,2.069,1.379,1.489,1.396,1.804,2.849
2019-06-21,9.711,8.981,6.733,5.159,4.61,4.161,2.976,2.212,1.448,1.542,1.386,1.788,2.854
2019-06-22,10.2,9.558,6.971,5.436,4.893,4.424,3.037,2.312,1.503,1.562,1.383,1.779,2.854
2019-06-23,9.976,9.303,7.203,5.296,4.809,4.339,2.995,2.304,1.526,1.584,1.395,1.793,2.845
2019-06-24,9.418,8.579,7.142,5.172,4.644,4.173,2.957,2.318,1.544,1.63,1.41,1.795,2.791
2019-06-25,9.976,9.35,7.16,5.475,5.02,4.411,3.121,2.429,1.661,1.671,1.404,1.713,2.562
2019-06-26,10.223,10.033,7.504,5.904,5.545,4.795,3.481,2.612,1.859,1.776,1.432,1.624,2.38
2019-06-27,10.533,10.656,8.055,6.47,6.104,5.22,3.884,2.896,2.125,1.926,1.508,1.593,2.252
2019-06-28,10.875,11.265,8.901,7.205,6.855,5.865,4.294,3.259,2.414,2.09,1.602,1.615,2.259
2019-06-29,11.06,11.581,9.316,7.461,7.347,6.249,4.505,3.431,2.57,2.157,1.678,1.652,2.411
2019-06-30,11.3,11.596,9.381,7.384,7.42,6.258,4.547,3.456,2.609,2.163,1.733,1.703,2.641
2019-07-01,11.937,12.195,9.75,7.894,7.885,6.722,4.741,3.724,2.744,2.215,1.797,1.725,2.754
2019-07-02,11.954,12.605,10.136,8.495,8.359,7.215,5.063,3.972,2.877,2.24,1.85,1.726,2.757
2019-07-03,12.495,12.819,10.35,8.598,8.573,7.298,5.107,3.972,2.841,2.142,1.798,1.7,2.784
2019-07-04,12.807,12.682,10.34,8.404,8.299,7.049,4.956,3.877,2.737,2.093,1.772,1.741,2.908
2019-07-05,12.793,12.145,10.172,8.094,7.721,6.662,4.774,3.79,2.625,2.072,1.75,1.796,3.119
2019-07-06,12.883,12.093,10.127,7.979,7.426,6.469,4.681,3.734,2.564,2.054,1.74,1.836,3.303
2019-07-07,12.414,10.953,9.875,7.286,6.558,5.575,4.068,3.517,2.392,1.953,1.745,1.932,3.602
2019-07-08,12.182,10.621,9.352,7.104,6.194,5.434,3.983,3.498,2.328,1.988,1.754,1.981,3.734
2019-07-09,12.169,10.996,9.148,7.111,6.267,5.545,4.072,3.507,2.331,1.999,1.756,1.996,3.777
2019-07-10,12.091,10.874,8.875,6.984,6.357,5.542,4.169,3.476,2.344,1.978,1.741,1.938,3.576
2019-07-11,12.997,11.64,9.002,7.311,6.895,5.889,4.419,3.499,2.468,2.016,1.712,1.803,3.067
2019-07-12,13.26,12.277,9.446,7.857,7.348,6.348,4.88,3.551,2.652,2.079,1.649,1.622,2.558
2019-07-13,13.881,13.121,10.39,8.873,7.995,7.032,5.475,3.77,2.929,2.287,1.576,1.474,2.194
2019-07-14,14.354,14.365,12.013,10.549,9.118,8.442,6.499,4.362,3.421,2.731,1.509,1.369,1.96
2019-07-15,14.764,14.168,12.17,10.076,9.265,8.345,6.462,4.233,3.354,2.582,1.399,1.318,1.889
2019-07-16,14.505,13.368,11.858,9.489,8.721,7.838,6.05,4.001,2.976,2.305,1.298,1.357,1.968
2019-07-17,14.248,12.997,11.649,9.179,8.241,7.45,5.666,3.879,2.666,2.107,1.243,1.392,2.128
2019-07-18,13.759,12.116,10.991,8.399,7.236,6.471,4.714,3.6,2.226,1.761,1.218,1.46,2.377
2019-07-19,13.21,11.67,10.407,8.119,6.699,6.141,4.329,3.488,1.954,1.626,1.215,1.489,2.5
2019-07-20,13.371,12.163,10.276,8.106,6.746,6.244,4.29,3.47,1.895,1.613,1.2,1.484,2.507
2019-07-21,13.149,12.158,10.025,7.965,6.788,6.184,4.263,3.406,1.824,1.559,1.175,1.469,2.435
2019-07-22,13.083,12.143,9.824,7.844,6.848,6.164,4.252,3.306,1.78,1.509,1.138,1.432,2.289
2019-07-23,13.334,12.375,9.838,7.882,6.982,6.25,4.313,3.245,1.767,1.514,1.101,1.41,2.203
2019-07-24,13.79,12.82,9.878,8.122,7.263,6.429,4.507,3.247,1.832,1.598,1.06,1.378,2.134
2019-07-25,14.106,13.216,10.137,8.544,7.693,6.773,4.919,3.374,2.007,1.706,1.017,1.321,2.056
2019-07-26,14.575,13.918,10.777,9.191,8.31,7.323,5.459,3.582,2.222,1.857,0.98,1.242,1.946
2019-07-27,15.034,14.617,11.406,9.627,8.847,7.696,5.846,3.695,2.345,1.947,0.958,1.185,1.856
2019-07-28,15.265,14.847,11.731,9.65,9.022,7.735,5.89,3.659,2.273,1.885,0.942,1.178,1.831
2019-07-29,15.642,14.947,12.015,9.677,8.997,7.667,5.804,3.623,2.139,1.808,0.938,1.202,1.829
2019-07-30,15.155,13.55,11.878,9.115,8.034,6.841,5.138,3.388,1.788,1.58,0.952,1.282,1.939
2019-07-31,13.97,12.176,10.877,8.546,6.87,6.051,4.594,3.19,1.506,1.463,0.988,1.362,2.017
2019-08-01,13.438,11.846,10.287,8.296,6.376,5.809,4.389,3.126,1.42,1.416,1.032,1.408,2.066
2019-08-02,13.287,11.792,9.901,8.108,6.274,5.754,4.277,3.113,1.374,1.379,1.073,1.435,2.109
2019-08-03,13.621,12.243,9.904,8.203,6.431,5.904,4.328,3.157,1.396,1.407,1.104,1.455,2.153
2019-08-04,13.863,11.866,9.959,8.113,6.241,5.694,4.274,3.131,1.398,1.436,1.145,1.5,2.304
2019-08-05,13.449,11.174,9.457,7.892,5.898,5.471,4.248,3.107,1.411,1.503,1.195,1.55,2.53
2019-08-06,13.906,11.727,9.415,8.146,6.232,5.789,4.591,3.268,1.55,1.682,1.229,1.553,2.692
2019-08-07,14.515,12.526,9.806,8.687,7.076,6.377,5.074,3.522,1.771,1.852,1.239,1.527,2.785
2019-08-08,15.489,13.469,10.748,9.494,8.13,7.308,5.779,3.919,2.137,2.087,1.246,1.486,2.877
2019-08-09,16.465,14.752,12.384,10.876,9.555,8.651,6.731,4.501,2.641,2.432,1.266,1.456,3.013
2019-08-10,16.842,15.391,12.981,11.166,10.166,9.201,7.121,4.572,2.793,2.481,1.271,1.49,3.306
2019-08-11,16.748,14.994,12.995,10.755,9.88,8.758,6.699,4.343,2.591,2.245,1.275,1.596,3.737
2019-08-12,15.522,13.574,12.3,9.797,8.737,7.515,5.589,3.957,2.205,1.885,1.306,1.757,4.206
2019-08-13,14.345,12.203,11.226,8.768,7.537,6.223,4.492,3.547,1.858,1.584,1.368,1.916,4.567
2019-08-14,13.07,10.984,10.065,7.753,6.611,5.223,3.682,3.18,1.608,1.386,1.436,2.04,4.74
2019-08-15,13.513,11.56,9.639,7.682,6.676,5.349,3.737,3.181,1.595,1.407,1.413,1.959,4.338
2019-08-16,14.222,12.742,9.931,8.112,7.416,5.909,4.134,3.358,1.741,1.533,1.357,1.806,3.805
2019-08-17,15.288,14.076,10.904,9.084,8.327,6.883,5.038,3.689,2.061,1.795,1.303,1.703,3.534
2019-08-18,16.199,15.086,11.905,10.443,9.194,8.038,6.094,4.104,2.428,2.208,1.267,1.732,3.67
2019-08-19,16.629,15.737,12.697,11.378,9.925,8.949,6.906,4.4,2.697,2.578,1.259,1.862,4.091
2019-08-20,17.163,16.197,13.201,11.606,10.339,9.335,7.111,4.468,2.734,2.704,1.276,2.043,4.642
2019-08-21,17.213,16.061,13.184,11.375,10.234,9.178,7.03,4.431,2.686,2.734,1.323,2.213,5.182
2019-08-22,17.503,16.473,13.539,11.51,10.625,9.344,6.977,4.538,2.743,2.738,1.361,2.293,5.492
2019-08-23,16.972,15.409,13.553,10.754,9.954,8.616,6.328,4.26,2.586,2.52,1.413,2.411,5.806
2019-08-24,16.133,14.354,12.841,10.231,9.23,8.058,5.885,4.129,2.472,2.392,1.451,2.486,5.977
2019-08-25,17.519,15.596,12.896,10.896,9.811,8.91,6.261,4.553,2.769,2.408,1.458,2.219,5.42
2019-08-26,17.795,16.679,14.603,13.399,11.467,10.881,7.782,5.739,3.538,2.649,1.538,1.911,4.738
2019-08-27,17.81,17.106,16.495,15.3,13.276,12.265,9.631,6.773,4.229,3.184,1.592,1.796,4.271
2019-08-28,17.729,17.213,15.596,14.608,12.971,11.661,9.186,6.318,3.844,3.075,1.509,2.046,4.717
2019-08-29,17.91,17.196,15.166,13.892,12.38,11.189,8.993,5.96,3.696,3.189,1.498,2.208,4.904
2019-08-30,18.224,17.583,15.544,14.221,12.975,11.676,8.832,6.107,3.841,3.126,1.547,2.271,5.036
2019-08-31,18.305,17.481,15.364,13.543,12.592,11.133,8.087,5.803,3.434,2.814,1.529,2.461,5.374
2019-09-01,18.303,17.199,15.01,13.017,11.973,10.541,7.671,5.593,3.132,2.784,1.537,2.63,5.58
2019-09-02,18.439,17.527,15.087,13.371,12.281,10.846,7.752,5.756,3.12,2.876,1.565,2.767,5.675
2019-09-03,18.477,17.786,15.263,13.591,12.567,11.002,7.518,5.799,2.986,2.763,1.596,2.875,5.747
2019-09-04,18.49,17.743,15.194,13.275,12.272,10.612,7.079,5.656,2.727,2.602,1.629,2.976,5.768
2019-09-05,18.678,17.843,15.172,13.153,12.08,10.274,6.814,5.444,2.54,2.542,1.668,3.008,5.597
2019-09-06,18.44,17.492,14.833,12.645,11.361,9.76,6.523,5.232,2.371,2.558,1.726,3.143,5.603
2019-09-07,18.641,17.85,15.571,14.221,12.044,11.046,7.791,6.024,2.911,2.933,1.842,3.125,5.391
2019-09-08,17.662,17.489,16.551,16.199,11.965,12.158,8.267,7.443,3.62,3.565,2.272,3.258,5.306
2019-09-09,14.608,16.017,12.977,10.2,9.561,6.68,3.644,4.433,2.112,2.816,2.553,3.91,5.965
2019-09-10,14.921,15.149,11.701,8.783,8.345,5.863,3.494,3.654,1.975,2.536,2.656,3.884,5.711
2019-09-11,15.016,15.2,11.365,8.759,8.411,6.179,3.949,3.468,2.011,2.38,2.626,3.617,5.447
2019-09-12,15.051,14.303,11.447,8.886,8.231,6.405,4.497,3.446,2.066,2.314,2.556,3.455,5.303
2019-09-13,15.41,14.515,11.261,9.832,8.503,7.218,5.523,3.868,2.432,2.602,2.401,3.169,5.105
2019-09-14,15.492,14.799,12.714,12.138,9.931,9.047,7.277,5.145,3.299,3.413,2.296,2.922,4.985
2019-09-15,15.415,14.9,13.726,12.937,10.919,10.047,8.075,5.634,3.618,3.625,2.299,3.046,5.333
2019-09-16,15.178,14.828,13.207,12.296,10.816,9.693,7.96,5.281,3.494,3.673,2.351,3.363,5.794
2019-09-17,15.161,14.842,13.128,12.243,10.975,9.801,8.27,5.412,3.82,3.971,2.38,3.452,5.859
2019-09-18,14.936,14.672,13.458,12.896,11.488,10.814,9.077,6.469,4.718,4.225,2.493,3.181,5.568
2019-09-19,14.52,14.391,14.455,13.778,12.646,11.839,10.262,7.873,6.023,4.642,2.758,2.611,4.973
2019-09-20,14.345,14.418,14.677,14.11,13.549,12.175,10.849,8.199,6.833,5.352,2.877,2.403,4.479
2019-09-21,14.501,14.666,14.708,14.049,13.813,12.151,10.925,7.809,6.818,5.83,2.749,2.641,4.644
2019-09-22,14.525,14.787,14.71,13.978,14.021,12.365,11.033,7.612,6.857,6.181,2.705,2.998,5.048
2019-09-23,14.749,14.877,14.674,13.88,13.478,11.842,10.103,7.183,5.916,5.77,2.661,3.54,5.777
2019-09-24,14.799,14.949,13.821,12.751,11.33,9.658,7.908,6.234,4.205,5.037,2.773,4.297,6.657
2019-09-25,14.721,14.817,12.991,12.018,10.547,9.013,8.02,5.868,4.206,5.437,2.856,4.334,6.73
2019-09-26,14.701,14.806,13.011,12.189,11.092,9.749,8.82,6.195,4.964,5.813,2.952,4.31,6.641
2019-09-27,14.671,14.623,13.437,12.416,11.639,10.657,9.5,6.552,5.722,5.952,3.119,4.296,6.609
2019-09-28,14.529,14.223,13.475,12.548,11.794,11.172,9.715,6.839,6.056,5.967,3.273,4.334,6.701
2019-09-29,14.371,14.093,13.321,12.55,11.868,11.255,9.513,6.892,5.879,5.915,3.391,4.503,6.951
2019-09-30,14.15,13.9,13.015,12.472,11.706,11.045,9.338,6.91,5.657,5.966,3.522,4.654,7.161
2019-10-01,13.846,13.681,12.871,12.603,11.792,11.243,9.61,7.239,6.011,6.264,3.661,4.673,7.092
2019-10-02,13.624,13.47,12.872,12.678,11.937,11.435,9.764,7.35,6.302,6.194,3.784,4.632,6.995
2019-10-03,13.143,13.049,12.659,12.477,11.97,11.484,10.11,7.659,6.905,6.286,3.999,4.469,6.594
2019-10-04,12.812,12.786,12.656,12.465,12.028,11.787,10.805,8.382,8.048,6.654,4.331,4.311,6.055
2019-10-05,12.345,12.321,12.474,12.414,12.04,11.792,10.986,8.796,8.516,6.761,4.43,4.269,5.726
2019-10-06,12.107,12.085,12.259,12.254,12.057,11.847,10.955,9.051,8.795,6.756,4.531,4.234,5.469
2019-10-07,12.138,12.21,12.265,12.188,12.059,11.767,10.698,9.022,8.637,6.562,4.471,4.232,5.438
2019-10-08,12.24,12.312,12.264,12.192,11.595,10.922,9.664,8.374,7.231,6.076,4.246,4.525,5.886
2019-10-09,12.251,12.274,11.995,11.825,11.032,10.308,9.118,7.944,6.579,6.202,4.247,4.792,6.239
2019-10-10,12.189,12.282,11.988,11.897,11.271,10.657,9.476,8.143,6.959,6.624,4.341,4.903,6.389
2019-10-11,11.976,12.074,12.131,12.079,11.741,11.395,10.42,8.933,8.162,7.143,4.752,5.024,6.452
2019-10-12,11.879,11.916,11.915,11.993,11.883,12.079,11.635,10.811,10.546,8.057,6.162,5.281,6.453
2019-10-13,11.982,12.043,11.926,11.947,11.863,12.154,11.803,11.22,11.314,8.426,6.501,5.367,6.619
2019-10-14,12.063,12.118,12.008,11.978,11.94,12.186,11.51,10.871,10.853,8.206,5.833,5.329,6.949
2019-10-15,12.119,12.206,12.096,12.036,12.026,12.163,11.276,10.594,10.316,8.143,5.467,5.314,7.099
2019-10-16,12.232,12.3,12.225,12.099,12.134,12.045,10.953,10.194,9.526,7.878,5.138,5.355,7.305
2019-10-17,12.165,12.232,12.24,12.166,12.225,12.084,10.991,10.255,9.441,7.832,5.227,5.427,7.394
2019-10-18,12.076,12.213,12.232,12.193,12.282,12.163,10.972,10.159,9.433,7.976,5.25,5.479,7.442
2019-10-19,12.166,12.131,12.28,12.225,12.471,11.693,10.21,9.48,7.961,7.231,5.088,5.649,7.782
2019-10-20,12.018,12.061,12.202,12.181,12.48,11.271,9.808,9.048,7.185,7.013,5.066,5.741,7.873
2019-10-21,11.964,12.104,12.21,12.213,12.49,11.187,9.764,8.99,7.066,6.909,5.153,5.786,7.808
2019-10-22,11.983,12.156,12.271,12.265,12.614,11.288,9.886,9.035,7.188,6.873,5.263,5.785,7.597
2019-10-23,11.827,11.882,12.133,12.126,12.576,11.58,10.21,9.451,7.774,7.071,5.492,5.732,7.139
2019-10-24,11.836,11.77,12.056,12.021,12.389,11.83,10.337,9.612,8.314,7.35,5.629,5.693,6.76
2019-10-25,11.832,11.85,12.093,12.001,12.312,11.298,9.856,9.022,7.493,6.973,5.409,5.753,6.856
2019-10-26,11.776,11.914,12.048,11.971,12.048,10.739,9.428,8.555,6.825,6.78,5.309,5.899,7.037
2019-10-27,11.393,11.644,11.802,11.792,11.903,10.478,9.322,8.357,6.543,6.753,5.277,6,7.192
2019-10-28,11.149,11.35,11.657,11.674,11.94,10.601,9.482,8.412,6.625,6.715,5.285,5.963,7.107
2019-10-29,11.009,10.992,11.451,11.461,11.897,10.777,9.628,8.47,6.928,6.676,5.345,5.819,6.789
2019-10-30,10.962,10.892,11.36,11.321,11.833,10.831,9.675,8.368,7.201,6.668,5.363,5.657,6.482
2019-10-31,10.981,11.014,11.412,11.317,11.814,10.765,9.657,8.27,7.245,6.625,5.297,5.625,6.465
2019-11-01,11.196,11.436,11.639,11.419,11.83,10.502,9.224,8.008,6.706,6.434,5.242,5.818,6.764
2019-11-02,11.074,11.522,11.216,10.842,10.765,8.899,7.063,7.21,5.504,6.067,5.544,6.494,7.621
2019-11-03,10.746,11.3,10.706,10.133,10.248,8.538,6.612,6.829,5.389,6.116,5.716,6.72,7.885
2019-11-04,10.528,11.036,10.559,10.044,10.366,8.876,6.935,6.861,5.5,6.1,5.733,6.618,7.915
2019-11-05,10.431,10.891,10.567,10.141,10.529,9.022,7.233,6.91,5.609,6.123,5.712,6.532,7.894
2019-11-06,10.532,10.842,10.716,10.385,10.699,9.35,7.657,7.143,5.784,6.165,5.665,6.428,7.788
2019-11-07,10.28,10.578,10.484,10.371,10.42,9.163,7.545,7.08,5.807,6.21,5.684,6.481,7.926
2019-11-08,10.201,10.486,10.28,10.239,10.227,8.881,7.558,7.043,5.788,6.32,5.696,6.548,8.003
2019-11-09,9.584,9.844,9.897,10.001,10.061,8.796,7.797,7.118,5.881,6.258,5.655,6.46,7.834
2019-11-10,9.105,9.304,9.52,9.634,10.055,8.752,7.997,7.169,6.147,6.146,5.611,6.246,7.516
2019-11-11,9.068,9.247,9.416,9.38,9.971,8.736,7.985,7.161,6.366,6,5.585,5.937,7.1
2019-11-12,9.053,9.162,9.378,9.261,9.827,8.719,8.056,7.224,6.541,6.037,5.56,5.782,6.84
2019-11-13,9.063,9.141,9.388,9.224,9.601,8.716,8.098,7.074,6.579,6.012,5.479,5.791,6.894
2019-11-14,8.397,8.455,8.775,8.772,9.251,8.145,7.415,6.765,6.154,5.863,5.42,5.958,7.188
2019-11-15,8.231,8.304,8.566,8.64,9.12,7.931,7.357,6.572,6.033,5.562,5.289,5.85,7.119
2019-11-16,8.073,8.331,8.454,8.508,8.877,7.886,7.028,6.339,5.779,5.204,5.182,5.791,7.142
2019-11-17,7.396,7.75,7.927,7.984,8.409,7.484,6.6,6.14,5.47,4.968,5.06,5.677,7.064
2019-11-18,7.292,7.442,7.784,7.886,8.299,7.353,6.857,6.082,5.601,4.769,4.811,5.24,6.656
2019-11-19,7.671,7.203,7.511,7.75,7.798,7.668,7.63,7.363,6.816,5.37,5.248,4.459,5.845
2019-11-20,7.613,7.191,7.441,7.852,7.643,7.861,7.923,7.735,7.518,5.692,5.412,4.142,5.281
2019-11-21,7.565,6.988,7.414,7.77,7.631,7.702,7.974,7.882,7.704,5.945,5.531,4.092,4.957
2019-11-22,7.403,6.888,7.325,7.656,7.503,7.686,7.935,7.905,7.748,6.02,5.707,4.11,4.815
2019-11-23,7.254,6.982,7.252,7.554,7.393,7.757,7.763,7.634,7.527,5.822,5.061,4.04,4.96
2019-11-24,6.93,6.817,7.075,7.2,7.313,7.482,7.412,7.1,6.74,5.58,4.314,4.075,5.337
2019-11-25,7.023,6.904,7.173,7.323,7.362,7.514,7.331,7.001,6.634,5.56,4.336,4.112,5.413
2019-11-26,7,6.88,7.164,7.258,7.363,7.463,7.129,6.715,6.335,5.412,4.184,4.278,5.741
2019-11-27,7.022,7.052,7.362,7.305,7.582,7.359,6.954,6.509,5.984,5.356,4.101,4.372,6
2019-11-28,6.932,6.985,7.341,7.349,7.587,7.373,7.022,6.557,6.075,5.426,4.291,4.352,5.925
2019-11-29,6.686,6.552,6.877,7.17,7.174,7.234,7.221,7.132,6.869,5.959,5.332,4.38,5.405
2019-11-30,5.812,6.044,6.306,6.679,6.598,6.921,7.062,7.063,7.043,6.123,5.861,4.476,5.032
2019-12-01,5.584,5.907,6.089,6.173,6.191,6.708,6.806,6.742,6.887,5.969,5.531,4.292,4.643
2019-12-02,5.534,5.699,5.896,6.295,6.088,6.446,6.636,6.793,6.825,6.345,5.965,4.486,4.192
2019-12-03,6.014,5.412,5.881,6.275,6.194,6.126,6.415,6.43,6.497,6.475,6.325,5.302,4.247
2019-12-04,6.168,5.581,5.948,6.271,6.113,6.252,6.434,6.323,6.381,6.386,6.158,5.267,4.381
2019-12-05,5.867,5.755,5.869,6.098,6.004,6.171,6.303,6.246,6.283,5.952,6,4.919,4.407
2019-12-06,5.658,5.655,5.762,5.915,5.89,6.043,6.155,6.149,6.147,5.563,5.772,4.689,4.401
2019-12-07,5.382,5.317,5.536,5.617,5.709,5.845,5.913,5.909,5.971,5.1,5.461,4.458,4.57
2019-12-08,4.775,4.841,5.132,5.238,5.438,5.527,5.727,5.703,5.879,5.059,5.249,4.335,4.477
2019-12-09,4.664,4.683,5.044,5.051,5.381,5.386,5.615,5.598,5.798,5.076,5.126,4.267,4.377
2019-12-10,5.047,5.326,5.436,5.398,5.73,5.525,5.496,5.631,5.65,4.892,4.941,4.141,4.404
2019-12-11,5.381,5.864,5.926,5.675,6.015,5.824,5.257,5.528,5.284,4.428,4.537,4.013,4.938
2019-12-12,4.995,5.469,5.69,5.601,5.892,5.703,5.197,5.486,5.208,4.424,4.489,4.011,4.976
2019-12-13,4.468,4.989,5.278,5.263,5.6,5.456,5.244,5.404,5.231,4.588,4.568,4.063,4.773
2019-12-14,4.35,4.882,5.186,5.157,5.497,5.372,5.231,5.408,5.247,4.773,4.722,4.147,4.378
2019-12-15,4.582,5.011,5.285,5.146,5.48,5.319,5.144,5.411,5.306,4.952,4.843,4.25,4.106
2019-12-16,4.656,5.12,5.271,5.141,5.48,5.317,5.131,5.312,5.198,4.641,4.587,4.049,4.25
2019-12-17,4.33,4.589,4.901,4.838,5.338,5.075,4.849,5.121,4.908,4.29,4.3,3.995,4.73
2019-12-18,4.072,4.467,4.81,4.869,5.381,5.043,4.762,5.13,4.866,4.308,4.312,4.038,4.753
2019-12-19,3.714,3.966,4.571,4.702,5.209,4.88,4.78,5.1,4.859,4.449,4.334,4.088,4.312
2019-12-20,2.984,3.33,3.92,4.3,4.632,4.582,4.642,4.909,4.864,4.635,4.465,4.112,4.007
2019-12-21,2.76,3.195,3.626,3.988,4.166,4.27,4.502,4.773,4.896,4.788,4.525,4.158,3.86
2019-12-22,2.894,3.004,3.569,3.815,3.966,3.975,4.428,4.6,4.885,4.84,4.652,4.191,3.755
2019-12-23,2.968,3.224,3.518,3.688,3.838,3.878,4.417,4.499,4.832,4.827,4.65,4.148,3.681
2019-12-24,2.985,3.354,3.541,3.645,3.762,3.946,4.382,4.573,4.798,4.758,4.608,4.091,3.624
2019-12-25,2.778,3.131,3.389,3.422,3.526,3.952,4.245,4.512,4.752,4.631,4.554,4.002,3.579
2019-12-26,2.527,2.846,3.114,3.315,3.358,3.826,4.134,4.435,4.707,4.507,4.486,3.944,3.561
2019-12-27,2.188,2.482,2.788,3.25,3.11,3.577,4.015,4.329,4.644,4.402,4.432,3.923,3.558
2019-12-28,2.516,2.769,2.862,3.228,3.08,3.531,3.884,4.24,4.536,4.229,4.346,3.885,3.573
2019-12-29,2.506,2.892,2.972,3.089,3.03,3.513,3.76,4.167,4.405,4.053,4.218,3.798,3.571
