"Date","40 m","47 m","56 m","66 m","78 m","92 m","110 m","131 m","156 m"
1995-10-15,11.445,10.427,9.375,6.54,6.408,7.391,7.664,9.953,10.048
1995-10-16,11.416,10.426,9.299,6.495,6.326,7.355,7.704,10.063,9.859
1995-10-17,11.669,10.424,9.11,6.57,6.218,7.329,7.8,10.278,9.78
1995-10-18,11.974,10.784,8.987,6.43,6.031,7.187,7.865,10.356,9.979
1995-10-19,11.462,10.914,9.112,6.139,5.92,7.121,7.832,10.262,10.051
1995-10-20,11.221,10.894,9.111,6.101,5.887,7.118,7.836,10.237,10.086
1995-10-21,11.244,11.011,9.287,6.244,5.907,7.099,7.916,10.162,10.174
1995-10-22,11.462,11.09,9.375,6.388,6.009,7.142,8.031,10.093,10.223
1995-10-23,11.683,11.259,9.476,6.458,6.122,7.239,8.141,10.123,10.239
1995-10-24,11.935,11.321,9.415,6.575,6.196,7.293,8.227,10.168,10.204
1995-10-25,12.142,11.337,9.594,6.735,6.251,7.308,8.224,10.146,10.136
1995-10-26,12.188,11.379,9.458,6.773,6.25,7.286,8.215,10.138,10.044
1995-10-27,12.175,11.258,9.593,6.873,6.255,7.195,8.227,10.118,10.007
1995-10-28,12.093,11.182,9.615,6.969,6.282,7.114,8.198,10.055,10.018
1995-10-29,12.092,11.182,9.76,7.034,6.324,7.12,8.229,10.035,10.024
1995-10-30,12.05,11.051,9.544,6.978,6.349,7.202,8.455,10.069,9.966
1995-10-31,12.243,11.154,9.492,7.094,6.394,7.261,8.561,10.09,9.902
1995-11-01,12.551,11.286,9.574,7.189,6.427,7.254,8.469,10.023,9.927
1995-11-02,12.274,11.286,9.626,7.202,6.465,7.233,8.313,9.945,9.984
1995-11-03,12.011,11.271,9.782,7.256,6.561,7.206,8.253,9.905,10.049
1995-11-04,12.009,11.425,9.992,7.314,6.689,7.237,8.364,9.988,10.102
1995-11-05,12.047,11.294,9.862,7.382,6.767,7.329,8.609,10.152,10.089
1995-11-06,12.188,11.287,9.935,7.535,6.897,7.441,8.666,10.247,10.056
1995-11-07,12.412,11.523,10.149,7.653,7.017,7.52,8.482,10.238,10.038
1995-11-08,12.389,11.649,10.211,7.671,7.071,7.547,8.249,10.104,10.044
1995-11-09,12.298,11.583,10.059,7.616,7.012,7.526,8.223,9.993,10.011
1995-11-10,12.226,11.596,9.878,7.582,6.928,7.43,8.312,9.924,9.949
1995-11-11,11.947,11.563,9.693,7.5,6.862,7.312,8.227,9.764,9.883
1995-11-12,11.745,11.434,9.705,7.456,6.818,7.22,8.036,9.562,9.832
1995-11-13,11.805,11.373,9.721,7.44,6.782,7.129,7.893,9.402,9.812
1995-11-14,11.86,11.324,9.629,7.492,6.752,7.024,7.855,9.271,9.77
1995-11-15,11.8,11.327,9.647,7.533,6.766,6.958,7.77,9.09,9.799
1995-11-16,11.714,11.234,9.72,7.507,6.788,6.933,7.792,9.024,9.825
1995-11-17,11.645,11.048,9.513,7.571,6.769,6.874,7.914,8.919,9.675
1995-11-18,11.546,11.039,9.359,7.632,6.755,6.834,7.888,8.698,9.281
1995-11-19,11.502,11.018,9.293,7.655,6.79,6.822,7.741,8.455,8.947
1995-11-20,11.345,10.889,9.268,7.652,6.856,6.817,7.62,8.197,8.897
1995-11-21,11.031,10.856,9.344,7.634,6.909,6.822,7.536,7.995,9.125
1995-11-22,11.003,10.768,9.204,7.547,6.901,6.787,7.551,7.938,9.325
1995-11-23,11.008,10.637,9.051,7.542,6.872,6.762,7.66,7.928,9.217
1995-11-24,10.954,10.667,8.92,7.581,6.899,6.741,7.642,7.857,8.738
1995-11-25,10.887,10.544,8.885,7.658,7.004,6.763,7.566,7.713,8.367
1995-11-26,10.831,10.461,8.8,7.621,7.1,6.825,7.527,7.538,8.16
1995-11-27,10.681,10.348,8.673,7.573,7.127,6.883,7.534,7.502,8.082
1995-11-28,10.511,10.312,8.592,7.564,7.165,6.934,7.592,7.519,7.979
1995-11-29,10.519,10.134,8.287,7.467,7.21,6.981,7.63,7.519,7.879
1995-11-30,10.194,9.93,8.258,7.51,7.322,7.06,7.618,7.447,7.889
1995-12-01,9.928,9.737,8.315,7.473,7.402,7.152,7.594,7.354,8.151
1995-12-02,9.932,9.617,8.224,7.418,7.334,7.125,7.582,7.403,8.303
1995-12-03,9.66,9.365,7.954,7.46,7.266,7.075,7.598,7.433,8.245
1995-12-04,9.24,9.238,8.072,7.66,7.294,7.085,7.566,7.319,8.189
1995-12-05,9.237,9.11,7.992,7.658,7.297,7.078,7.543,7.296,8.085
1995-12-06,9.013,9.022,8.057,7.682,7.297,7.072,7.502,7.284,7.949
1995-12-07,8.839,8.94,7.944,7.625,7.317,7.098,7.49,7.269,7.934
1995-12-08,8.67,8.796,7.803,7.566,7.329,7.11,7.468,7.268,7.845
1995-12-09,8.061,8.612,7.747,7.539,7.367,7.149,7.447,7.239,7.834
1995-12-10,7.913,8.356,7.565,7.379,7.431,7.228,7.443,7.186,7.862
1995-12-11,8.068,8.221,7.367,7.304,7.423,7.252,7.441,7.248,7.929
1995-12-12,7.782,8.119,7.301,7.343,7.403,7.227,7.479,7.255,7.905
1995-12-13,7.333,7.987,7.247,7.353,7.403,7.227,7.497,7.237,7.939
1995-12-14,7.051,7.788,7.223,7.339,7.426,7.254,7.51,7.198,7.942
1995-12-15,6.956,7.699,7.128,7.241,7.442,7.308,7.49,7.206,7.936
1995-12-16,6.905,7.601,7.123,7.184,7.449,7.37,7.481,7.26,8.047
1995-12-17,6.756,7.46,7.175,7.223,7.426,7.399,7.516,7.298,8.249
1995-12-18,6.421,7.235,7.293,7.343,7.404,7.383,7.515,7.313,8.331
1995-12-19,5.93,7.086,7.395,7.442,7.401,7.399,7.506,7.242,8.366
1995-12-20,5.769,7.067,7.486,7.46,7.398,7.45,7.531,7.217,8.413
1995-12-21,5.91,6.932,7.499,7.505,7.416,7.466,7.575,7.367,8.533
1995-12-22,6.349,7.097,7.567,7.6,7.457,7.381,7.573,7.47,8.549
1995-12-23,6.174,6.937,7.517,7.659,7.481,7.302,7.566,7.381,8.433
1995-12-24,5.619,6.485,7.487,7.61,7.492,7.303,7.57,7.332,8.189
1995-12-25,5.577,6.346,7.416,7.532,7.501,7.32,7.562,7.322,8.015
1995-12-26,5.492,6.314,7.278,7.484,7.532,7.334,7.584,7.34,7.922
1995-12-27,5.451,6.266,7.148,7.434,7.552,7.343,7.633,7.39,7.881
1995-12-28,5.358,6.156,7.021,7.397,7.55,7.346,7.694,7.488,7.886
1995-12-29,5.206,6.023,6.88,7.372,7.556,7.373,7.723,7.566,7.915
1995-12-30,5.057,5.982,6.788,7.337,7.552,7.396,7.716,7.636,7.96
1995-12-31,4.896,5.877,6.714,7.328,7.554,7.42,7.703,7.704,8.024
1996-01-01,4.734,5.849,6.724,7.342,7.551,7.441,7.699,7.766,8.097
1996-01-02,4.511,5.62,6.788,7.361,7.544,7.467,7.702,7.827,8.196
1996-01-03,4.304,5.573,6.984,7.397,7.532,7.484,7.744,7.888,8.268
1996-01-04,4.137,5.476,7.117,7.426,7.52,7.497,7.749,7.927,8.331
1996-01-05,4.028,5.587,7.192,7.452,7.523,7.508,7.753,7.968,8.369
1996-01-06,3.857,5.254,7.188,7.486,7.541,7.486,7.758,8.003,8.342
1996-01-07,3.435,4.315,7.05,7.393,7.531,7.482,7.738,8.02,8.351
1996-01-08,3.199,4.364,7.097,7.272,7.512,7.495,7.747,8.008,8.361
1996-01-09,3.125,4.38,6.799,7.171,7.49,7.493,7.785,8.035,8.403
1996-01-10,3.27,4.772,6.571,7.137,7.487,7.446,7.846,8.113,8.442
1996-01-11,3.032,4.506,6.448,7.164,7.47,7.315,7.867,8.166,8.467
1996-01-12,2.854,4.221,6.466,7.119,7.441,7.222,7.9,8.209,8.483
1996-01-13,2.99,4.439,6.52,7.094,7.411,7.078,7.9,8.243,8.46
1996-01-14,3.224,4.691,6.722,7.199,7.392,6.971,7.93,8.371,8.349
1996-01-15,3.173,4.264,6.641,7.173,7.364,6.911,7.968,8.614,8.273
1996-01-16,2.95,3.602,6.443,7.082,7.326,6.847,7.999,8.788,8.368
1996-01-17,2.717,3.672,6.184,6.884,7.285,6.841,8.017,8.837,8.463
1996-01-18,2.779,3.891,6.058,6.809,7.273,6.885,8.043,8.92,8.547
1996-01-19,2.797,3.864,5.828,6.796,7.252,6.963,8.083,9.012,8.659
1996-01-20,3.015,3.901,5.734,6.794,7.226,6.909,8.095,9.059,8.722
1996-01-21,3.274,3.884,5.723,6.85,7.209,6.881,8.144,9.205,8.851
1996-01-22,3.157,3.448,5.543,6.8,7.146,6.8,8.133,9.225,8.905
1996-01-23,3.066,3.357,5.527,6.709,7.085,6.689,8.082,9.195,8.912
1996-01-24,3.117,3.527,5.528,6.657,7.039,6.626,8.052,9.212,8.935
1996-01-25,3.267,3.448,5.369,6.64,7.003,6.554,8.034,9.246,8.968
1996-01-26,3.464,3.551,5.508,6.679,6.97,6.486,8.068,9.339,9.01
1996-01-27,3.298,3.367,5.152,6.647,7.002,6.484,8.073,9.353,9.023
1996-01-28,3.164,3.352,4.919,6.581,6.98,6.456,8.005,9.335,9.083
1996-01-29,3.336,3.66,5.011,6.539,6.882,6.374,8.065,9.362,9.075
1996-01-30,3.233,3.466,4.825,6.452,6.839,6.448,8.118,9.256,8.973
1996-01-31,3.17,3.346,4.72,6.379,6.731,6.488,8.094,9.167,8.977
1996-02-01,3.102,3.365,4.633,6.245,6.531,6.445,8.055,9.024,8.934
1996-02-02,2.999,3.24,4.489,6.106,6.345,6.387,8.027,8.863,8.871
1996-02-03,2.95,3.116,4.355,5.984,6.157,6.279,7.959,8.709,8.816
1996-02-04,2.818,2.968,4.192,5.84,6.013,6.149,7.861,8.613,8.807
1996-02-05,2.648,2.808,3.983,5.689,5.881,6.007,7.761,8.587,8.813
1996-02-06,2.579,2.787,3.907,5.54,5.707,5.857,7.692,8.58,8.782
1996-02-07,2.497,2.641,3.985,5.469,5.537,5.733,7.639,8.491,8.724
1996-02-08,2.398,2.459,4.031,5.419,5.436,5.574,7.506,8.366,8.673
1996-02-09,2.402,2.503,4.016,5.353,5.327,5.446,7.344,8.214,8.573
1996-02-10,2.429,2.521,3.871,5.258,5.233,5.344,7.179,8.055,8.431
1996-02-11,2.434,2.502,3.836,5.198,5.169,5.287,7.092,7.908,8.265
1996-02-12,2.431,2.47,3.787,5.155,5.106,5.246,7.054,7.735,8.012
1996-02-13,2.441,2.471,3.747,5.097,5.086,5.21,7.032,7.56,7.812
1996-02-14,2.402,2.454,3.528,4.952,5.074,5.179,6.981,7.44,7.693
1996-02-15,2.356,2.456,3.548,4.89,5.058,5.216,6.988,7.463,7.682
1996-02-16,2.403,2.499,3.626,4.897,5.048,5.309,7.045,7.604,7.809
1996-02-17,2.46,2.483,3.448,4.863,5.017,5.313,7.043,7.699,7.947
1996-02-18,2.573,2.595,3.543,4.806,4.949,5.413,7.08,7.94,8.106
1996-02-19,2.477,2.596,3.704,4.855,4.928,5.408,7.104,8.229,8.379
1996-02-20,2.463,2.549,3.589,4.828,4.914,5.306,7.11,8.358,8.619
1996-02-21,2.577,2.625,3.403,4.681,4.857,5.278,7.126,8.421,8.707
1996-02-22,2.661,2.689,3.363,4.558,4.79,5.275,7.161,8.57,8.713
1996-02-23,2.718,2.695,3.231,4.502,4.751,5.222,7.195,8.655,8.708
1996-02-24,2.793,2.74,3.297,4.486,4.723,5.216,7.248,8.76,8.712
1996-02-25,2.81,2.786,3.335,4.47,4.728,5.245,7.311,8.897,8.721
1996-02-26,2.845,2.836,3.305,4.35,4.733,5.272,7.369,9.042,8.816
1996-02-27,2.914,2.905,3.266,4.15,4.7,5.302,7.415,9.147,8.917
1996-02-28,2.883,2.909,3.269,4.004,4.672,5.3,7.465,9.201,8.983
1996-02-29,2.846,2.894,3.23,3.945,4.673,5.294,7.537,9.191,9.017
1996-03-01,2.798,2.895,3.242,3.96,4.695,5.334,7.621,9.196,9.037
1996-03-02,2.689,2.847,3.221,3.864,4.697,5.348,7.666,9.151,9.073
1996-03-03,2.747,2.851,3.149,3.833,4.662,5.366,7.662,9.094,9.124
1996-03-04,2.799,2.839,3.204,4.04,4.63,5.452,7.736,9.171,9.118
1996-03-05,2.395,2.484,3.262,4.324,4.695,5.542,7.773,9.237,9.066
1996-03-06,2.258,2.402,3.158,4.3,4.746,5.538,7.793,9.117,9.09
1996-03-07,2.409,2.525,3.093,4.479,4.673,5.575,7.735,8.969,9.259
1996-03-08,2.478,2.588,2.995,4.702,4.616,5.568,7.64,9.031,9.397
1996-03-09,2.589,2.692,3.061,4.525,4.538,5.832,7.863,9.222,9.474
1996-03-10,2.337,2.693,3.292,4.271,4.49,6.079,8.07,9.118,9.38
1996-03-11,2.109,2.511,3.25,4.254,4.498,6.097,8.077,8.954,9.272
1996-03-12,2.174,2.443,3.256,4.476,4.509,6.044,7.999,8.848,9.212
1996-03-13,2.319,2.524,3.222,4.564,4.474,5.928,7.847,8.802,9.323
1996-03-14,2.314,2.509,3.082,4.502,4.473,5.783,7.665,8.816,9.428
1996-03-15,2.287,2.5,3.089,4.336,4.452,5.688,7.569,8.861,9.476
1996-03-16,2.267,2.501,3.163,4.179,4.442,5.604,7.546,8.88,9.475
1996-03-17,2.569,2.727,3.357,4.127,4.487,5.575,7.61,8.86,9.337
1996-03-18,2.615,2.756,3.394,4.146,4.537,5.506,7.629,8.796,9.042
1996-03-19,2.489,2.692,3.284,4.205,4.58,5.457,7.594,8.771,8.987
1996-03-20,2.397,2.67,3.318,4.341,4.62,5.43,7.556,8.75,9.046
1996-03-21,2.518,2.747,3.29,4.371,4.647,5.404,7.566,8.76,9.177
1996-03-22,2.694,2.843,3.287,4.287,4.697,5.424,7.702,8.809,9.272
1996-03-23,2.703,2.844,3.257,4.233,4.744,5.413,7.792,8.854,9.297
1996-03-24,2.715,2.86,3.247,4.194,4.773,5.373,7.821,8.885,9.324
1996-03-25,2.835,2.942,3.23,4.165,4.797,5.308,7.828,8.885,9.374
1996-03-26,2.847,2.952,3.223,4.112,4.776,5.179,7.751,8.824,9.484
1996-03-27,2.794,2.935,3.223,4.058,4.738,5.025,7.634,8.786,9.584
1996-03-28,2.775,2.99,3.261,4.154,4.747,4.893,7.569,8.725,9.549
1996-03-29,2.518,2.861,3.291,4.303,4.823,4.855,7.488,8.527,9.41
1996-03-30,2.238,2.711,3.214,4.185,4.85,4.892,7.216,8.207,9.527
1996-03-31,2.272,2.764,3.184,4.094,4.827,4.876,6.941,8.075,9.692
1996-04-01,2.286,2.76,3.182,4.099,4.837,4.857,6.886,8.242,9.809
1996-04-02,2.272,2.705,3.192,4.116,4.873,4.861,6.917,8.259,9.852
1996-04-03,2.271,2.659,3.132,4.088,4.894,4.884,6.882,8.139,9.838
1996-04-04,2.538,2.934,3.15,4.276,4.854,4.763,7.155,7.983,9.382
1996-04-05,2.754,3.083,3.27,4.614,4.935,4.859,7.441,7.495,8.532
1996-04-06,2.765,3.03,3.31,4.587,4.988,4.993,7.371,7.282,8.316
1996-04-07,2.732,3.016,3.313,4.461,4.949,5.005,7.248,7.297,8.492
1996-04-08,2.799,3.068,3.292,4.324,4.869,4.945,7.222,7.432,8.683
1996-04-09,2.869,3.075,3.207,4.176,4.739,4.848,7.137,7.588,8.903
1996-04-10,3.086,3.21,3.217,4.284,4.617,4.757,7.227,7.604,9.019
1996-04-11,3.15,3.262,3.281,4.36,4.545,4.686,7.15,7.365,8.824
1996-04-12,3.202,3.316,3.343,4.403,4.479,4.73,7.02,7.065,8.151
1996-04-13,3.2,3.357,3.404,4.441,4.533,4.784,6.918,6.978,7.65
1996-04-14,3.082,3.349,3.455,4.462,4.59,4.847,6.836,6.858,7.573
1996-04-15,3.147,3.378,3.431,4.457,4.602,4.923,6.775,6.796,7.761
1996-04-16,3.345,3.462,3.483,4.491,4.688,5.095,6.833,6.919,8.026
1996-04-17,3.41,3.493,3.528,4.543,4.685,5.142,6.877,7.062,8.224
1996-04-18,3.47,3.512,3.551,4.478,4.631,5.098,6.984,7.17,8.46
1996-04-19,3.533,3.538,3.569,4.483,4.632,4.997,7.016,7.12,8.527
1996-04-20,3.563,3.564,3.589,4.517,4.657,4.911,6.947,6.988,8.421
1996-04-21,3.574,3.588,3.618,4.531,4.671,4.853,6.833,6.894,8.297
1996-04-22,3.588,3.607,3.648,4.534,4.68,4.816,6.783,6.888,8.268
1996-04-23,3.612,3.625,3.657,4.539,4.72,4.816,6.793,6.896,8.253
1996-04-24,3.652,3.645,3.651,4.518,4.744,4.822,6.795,6.9,8.256
1996-04-25,3.74,3.683,3.663,4.528,4.76,4.798,6.803,6.906,8.212
1996-04-26,3.834,3.726,3.683,4.601,4.808,4.795,6.788,6.863,8.087
1996-04-27,3.977,3.808,3.688,4.592,4.832,4.839,6.708,6.793,7.96
1996-04-28,4.117,3.854,3.682,4.497,4.808,4.877,6.659,6.819,7.907
1996-04-29,4.204,3.851,3.693,4.484,4.821,4.918,6.682,6.941,7.901
1996-04-30,4.27,3.889,3.714,4.524,4.858,4.965,6.706,7.032,7.959
1996-05-01,4.312,3.922,3.735,4.509,4.865,5.011,6.7,7.092,8.093
1996-05-02,4.273,3.926,3.738,4.423,4.823,5.039,6.711,7.153,8.212
1996-05-03,4.164,3.867,3.715,4.453,4.805,5.058,6.772,7.218,8.328
1996-05-04,4.136,3.864,3.704,4.449,4.785,5.067,6.772,7.219,8.402
1996-05-05,4.167,3.888,3.709,4.469,4.765,5.091,6.735,7.184,8.446
1996-05-06,4.237,3.917,3.698,4.5,4.77,5.122,6.702,7.165,8.466
1996-05-07,4.335,3.954,3.675,4.506,4.772,5.159,6.663,7.152,8.477
1996-05-08,4.4,3.975,3.658,4.504,4.783,5.231,6.656,7.152,8.499
1996-05-09,4.478,4.025,3.662,4.588,4.876,5.34,6.697,7.175,8.479
1996-05-10,4.581,4.138,3.675,4.694,5.025,5.474,6.731,7.165,8.497
1996-05-11,4.568,4.122,3.681,4.731,5.134,5.6,6.806,7.214,8.523
1996-05-12,4.539,4.052,3.69,4.83,5.272,5.714,6.905,7.341,8.514
1996-05-13,4.472,4.01,3.688,4.934,5.431,5.867,7.002,7.413,8.546
1996-05-14,4.46,4.014,3.683,4.983,5.53,5.973,7.071,7.43,8.382
1996-05-15,4.615,4.161,3.682,5.039,5.643,6.068,7.08,7.384,8.263
1996-05-16,4.677,4.163,3.673,5.051,5.655,6.104,7.074,7.359,8.3
1996-05-17,4.557,4.06,3.661,4.946,5.606,6.098,7.086,7.434,8.344
1996-05-18,4.646,4.185,3.685,4.878,5.563,6.049,7.118,7.491,8.383
1996-05-19,4.781,4.268,3.691,4.841,5.54,6.039,7.169,7.555,8.481
1996-05-20,4.702,4.159,3.678,4.851,5.53,6.068,7.265,7.631,8.587
1996-05-21,4.6,4.077,3.699,4.835,5.458,6.049,7.336,7.739,8.668
1996-05-22,4.42,3.988,3.721,4.89,5.387,5.961,7.336,7.806,8.703
1996-05-23,4.35,4.066,3.777,4.971,5.404,5.872,7.249,7.775,8.695
1996-05-24,4.665,4.321,3.829,5.005,5.463,5.856,7.255,7.722,8.636
1996-05-25,4.916,4.5,3.893,5.011,5.473,5.892,7.316,7.755,8.367
1996-05-26,4.91,4.519,4.002,5.026,5.454,5.938,7.344,7.866,8.12
1996-05-27,4.868,4.587,4.05,5.084,5.425,5.947,7.327,7.931,7.995
1996-05-28,4.773,4.675,4.084,5.175,5.446,5.941,7.26,7.956,7.985
1996-05-29,4.743,4.692,4.141,5.223,5.477,5.93,7.172,7.941,8.045
1996-05-30,4.799,4.694,4.283,5.201,5.478,5.91,7.106,7.894,8.198
1996-05-31,4.839,4.583,4.279,5.079,5.418,5.915,7.195,7.933,8.345
1996-06-01,4.854,4.558,4.253,4.982,5.327,5.852,7.293,7.995,8.399
1996-06-02,5.015,4.695,4.271,4.951,5.266,5.783,7.32,8.023,8.373
1996-06-03,5.241,4.855,4.28,4.922,5.241,5.738,7.262,7.984,8.256
1996-06-04,5.217,5.014,4.316,4.885,5.225,5.71,7.177,7.909,8.177
1996-06-05,5.123,5.029,4.34,4.866,5.213,5.694,7.11,7.887,8.069
1996-06-06,5.08,5.072,4.376,4.845,5.196,5.692,7.085,7.89,7.983
1996-06-07,5.093,5.117,4.382,4.834,5.192,5.679,7.072,7.878,7.9
1996-06-08,5.094,5.173,4.414,4.833,5.174,5.648,7.016,7.819,7.92
1996-06-09,5.098,5.194,4.445,4.836,5.159,5.622,6.96,7.742,8.015
1996-06-10,5.154,5.187,4.515,4.844,5.138,5.595,6.913,7.689,8.161
1996-06-11,5.266,5.196,4.55,4.848,5.11,5.558,6.885,7.691,8.257
1996-06-12,5.372,5.19,4.567,4.854,5.095,5.52,6.906,7.736,8.291
1996-06-13,5.447,5.202,4.604,4.847,5.117,5.524,6.958,7.787,8.385
1996-06-14,5.497,5.173,4.619,4.852,5.117,5.52,6.978,7.829,8.437
1996-06-15,5.516,5.123,4.622,4.814,5.102,5.5,6.968,7.877,8.472
1996-06-16,5.541,5.065,4.582,4.777,5.101,5.459,6.947,7.916,8.468
1996-06-17,5.607,5.078,4.544,4.739,5.103,5.42,6.912,7.888,8.531
1996-06-18,5.718,5.119,4.501,4.714,5.118,5.405,6.903,7.821,8.634
1996-06-19,5.743,5.073,4.455,4.69,5.145,5.405,6.92,7.815,8.711
1996-06-20,5.794,5.086,4.458,4.687,5.185,5.432,6.955,7.869,8.67
1996-06-21,5.899,5.155,4.47,4.687,5.219,5.498,7.006,7.937,8.525
1996-06-22,5.893,5.213,4.499,4.704,5.23,5.583,7.026,7.933,8.486
1996-06-23,5.83,5.19,4.501,4.677,5.228,5.654,7.032,7.941,8.482
1996-06-24,5.817,5.155,4.478,4.621,5.211,5.715,7.047,7.974,8.511
1996-06-25,5.852,5.143,4.415,4.602,5.189,5.769,7.075,8.024,8.534
1996-06-26,5.911,5.157,4.396,4.633,5.186,5.829,7.117,8.126,8.515
1996-06-27,5.945,5.161,4.405,4.697,5.234,5.889,7.2,8.243,8.474
1996-06-28,6.114,5.288,4.447,4.698,5.256,5.953,7.274,8.259,8.494
1996-06-29,6.196,5.362,4.495,4.7,5.247,6.028,7.324,8.239,8.508
1996-06-30,6.082,5.332,4.525,4.721,5.234,6.069,7.358,8.26,8.509
1996-07-01,6.031,5.311,4.591,4.732,5.215,6.1,7.406,8.31,8.525
1996-07-02,6.04,5.284,4.594,4.731,5.209,6.131,7.518,8.343,8.514
1996-07-03,6.111,5.337,4.626,4.71,5.195,6.158,7.591,8.333,8.522
1996-07-04,6.096,5.295,4.634,4.693,5.202,6.203,7.633,8.307,8.579
1996-07-05,6.061,5.258,4.665,4.719,5.211,6.239,7.612,8.294,8.645
1996-07-06,6.009,5.207,4.631,4.674,5.241,6.293,7.599,8.29,8.703
1996-07-07,5.974,5.177,4.578,4.684,5.313,6.337,7.595,8.262,8.703
1996-07-08,6.083,5.235,4.562,4.68,5.382,6.357,7.568,8.214,8.692
1996-07-09,6.257,5.335,4.581,4.657,5.419,6.379,7.514,8.187,8.744
1996-07-10,6.245,5.314,4.578,4.647,5.441,6.413,7.455,8.165,8.761
1996-07-11,6.268,5.345,4.594,4.683,5.472,6.448,7.451,8.131,8.69
1996-07-12,6.445,5.535,4.628,4.705,5.487,6.451,7.455,8.09,8.545
1996-07-13,6.424,5.639,4.651,4.689,5.464,6.451,7.469,8.081,8.505
1996-07-14,6.271,5.681,4.691,4.691,5.422,6.431,7.477,8.101,8.535
1996-07-15,6.377,5.682,4.699,4.596,5.404,6.432,7.523,8.181,8.568
1996-07-16,6.528,5.842,4.807,4.564,5.336,6.361,7.552,8.251,8.63
1996-07-17,6.524,5.876,4.834,4.581,5.288,6.331,7.616,8.348,8.681
1996-07-18,6.52,5.859,4.827,4.522,5.257,6.299,7.671,8.477,8.754
1996-07-19,6.517,5.778,4.708,4.482,5.222,6.237,7.697,8.583,8.821
1996-07-20,6.56,5.747,4.608,4.474,5.181,6.204,7.673,8.656,8.915
1996-07-21,6.582,5.653,4.536,4.499,5.187,6.285,7.717,8.756,9.006
1996-07-22,6.791,5.754,4.495,4.551,5.226,6.36,7.733,8.854,9.044
1996-07-23,7.136,5.971,4.454,4.562,5.252,6.417,7.755,8.915,9.06
1996-07-24,7.223,6.061,4.455,4.541,5.246,6.446,7.783,8.942,9.088
1996-07-25,7.037,6.097,4.523,4.518,5.246,6.437,7.795,8.925,9.107
1996-07-26,6.879,6.054,4.563,4.502,5.266,6.419,7.803,8.891,9.132
1996-07-27,6.833,5.976,4.553,4.496,5.287,6.397,7.821,8.869,9.156
1996-07-28,6.818,5.891,4.495,4.515,5.325,6.41,7.85,8.879,9.175
1996-07-29,6.82,5.799,4.408,4.53,5.338,6.399,7.858,8.893,9.182
1996-07-30,6.783,5.723,4.355,4.528,5.337,6.388,7.831,8.877,9.198
1996-07-31,6.844,5.745,4.32,4.522,5.335,6.4,7.797,8.849,9.217
1996-08-01,6.924,5.782,4.313,4.518,5.324,6.402,7.787,8.835,9.253
1996-08-02,6.937,5.762,4.27,4.537,5.341,6.421,7.812,8.85,9.284
1996-08-03,7.015,5.798,4.234,4.605,5.383,6.453,7.849,8.916,9.3
1996-08-04,7.143,5.893,4.259,4.642,5.409,6.454,7.888,8.984,9.303
1996-08-05,7.2,5.936,4.306,4.66,5.415,6.451,7.908,9.038,9.279
1996-08-06,7.222,6.022,4.396,4.691,5.422,6.452,7.928,9.1,9.253
1996-08-07,7.217,6.08,4.473,4.708,5.423,6.429,7.95,9.145,9.253
1996-08-08,7.183,6.032,4.467,4.701,5.406,6.395,7.962,9.171,9.257
1996-08-09,7.167,6.017,4.457,4.688,5.372,6.34,7.951,9.192,9.257
1996-08-10,7.214,6.026,4.403,4.674,5.321,6.264,7.922,9.197,9.255
1996-08-11,7.214,5.999,4.334,4.658,5.271,6.196,7.88,9.166,9.281
1996-08-12,7.267,6.025,4.285,4.643,5.224,6.14,7.838,9.104,9.347
1996-08-13,7.278,5.984,4.216,4.632,5.187,6.104,7.815,9.048,9.457
1996-08-14,7.172,5.837,4.096,4.627,5.173,6.083,7.823,9.045,9.533
1996-08-15,7.109,5.758,4.007,4.656,5.194,6.073,7.846,9.096,9.545
1996-08-16,7.243,5.87,4.023,4.662,5.211,6.05,7.835,9.122,9.549
1996-08-17,7.366,5.917,4.04,4.649,5.215,6.045,7.8,9.113,9.548
1996-08-18,7.408,5.934,4.067,4.682,5.251,6.076,7.787,9.124,9.509
1996-08-19,7.662,6.167,4.159,4.732,5.297,6.082,7.785,9.138,9.437
1996-08-20,7.921,6.327,4.228,4.738,5.333,6.07,7.802,9.125,9.382
1996-08-21,7.921,6.443,4.377,4.718,5.318,6.05,7.783,9.069,9.387
1996-08-22,7.736,6.327,4.406,4.705,5.296,6.036,7.786,9.062,9.397
1996-08-23,7.637,6.239,4.427,4.723,5.27,6.001,7.812,9.078,9.407
1996-08-24,7.529,6.179,4.35,4.735,5.236,5.96,7.836,9.087,9.411
1996-08-25,7.498,6.167,4.251,4.75,5.185,5.907,7.835,9.092,9.406
1996-08-26,7.537,6.186,4.216,4.733,5.116,5.841,7.78,9.067,9.436
1996-08-27,7.598,6.225,4.188,4.763,5.051,5.782,7.716,9.044,9.457
1996-08-28,7.821,6.408,4.239,4.811,5.027,5.735,7.669,9.021,9.524
1996-08-29,8.069,6.522,4.253,4.815,5.026,5.718,7.655,9.019,9.58
1996-08-30,7.994,6.354,4.226,4.864,5.056,5.745,7.673,9.049,9.608
1996-08-31,8.072,6.44,4.313,4.944,5.104,5.738,7.671,9.047,9.593
1996-09-01,8.17,6.507,4.338,4.973,5.151,5.711,7.641,9.002,9.549
1996-09-02,8.288,6.588,4.413,4.973,5.167,5.672,7.589,8.947,9.486
