"Date","13 m","25 m","29 m","40 m"
1993-01-01,3.953,4.376,4.124,5.095
1993-01-02,3.516,4.236,4.013,4.866
1993-01-03,2.979,3.881,3.369,4.394
1993-01-04,3.07,3.659,3.01,4.119
1993-01-05,3.485,3.874,3.224,4.195
1993-01-06,3.813,4.226,3.61,4.352
1993-01-07,3.808,4.245,3.845,4.423
1993-01-08,3.787,4.194,3.926,4.406
1993-01-09,3.549,4.058,3.831,4.313
1993-01-10,3.184,3.711,3.178,3.908
1993-01-11,2.924,3.273,2.647,3.482
1993-01-12,2.676,3.01,2.562,3.289
1993-01-13,2.485,2.715,2.508,3.021
1993-01-14,2.307,2.577,2.158,2.474
1993-01-15,1.887,2.101,1.6,1.954
1993-01-16,1.659,1.915,1.577,1.946
1993-01-17,1.611,1.877,1.636,2.072
1993-01-18,1.506,1.809,1.573,2.071
1993-01-19,1.476,1.66,1.266,2.142
1993-01-20,1.179,1.407,0.973,1.996
1993-01-21,0.927,1.264,0.889,1.78
1993-01-22,0.828,1.32,0.868,1.664
1993-01-23,1.047,1.334,0.983,1.8
1993-01-24,1.345,1.402,1.151,1.969
1993-01-25,1.642,1.536,1.224,1.96
1993-01-26,1.631,1.74,1.297,2.111
1993-01-27,1.433,1.733,1.369,2.179
1993-01-28,1.314,1.642,1.382,2.07
1993-01-29,1.28,1.609,1.403,2.04
1993-01-30,1.387,1.556,1.264,2.112
1993-01-31,1.212,1.448,0.925,2.153
1993-02-01,0.761,1.236,0.725,1.855
1993-02-02,0.396,0.797,0.202,1.082
1993-02-03,-0.009,0.388,0.099,0.638
1993-02-04,0.03,0.365,0.145,0.638
1993-02-05,-0.088,0.259,0.073,0.538
1993-02-06,-0.159,0.114,-0.033,0.522
1993-02-07,-0.426,-0.058,-0.307,0.208
1993-02-08,-0.393,-0.065,-0.521,-0.065
1993-02-09,-0.581,-0.256,-0.609,0.094
1993-02-10,-0.725,-0.379,-0.635,-0.03
1993-02-11,-0.549,-0.367,-0.672,0.048
1993-02-12,-0.611,-0.375,-0.675,-0.033
1993-02-13,-0.533,-0.34,-0.691,-0.356
1993-02-14,-0.315,-0.254,-0.581,-0.202
1993-02-15,-0.301,-0.186,-0.406,0.162
1993-02-16,-0.275,-0.176,-0.319,0.183
1993-02-17,-0.195,-0.163,-0.283,0.076
1993-02-18,-0.091,-0.069,-0.195,0.337
1993-02-19,-0.142,0.018,-0.201,0.427
1993-02-20,-0.437,-0.138,-0.437,0.069
1993-02-21,-0.579,-0.218,-0.45,0.06
1993-02-22,-0.644,-0.266,-0.505,-0.012
1993-02-23,-0.554,-0.288,-0.549,-0.129
1993-02-24,-0.406,-0.266,-0.513,-0.129
1993-02-25,-0.364,-0.217,-0.415,0.043
1993-02-26,-0.406,-0.18,-0.368,0.078
1993-02-27,-0.475,-0.163,-0.366,0.035
1993-02-28,-0.599,-0.294,-0.572,-0.201
1993-03-01,-0.814,-0.693,-0.82,-0.628
1993-03-02,-0.788,-0.672,-0.761,-0.601
1993-03-03,-0.623,-0.573,-0.663,-0.56
1993-03-04,-0.438,-0.474,-0.545,-0.475
1993-03-05,-0.417,-0.468,-0.526,-0.504
1993-03-06,-0.605,-0.652,-0.713,-0.738
1993-03-07,-0.634,-0.766,-0.791,-0.874
1993-03-08,-0.531,-0.705,-0.735,-0.84
1993-03-09,-0.379,-0.628,-0.646,-0.79
1993-03-10,-0.302,-0.589,-0.584,-0.76
1993-03-11,-0.313,-0.579,-0.531,-0.716
1993-03-12,-0.369,-0.563,-0.522,-0.685
1993-03-13,-0.392,-0.541,-0.518,-0.653
1993-03-14,-0.341,-0.498,-0.445,-0.604
1993-03-15,-0.255,-0.332,-0.303,-0.307
1993-03-16,-0.256,-0.13,-0.267,-0.022
1993-03-17,0.162,0.084,-0.14,0.133
1993-03-18,0.357,0.371,0.165,0.276
1993-03-19,0.076,0.317,0.004,0.172
1993-03-20,0.023,0.184,-0.149,0.092
1993-03-21,0.059,0.076,-0.143,0.086
1993-03-22,0.107,-0.004,-0.127,0.054
1993-03-23,0.266,-0.019,-0.083,0.007
1993-03-24,0.365,-0.024,-0.05,-0.042
1993-03-25,0.391,-0.048,-0.037,-0.059
1993-03-26,0.443,-0.059,-0.012,-0.047
1993-03-27,0.545,-0.038,0.026,-0.035
1993-03-28,0.66,-0.015,0.068,-0.02
1993-03-29,0.833,0.019,0.118,-0.027
1993-03-30,1.216,0.132,0.278,-0.038
1993-03-31,1.364,0.438,0.763,0.163
1993-04-01,1.37,0.706,1.032,0.327
1993-04-02,1.232,0.72,0.929,0.256
1993-04-03,1.129,0.585,0.795,0.145
1993-04-04,1.056,0.475,0.807,0.214
1993-04-05,1.037,0.548,0.965,0.366
1993-04-06,1.162,0.646,1.036,0.418
1993-04-07,1.302,0.681,1.048,0.408
1993-04-08,1.417,0.666,0.994,0.338
1993-04-09,1.558,0.671,0.955,0.289
1993-04-10,1.85,0.741,1.006,0.291
1993-04-11,2.22,0.929,1.143,0.305
1993-04-12,2.297,1.091,1.282,0.341
1993-04-13,2.123,1.196,1.634,0.765
1993-04-14,1.956,1.51,1.883,1.061
1993-04-15,1.932,1.529,1.649,0.863
1993-04-16,1.918,1.372,1.576,0.788
1993-04-17,2.073,1.3,1.572,0.761
1993-04-18,2.303,1.267,1.475,0.611
1993-04-19,2.167,1.174,1.291,0.518
1993-04-20,2.186,1.125,1.247,0.496
1993-04-21,2.249,1.187,1.288,0.492
1993-04-22,2.382,1.4,1.438,0.557
1993-04-23,2.578,1.624,1.62,0.669
1993-04-24,2.476,1.615,1.762,0.729
1993-04-25,2.337,1.548,1.811,0.823
1993-04-26,2.646,1.732,2.024,0.989
1993-04-27,2.504,1.649,2.121,1.05
1993-04-28,2.84,1.957,2.327,1.384
1993-04-29,2.868,2.321,2.624,1.772
1993-04-30,2.923,2.46,2.765,1.943
1993-05-01,2.956,2.452,2.737,1.927
1993-05-02,3.01,2.364,2.648,1.798
1993-05-03,3.224,2.34,2.673,1.727
1993-05-04,3.452,2.364,2.739,1.576
1993-05-05,3.56,2.289,2.471,1.332
1993-05-06,3.603,2.23,2.323,1.201
1993-05-07,3.287,2.09,2.222,1.072
1993-05-08,3.473,2.163,2.27,1.124
1993-05-09,3.708,2.273,2.374,1.193
1993-05-10,4.113,2.444,2.511,1.321
1993-05-11,4.429,2.586,2.72,1.441
1993-05-12,4.583,2.712,2.799,1.486
1993-05-13,4.944,2.893,2.996,1.619
1993-05-14,5.094,2.965,3.06,1.739
1993-05-15,5.237,3.024,3.259,2.011
1993-05-16,5.354,3.196,3.638,2.232
1993-05-17,5.326,3.236,3.592,2.126
1993-05-18,5.151,3.196,3.366,2.038
1993-05-19,5.022,3.171,3.289,2.047
1993-05-20,5.075,3.192,3.293,2.092
1993-05-21,5.236,3.262,3.361,2.139
1993-05-22,5.245,3.306,3.383,2.12
1993-05-23,5.4,3.383,3.355,2.194
1993-05-24,5.69,3.495,3.566,2.341
1993-05-25,5.86,3.623,3.753,2.316
1993-05-26,5.855,3.615,3.637,2.207
1993-05-27,5.714,3.527,3.495,2.18
1993-05-28,5.53,3.467,3.418,2.201
1993-05-29,5.518,3.506,3.431,2.291
1993-05-30,5.411,3.492,3.473,2.307
1993-05-31,5.41,3.495,3.71,2.497
1993-06-01,5.614,3.837,4.256,2.666
1993-06-02,6.142,4.098,4.27,2.619
1993-06-03,6.257,3.9,3.882,2.451
1993-06-04,5.932,3.755,3.705,2.375
1993-06-05,5.866,3.742,3.691,2.436
1993-06-06,6.186,3.893,3.911,2.579
1993-06-07,6.674,4.142,4.166,2.699
1993-06-08,6.921,4.255,4.254,2.772
1993-06-09,7.089,4.384,4.389,2.847
1993-06-10,7.043,4.418,4.401,2.782
1993-06-11,7.146,4.439,4.378,2.783
1993-06-12,7.494,4.572,4.579,2.899
1993-06-13,7.883,4.796,5.014,2.969
1993-06-14,8.064,4.823,4.921,2.882
1993-06-15,7.976,4.597,4.648,2.838
1993-06-16,7.782,4.516,4.582,2.827
1993-06-17,7.357,4.366,4.451,2.683
1993-06-18,7.237,4.279,4.276,2.597
1993-06-19,7.023,4.133,4.149,2.496
1993-06-20,6.883,4.03,3.966,2.411
1993-06-21,7.165,4.1,3.99,2.385
1993-06-22,7.097,4.032,3.942,2.21
1993-06-23,6.385,3.746,3.656,1.952
1993-06-24,6.912,3.765,3.725,2.077
1993-06-25,7.044,3.849,4.379,2.288
1993-06-26,7.142,4.007,4.417,2.156
1993-06-27,7.221,3.715,3.99,1.959
1993-06-28,7.054,3.651,3.657,1.895
1993-06-29,6.518,3.448,3.481,1.839
1993-06-30,6.222,3.344,3.295,1.866
1993-07-01,6.4,3.341,3.209,1.963
1993-07-02,6.705,3.39,3.387,2.068
1993-07-03,7.04,3.491,3.649,2.128
1993-07-04,7.324,3.574,3.829,2.115
1993-07-05,7.477,3.606,3.754,2.16
1993-07-06,7.875,3.717,4.13,2.341
1993-07-07,8.344,4.046,4.553,2.389
1993-07-08,8.688,4.404,4.846,2.602
1993-07-09,8.95,4.755,5.249,3.022
1993-07-10,9.153,5.225,5.91,3.693
1993-07-11,9.274,5.813,6.659,4.458
1993-07-12,9.205,6.236,7.178,5.059
1993-07-13,9.216,6.713,7.64,5.468
1993-07-14,9.377,7.117,7.916,5.605
1993-07-15,9.649,7.438,8.126,5.682
1993-07-16,9.942,7.639,8.209,5.693
1993-07-17,10.292,7.767,8.295,5.62
1993-07-18,10.759,8.083,8.595,5.683
1993-07-19,11.432,8.544,8.804,5.608
1993-07-20,11.996,8.448,8.477,5.426
1993-07-21,12.283,8.143,8.232,5.442
1993-07-22,11.867,7.759,7.987,5.497
1993-07-23,11.39,7.618,7.994,5.566
1993-07-24,11.135,7.574,7.888,5.496
1993-07-25,11.225,7.58,7.83,5.43
1993-07-26,11.689,7.794,8.023,5.434
1993-07-27,12.263,8.108,8.173,5.292
1993-07-28,12.699,8.061,8.058,5.225
1993-07-29,12.652,7.832,7.89,5.247
1993-07-30,12.515,7.765,7.946,5.411
1993-07-31,12.231,7.726,8.043,5.347
1993-08-01,11.659,7.433,7.907,5.129
1993-08-02,11.62,7.294,7.933,5.031
1993-08-03,11.516,7.179,7.867,4.646
1993-08-04,11.08,6.782,7.266,3.993
1993-08-05,10.99,6.412,6.803,3.673
1993-08-06,10.978,6.154,6.477,3.483
1993-08-07,11.016,6.07,6.301,3.386
1993-08-08,11.423,6.328,6.537,3.491
1993-08-09,12.017,6.78,6.898,3.566
1993-08-10,12.61,7.14,7.156,3.719
1993-08-11,13.436,7.653,7.66,4.105
1993-08-12,14.395,8.347,8.531,4.783
1993-08-13,14.979,9.082,9.632,5.665
1993-08-14,15.417,9.978,10.932,6.727
1993-08-15,15.742,10.977,12.061,7.457
1993-08-16,15.97,11.66,12.632,7.861
1993-08-17,16.225,12.197,13.147,8.177
1993-08-18,16.496,12.606,13.515,8.429
1993-08-19,16.813,13.168,14.144,8.877
1993-08-20,17.221,13.695,14.505,8.897
1993-08-21,17.423,13.437,13.887,8.176
1993-08-22,17.549,12.972,13.469,7.645
1993-08-23,17.711,12.827,12.288,6.079
1993-08-24,17.696,10.408,9.954,4.751
1993-08-25,17.439,9.28,9.117,4.312
1993-08-26,16.09,8.269,7.519,3.525
1993-08-27,15.237,7.707,7.193,3.628
1993-08-28,15.225,7.644,7.292,3.637
1993-08-29,13.798,6.975,6.501,3.352
1993-08-30,13.312,6.668,6.066,3.47
1993-08-31,13.614,6.815,6.408,3.695
1993-09-01,13.858,6.949,6.701,3.785
1993-09-02,13.752,6.972,6.792,4.053
1993-09-03,14.826,7.621,7.736,4.497
1993-09-04,15.319,8.119,8.287,4.857
1993-09-05,14.778,8.135,8.484,5.496
1993-09-06,14.756,8.666,9.211,5.828
1993-09-07,14.892,9.229,9.552,5.738
1993-09-08,14.971,9.504,9.75,5.764
1993-09-09,15.167,9.934,10.271,6.179
1993-09-10,15.724,10.56,10.974,6.613
1993-09-11,15.952,10.143,10.67,6.695
1993-09-12,14.617,9.042,9.774,6.361
1993-09-13,13.823,8.487,9.196,5.819
1993-09-14,12.44,7.575,7.769,4.669
1993-09-15,9.563,6.243,6.837,4.484
1993-09-16,7.262,5.491,6.569,4.88
1993-09-17,7.794,5.696,6.428,4.981
1993-09-18,8.93,6.038,6.77,5.157
1993-09-19,9.791,6.327,6.832,5.274
1993-09-20,10.538,6.614,6.876,5.329
1993-09-21,11.265,7.076,7.085,5.372
1993-09-22,11.677,7.305,7.028,5.42
1993-09-23,12.033,7.432,7.043,5.357
1993-09-24,12.309,7.497,7.096,5.123
1993-09-25,12.164,7.275,7.123,5.138
1993-09-26,11.705,7.117,7.672,5.696
1993-09-27,11.427,7.503,8.494,6.72
1993-09-28,11.524,8.223,8.955,7.203
1993-09-29,10.185,7.982,8.601,6.662
1993-09-30,10.055,7.894,8.576,6.922
1993-10-01,10.41,8.173,8.881,7.396
1993-10-02,10.775,8.58,9.316,7.372
1993-10-03,11.059,8.951,9.208,6.677
1993-10-04,10.987,8.65,8.536,5.98
1993-10-05,10.359,7.839,7.798,5.313
1993-10-06,9.891,7.377,7.057,5.075
1993-10-07,9.774,7.284,7.233,5.415
1993-10-08,9.11,7.098,7.357,5.728
1993-10-09,8.792,7.207,7.298,5.999
1993-10-10,9.071,7.443,7.476,6.242
1993-10-11,9.32,7.711,7.64,6.481
1993-10-12,9.293,7.964,7.973,6.698
1993-10-13,9.348,8.121,8.103,6.736
1993-10-14,9.382,8.17,7.868,6.632
1993-10-15,9.384,8.137,8.081,6.963
1993-10-16,9.432,8.242,8.422,7.218
1993-10-17,9.491,8.441,8.776,7.487
1993-10-18,9.618,8.737,9.072,7.806
1993-10-19,9.64,8.88,9.032,7.872
1993-10-20,9.736,9.103,9.342,8.406
1993-10-21,9.823,9.386,9.617,8.611
1993-10-22,9.912,9.493,9.594,8.275
1993-10-23,9.583,8.973,8.869,7.442
1993-10-24,9.235,8.817,8.624,7.36
1993-10-25,9.159,8.634,8.578,7.111
1993-10-26,9.111,8.409,8.308,6.891
1993-10-27,9.1,8.57,8.558,6.998
1993-10-28,9.221,8.9,8.861,7.337
1993-10-29,9.259,8.956,8.992,7.678
1993-10-30,9.265,8.978,9.044,7.778
1993-10-31,9.351,9.025,9.015,7.708
1993-11-01,9.482,9.248,9.28,8.357
1993-11-02,9.59,9.481,9.435,8.58
1993-11-03,9.43,9.467,9.461,8.926
1993-11-04,9.445,9.46,9.426,8.714
1993-11-05,9.468,9.394,9.184,8.369
1993-11-06,9.625,9.441,9.223,8.024
1993-11-07,9.505,8.857,8.502,6.749
1993-11-08,9.252,8.781,8.174,6.638
1993-11-09,9.108,8.724,8.204,6.479
1993-11-10,9.133,8.619,7.938,6.003
1993-11-11,9.163,8.651,7.955,6.231
1993-11-12,9.085,8.676,8.19,6.304
1993-11-13,8.847,8.354,7.708,5.646
1993-11-14,8.701,8.348,7.798,5.991
1993-11-15,8.716,8.285,7.475,5.597
1993-11-16,8.745,8.284,7.459,5.917
1993-11-17,8.667,8.304,7.754,6.349
1993-11-18,8.611,8.295,7.798,6.233
1993-11-19,8.442,8.338,7.886,6.709
1993-11-20,8.472,8.474,8.122,6.966
1993-11-21,8.232,8.021,7.938,6.492
1993-11-22,7.711,7.088,7.74,6.169
1993-11-23,7.395,6.561,7.427,5.866
1993-11-24,7.336,6.706,7.356,6.097
1993-11-25,7.22,7.149,7.386,6.599
1993-11-26,6.934,7.334,7.141,6.977
1993-11-27,6.553,7.001,7.18,7.305
1993-11-28,6.679,7.171,7.327,7.665
1993-11-29,7.138,7.384,7.196,7.795
1993-11-30,7.238,7.423,7.111,7.876
1993-12-01,6.982,7.287,7.15,7.907
1993-12-02,6.96,7.356,7.106,7.631
1993-12-03,7.14,7.442,7.039,7.703
1993-12-04,7.367,7.588,7.04,7.78
1993-12-05,7.438,7.62,7.124,7.648
1993-12-06,7.499,7.667,7.225,7.594
1993-12-07,7.346,7.591,7.27,7.582
1993-12-08,7.32,7.543,7.311,7.675
1993-12-09,7.168,7.423,7.249,7.609
1993-12-10,7.013,7.299,7.122,7.426
1993-12-11,7.022,7.186,6.956,7.311
1993-12-12,7.176,7.158,6.832,7.103
1993-12-13,7.156,7.128,6.87,6.965
1993-12-14,7.04,7.009,6.791,6.831
1993-12-15,6.878,6.844,6.691,6.708
1993-12-16,6.621,6.67,6.529,6.567
1993-12-17,6.001,6.158,6.031,6.048
1993-12-18,5.699,5.885,5.819,5.898
1993-12-19,5.69,5.866,5.819,5.981
1993-12-20,5.717,5.913,5.831,6.181
1993-12-21,5.797,6.046,5.799,6.362
1993-12-22,5.934,6.035,5.785,6.304
1993-12-23,6.003,6.46,5.945,6.676
1993-12-24,5.799,6.396,6.153,6.854
1993-12-25,5.4,6.158,5.961,6.727
1993-12-26,5.337,6.048,5.807,6.573
1993-12-27,5.314,5.831,5.061,6.202
1993-12-28,5.033,5.821,4.97,6.157
1993-12-29,4.404,5.507,5.147,6.269
1993-12-30,4.059,5.397,4.951,6.101
1993-12-31,3.54,5.129,4.506,5.989
1994-01-01,4.083,5.233,4.532,6.133
1994-01-02,4.662,5.297,4.544,6.192
1994-01-03,4.535,5.147,4.817,6.271
1994-01-04,3.812,4.699,4.476,5.849
1994-01-05,3.666,4.379,4.032,5.094
1994-01-06,3.895,4.368,3.807,4.904
1994-01-07,3.897,4.443,3.167,4.76
1994-01-08,3.505,4.37,3.35,4.841
1994-01-09,3.42,3.997,3.212,4.609
1994-01-10,3.298,3.913,2.858,4.525
1994-01-11,2.949,3.873,2.898,4.417
1994-01-12,2.96,3.681,2.917,4.335
1994-01-13,3.079,3.528,3.054,4.297
1994-01-14,2.935,3.363,2.997,4.053
1994-01-15,2.7,3.161,2.81,3.577
1994-01-16,2.578,3.102,2.739,3.388
1994-01-17,2.479,2.686,2.329,3.148
1994-01-18,2.561,2.64,1.931,2.476
1994-01-19,2.164,2.299,2.066,2.38
1994-01-20,1.838,2.088,1.653,1.968
1994-01-21,1.899,2.068,1.404,1.798
1994-01-22,1.949,2.082,1.31,1.787
1994-01-23,1.731,2.012,1.165,1.579
1994-01-24,1.418,1.705,1.092,1.478
1994-01-25,1.444,1.658,1.099,1.524
1994-01-26,1.031,1.406,1.039,1.505
1994-01-27,0.464,1.102,0.502,0.999
1994-01-28,0.355,0.796,0.031,0.514
1994-01-29,0.712,0.891,0.199,0.514
1994-01-30,0.622,0.998,0.787,1.048
1994-01-31,0.503,0.98,0.762,1.115
1994-02-01,0.58,1.045,0.73,1.087
1994-02-02,0.459,0.992,0.7,1.167
1994-02-03,0.48,0.965,0.737,1.221
1994-02-04,0.407,0.823,0.67,1.216
1994-02-05,0.865,0.751,0.398,1.165
1994-02-06,1.247,1.061,0.47,1.181
1994-02-07,1.266,1.211,0.638,1.199
1994-02-08,1.143,1.217,0.739,1.232
1994-02-09,0.819,1.044,0.664,1.206
1994-02-10,0.516,0.919,0.336,0.831
1994-02-11,0.252,0.677,-0.028,0.361
1994-02-12,0.273,0.678,-0.067,0.158
1994-02-13,0.263,0.551,-0.24,-0.188
1994-02-14,0.268,0.315,-0.345,-0.116
1994-02-15,-0.171,0.021,-0.28,0.059
1994-02-16,-0.408,-0.108,-0.307,-0.065
1994-02-17,-0.379,-0.103,-0.327,-0.096
1994-02-18,-0.303,-0.096,-0.28,0.021
1994-02-19,-0.288,-0.107,-0.215,0.176
1994-02-20,-0.069,-0.048,-0.183,0.302
1994-02-21,0.313,0.241,-0.019,0.584
1994-02-22,0.606,0.527,0.221,0.792
1994-02-23,0.522,0.552,0.281,0.749
1994-02-24,0.256,0.435,0.153,0.537
1994-02-25,0.229,0.333,0.064,0.416
1994-02-26,0.439,0.625,0.143,0.923
1994-02-27,0.604,0.9,0.326,1.207
1994-02-28,0.817,1.034,0.289,1.446
1994-03-01,1.012,1.175,0.29,1.724
1994-03-02,0.9,1.229,0.432,1.956
1994-03-03,0.59,1.138,0.42,1.773
1994-03-04,0.566,0.921,0.294,1.328
1994-03-05,0.87,0.984,0.419,1.57
1994-03-06,1.014,1.145,0.61,1.756
1994-03-07,0.841,1.023,0.535,1.425
1994-03-08,1.009,1.002,0.548,1.488
1994-03-09,1.361,1.416,0.886,1.725
1994-03-10,1.584,1.776,1.137,1.893
1994-03-11,1.759,1.78,1.319,1.999
1994-03-12,1.494,1.713,1.266,1.869
1994-03-13,1.187,1.412,0.988,1.593
1994-03-14,1.233,1.294,0.969,1.589
1994-03-15,1.358,1.23,1.042,1.569
1994-03-16,1.46,1.224,1.11,1.439
1994-03-17,1.532,1.229,1.162,1.342
1994-03-18,1.622,1.227,1.184,1.258
1994-03-19,1.603,1.238,1.201,1.243
1994-03-20,1.576,1.24,1.238,1.242
1994-03-21,1.652,1.277,1.288,1.235
1994-03-22,1.773,1.314,1.361,1.214
1994-03-23,1.798,1.373,1.461,1.192
1994-03-24,1.754,1.365,1.456,1.128
1994-03-25,1.789,1.34,1.467,1.08
1994-03-26,1.872,1.325,1.426,0.984
1994-03-27,1.957,1.31,1.42,0.945
1994-03-28,2.012,1.288,1.391,0.863
1994-03-29,1.954,1.241,1.247,0.722
1994-03-30,1.989,1.239,1.259,0.735
1994-03-31,2.033,1.222,1.303,0.698
1994-04-01,1.677,1.015,1.224,0.583
1994-04-02,1.751,1.028,1.188,0.583
1994-04-03,1.947,1.184,1.311,0.642
1994-04-04,2.18,1.377,1.485,0.644
1994-04-05,2.285,1.469,1.404,0.621
1994-04-06,2.449,1.609,1.42,0.624
1994-04-07,2.652,1.765,1.526,0.64
1994-04-08,2.728,1.996,1.652,0.67
1994-04-09,2.805,2.298,1.858,0.868
1994-04-10,3.076,2.545,2.06,1.029
1994-04-11,3.595,3.19,2.626,1.568
1994-04-12,4.054,3.747,3.259,2.44
1994-04-13,4.261,3.866,3.539,2.843
1994-04-14,4.437,3.936,3.708,2.988
1994-04-15,4.699,4.038,3.89,3.117
1994-04-16,4.956,4.216,3.986,2.899
1994-04-17,5.181,4.309,4.072,2.629
1994-04-18,5.252,4.295,4.025,2.006
1994-04-19,5.386,4.335,3.834,1.747
1994-04-20,5.548,4.327,3.793,1.764
1994-04-21,5.567,4.342,3.791,1.594
1994-04-22,5.32,4.307,3.753,1.418
1994-04-23,5.395,4.404,3.698,1.469
1994-04-24,5.322,4.392,3.873,1.66
1994-04-25,5.345,4.374,3.908,1.834
1994-04-26,5.516,4.407,4.114,2.061
1994-04-27,5.641,4.448,4.185,1.897
1994-04-28,5.792,4.457,3.85,1.454
1994-04-29,5.868,4.398,3.547,1.337
1994-04-30,6.016,4.159,3.503,1.384
1994-05-01,6.158,4.02,3.413,1.378
1994-05-02,6.325,3.829,3.363,1.378
1994-05-03,6.321,3.618,3.11,1.289
1994-05-04,6.169,3.407,3.027,1.341
1994-05-05,6.076,3.293,3.013,1.324
1994-05-06,6.055,3.154,3.03,1.31
1994-05-07,5.992,3.013,2.787,1.141
1994-05-08,5.945,2.895,2.783,1.264
1994-05-09,5.89,2.905,2.847,1.197
1994-05-10,5.151,2.58,2.572,0.87
1994-05-11,4.822,2.415,2.389,0.741
1994-05-12,4.947,2.4,2.37,0.768
1994-05-13,5.266,2.489,2.457,0.772
1994-05-14,4.743,2.314,2.246,0.631
1994-05-15,4.103,2.055,2.075,0.574
1994-05-16,4.59,2.166,2.282,0.769
1994-05-17,5.113,2.463,2.9,1.024
1994-05-18,5.58,3.607,4.202,1.858
1994-05-19,5.709,4.722,5.541,3.383
1994-05-20,5.61,5.218,5.296,3.838
1994-05-21,5.384,4.823,4.875,3.776
1994-05-22,5.219,4.529,4.669,3.703
1994-05-23,5.06,4.297,4.503,3.468
1994-05-24,5.063,4.14,4.361,3.355
1994-05-25,5.232,4.084,4.418,3.399
1994-05-26,5.278,4.078,4.404,3.344
1994-05-27,5.291,4.127,4.459,3.465
1994-05-28,5.283,4.199,4.502,3.383
1994-05-29,5.556,4.357,4.614,3.109
1994-05-30,5.532,4.266,4.39,2.38
1994-05-31,5.604,4.209,4.003,1.7
1994-06-01,5.581,3.913,3.637,1.143
1994-06-02,5.692,3.939,3.311,1.112
1994-06-03,5.868,3.977,3.403,1.378
1994-06-04,6.15,3.982,3.524,1.589
1994-06-05,6.558,4.128,3.719,1.698
1994-06-06,6.898,4.154,3.804,1.655
1994-06-07,6.917,3.916,3.67,1.514
1994-06-08,6.065,3.57,3.37,1.318
1994-06-09,6.152,3.363,3.193,1.475
1994-06-10,6.508,3.421,3.333,1.6
1994-06-11,6.794,3.527,3.32,1.671
1994-06-12,7.039,3.599,3.388,1.707
1994-06-13,7.325,3.632,3.481,1.718
1994-06-14,7.303,3.606,3.431,1.677
1994-06-15,6.765,3.465,3.291,1.667
1994-06-16,6.443,3.38,3.12,1.863
1994-06-17,6.358,3.416,3.303,2.092
1994-06-18,6.295,3.495,3.503,2.238
1994-06-19,6.219,3.578,3.618,2.353
1994-06-20,6.242,3.679,3.707,2.503
1994-06-21,6.279,3.76,3.94,2.63
1994-06-22,6.499,3.886,4.114,2.616
1994-06-23,6.063,3.815,3.993,2.496
1994-06-24,5.775,3.731,3.898,2.495
1994-06-25,5.714,3.7,3.786,2.553
1994-06-26,6.051,3.799,3.993,2.642
1994-06-27,6.199,3.851,4.157,2.6
1994-06-28,6.191,3.897,4.143,2.586
1994-06-29,6.514,3.966,4.296,2.507
1994-06-30,5.835,3.71,4.152,2.206
1994-07-01,5.41,3.504,3.968,1.97
1994-07-02,5.18,3.418,3.805,1.893
1994-07-03,5.361,3.429,3.708,1.904
1994-07-04,5.569,3.467,3.49,1.941
1994-07-05,5.948,3.561,3.441,2.029
1994-07-06,6.224,3.582,3.659,2.011
1994-07-07,6.15,3.615,3.64,1.97
1994-07-08,6.288,3.615,3.785,2.17
1994-07-09,6.345,3.608,4.119,2.416
1994-07-10,6.843,4.024,4.816,2.787
1994-07-11,7.573,4.604,5.437,3.175
1994-07-12,8.031,5.07,5.995,3.635
1994-07-13,8.318,5.485,6.386,3.845
1994-07-14,8.302,5.463,6.213,3.588
1994-07-15,8.48,5.523,6.194,3.785
1994-07-16,8.609,5.745,6.473,3.838
1994-07-17,8.618,5.77,6.369,3.686
1994-07-18,8.827,5.898,6.562,3.859
1994-07-19,9.382,6.138,6.826,3.953
1994-07-20,9.824,6.257,6.999,4.122
1994-07-21,10.1,6.479,7.18,4.333
1994-07-22,10.304,6.642,7.32,4.324
1994-07-23,9.723,6.121,6.859,3.599
1994-07-24,8.208,5.221,5.918,2.71
1994-07-25,7.932,4.929,5.276,2.514
1994-07-26,8.322,4.914,5.092,2.72
1994-07-27,8.693,5.09,5.226,2.737
1994-07-28,8.595,5.028,5.063,2.538
1994-07-29,8.44,4.812,4.926,2.421
1994-07-30,7.785,4.46,4.625,2.185
1994-07-31,7.857,4.431,4.329,2.236
1994-08-01,7.946,4.453,4.324,2.298
1994-08-02,7.908,4.463,4.313,2.307
1994-08-03,7.892,4.453,4.27,2.367
1994-08-04,7.852,4.42,4.446,2.488
1994-08-05,8.047,4.492,4.763,2.545
1994-08-06,8.014,4.45,4.75,2.57
1994-08-07,8.124,4.481,4.973,3.008
1994-08-08,8.961,5.178,5.994,3.566
1994-08-09,10.413,6.216,6.933,4.127
1994-08-10,11.47,6.927,7.526,4.634
1994-08-11,11.842,7.138,7.768,4.923
1994-08-12,11.82,7.237,7.874,5.006
1994-08-13,11.983,7.382,7.888,4.96
1994-08-14,11.967,7.277,7.738,4.577
1994-08-15,10.109,6.24,6.723,3.539
1994-08-16,8.305,5.195,5.943,2.988
1994-08-17,8.212,4.948,5.374,2.962
1994-08-18,8.46,4.896,5.174,3.002
1994-08-19,8.574,4.913,5.03,2.94
1994-08-20,8.781,5.009,4.888,2.942
1994-08-21,8.729,4.938,4.939,2.949
1994-08-22,8.263,4.729,4.959,2.866
