"Date","66 m","78 m","92 m","110 m","131 m","156 m","186 m","266 m","380 m"
2008-07-08,1.926,2.149,1.893,2.482,3.039,3.548,3.874,4.87,4.711
2008-07-09,1.913,2.154,1.909,2.5,3.043,3.551,3.873,4.871,4.703
2008-07-10,1.913,2.169,1.949,2.531,3.039,3.527,3.887,4.895,4.707
2008-07-11,1.908,2.162,1.993,2.558,3.038,3.508,3.902,4.927,4.716
2008-07-12,1.883,2.138,1.987,2.588,3.062,3.503,3.924,4.983,4.724
2008-07-13,1.858,2.115,1.965,2.615,3.084,3.488,3.952,5.017,4.728
2008-07-14,1.846,2.088,1.957,2.636,3.084,3.476,3.972,5.041,4.734
2008-07-15,1.844,2.076,2.007,2.656,3.059,3.467,3.993,5.062,4.743
2008-07-16,1.847,2.064,2.02,2.659,3.056,3.465,3.993,5.099,4.75
2008-07-17,1.844,2.065,1.991,2.657,3.071,3.457,3.952,5.123,4.754
2008-07-18,1.837,2.074,1.99,2.659,3.07,3.438,3.914,5.126,4.758
2008-07-19,1.836,2.08,2.007,2.66,3.059,3.418,3.869,5.124,4.759
2008-07-20,1.833,2.094,2.039,2.673,3.05,3.387,3.863,5.121,4.759
2008-07-21,1.822,2.107,2.061,2.675,3.043,3.351,3.844,5.106,4.762
2008-07-22,1.804,2.112,2.08,2.676,3.019,3.319,3.811,5.091,4.765
2008-07-23,1.771,2.084,2.089,2.665,2.995,3.295,3.784,5.098,4.772
2008-07-24,1.727,2.055,2.051,2.627,2.961,3.237,3.888,5.142,4.794
2008-07-25,1.669,1.994,1.992,2.566,2.922,3.184,3.954,5.194,4.824
2008-07-26,1.577,1.929,1.924,2.5,2.878,3.138,3.983,5.254,4.855
2008-07-27,1.493,1.876,1.852,2.428,2.832,3.093,4.019,5.316,4.885
2008-07-28,1.4,1.798,1.78,2.371,2.8,3.053,4.071,5.393,4.917
2008-07-29,1.307,1.731,1.717,2.326,2.782,3.014,4.115,5.469,4.946
2008-07-30,1.234,1.662,1.672,2.29,2.774,2.986,4.159,5.541,4.975
2008-07-31,1.208,1.621,1.667,2.29,2.79,2.992,4.193,5.585,4.994
2008-08-01,1.19,1.567,1.674,2.301,2.819,3.01,4.232,5.618,5.009
2008-08-02,1.242,1.582,1.674,2.3,2.862,3.044,4.337,5.638,5.015
2008-08-03,1.317,1.625,1.662,2.28,2.907,3.101,4.471,5.655,5.025
2008-08-04,1.381,1.694,1.645,2.264,2.971,3.201,4.639,5.671,5.032
2008-08-05,1.403,1.792,1.636,2.275,3.11,3.391,5.077,5.68,5.036
2008-08-06,1.354,1.762,1.641,2.301,3.183,3.541,5.374,5.701,5.049
2008-08-07,1.272,1.696,1.636,2.357,3.23,3.664,5.473,5.731,5.06
2008-08-08,1.135,1.584,1.628,2.391,3.271,3.732,5.455,5.756,5.077
2008-08-09,1.001,1.44,1.635,2.408,3.262,3.731,5.408,5.79,5.104
2008-08-10,0.922,1.357,1.645,2.437,3.292,3.722,5.392,5.812,5.128
2008-08-11,0.878,1.31,1.665,2.461,3.32,3.701,5.379,5.819,5.148
2008-08-12,0.859,1.302,1.708,2.487,3.322,3.683,5.373,5.818,5.165
2008-08-13,0.871,1.316,1.759,2.521,3.34,3.682,5.353,5.805,5.176
2008-08-14,0.924,1.379,1.796,2.555,3.39,3.703,5.328,5.784,5.178
2008-08-15,1.02,1.433,1.88,2.635,3.439,3.753,5.329,5.759,5.172
2008-08-16,1.088,1.557,1.948,2.707,3.527,3.804,5.279,5.737,5.158
2008-08-17,1.182,1.626,2.035,2.78,3.561,3.855,5.301,5.712,5.149
2008-08-18,1.239,1.683,2.05,2.789,3.587,3.884,5.293,5.7,5.139
2008-08-19,1.337,1.706,2.114,2.853,3.632,3.937,5.311,5.697,5.133
2008-08-20,1.362,1.756,2.129,2.871,3.664,3.969,5.29,5.681,5.116
2008-08-21,1.364,1.754,2.139,2.887,3.659,3.969,5.265,5.678,5.111
2008-08-22,1.367,1.736,2.153,2.912,3.652,3.962,5.235,5.667,5.112
2008-08-23,1.351,1.715,2.169,2.931,3.659,3.956,5.195,5.654,5.113
2008-08-24,1.319,1.709,2.114,2.891,3.643,3.946,5.145,5.632,5.124
2008-08-25,1.303,1.683,2.058,2.846,3.605,3.943,5.09,5.616,5.143
2008-08-26,1.282,1.645,2.007,2.815,3.58,3.941,5.037,5.612,5.164
2008-08-27,1.273,1.628,1.976,2.812,3.584,3.947,5.016,5.618,5.189
2008-08-28,1.302,1.647,1.984,2.862,3.629,3.982,5.048,5.634,5.194
2008-08-29,1.361,1.687,2.037,2.971,3.713,4.053,5.113,5.657,5.184
2008-08-30,1.406,1.773,2.133,3.016,3.772,4.162,5.199,5.658,5.195
2008-08-31,1.47,1.79,2.212,3.099,3.824,4.257,5.261,5.667,5.208
2008-09-01,1.539,1.828,2.246,3.175,3.849,4.304,5.287,5.674,5.21
2008-09-02,1.584,1.848,2.299,3.273,3.908,4.38,5.325,5.687,5.207
2008-09-03,1.625,1.891,2.334,3.338,3.948,4.415,5.347,5.692,5.216
2008-09-04,1.655,1.915,2.423,3.401,3.973,4.436,5.347,5.705,5.241
2008-09-05,1.646,1.927,2.529,3.456,4.025,4.492,5.33,5.7,5.278
2008-09-06,1.716,1.988,2.548,3.502,4.034,4.507,5.323,5.691,5.314
2008-09-07,1.726,2.019,2.6,3.517,4.023,4.525,5.309,5.663,5.358
2008-09-08,1.773,2.051,2.668,3.551,4.009,4.52,5.298,5.647,5.405
2008-09-09,1.788,2.08,2.756,3.574,4.02,4.549,5.278,5.635,5.439
2008-09-10,1.814,2.092,2.736,3.579,4.006,4.544,5.278,5.62,5.456
2008-09-11,1.864,2.185,2.702,3.527,3.969,4.517,5.289,5.58,5.489
2008-09-12,1.927,2.186,2.574,3.461,3.935,4.489,5.277,5.577,5.466
2008-09-13,1.918,2.206,2.462,3.357,3.901,4.447,5.255,5.545,5.479
2008-09-14,1.909,2.188,2.34,3.249,3.851,4.408,5.204,5.535,5.485
2008-09-15,1.871,2.156,2.234,3.147,3.814,4.371,5.158,5.54,5.487
2008-09-16,1.84,2.137,2.158,3.044,3.767,4.327,5.1,5.561,5.51
2008-09-17,1.841,2.14,2.061,2.988,3.742,4.307,5.05,5.619,5.533
2008-09-18,1.815,2.109,1.993,2.935,3.727,4.316,5.051,5.661,5.551
2008-09-19,1.819,2.119,1.941,2.899,3.704,4.308,5.027,5.73,5.59
2008-09-20,1.805,2.101,1.912,2.892,3.693,4.319,5.035,5.77,5.606
2008-09-21,1.779,2.069,1.89,2.85,3.69,4.319,5.051,5.822,5.648
2008-09-22,1.787,2.065,1.874,2.843,3.667,4.336,5.062,5.928,5.686
2008-09-23,1.779,2.041,1.852,2.839,3.683,4.35,5.113,5.993,5.708
2008-09-24,1.776,2.038,1.848,2.825,3.661,4.348,5.119,6.067,5.736
2008-09-25,1.773,2.029,1.857,2.836,3.665,4.362,5.135,6.12,5.738
2008-09-26,1.768,2.011,1.863,2.827,3.679,4.372,5.214,6.153,5.732
2008-09-27,1.759,2.001,1.869,2.806,3.661,4.362,5.241,6.214,5.745
2008-09-28,1.766,1.998,1.874,2.811,3.655,4.385,5.318,6.284,5.729
2008-09-29,1.773,1.994,1.874,2.807,3.663,4.404,5.465,6.314,5.701
2008-09-30,1.789,1.997,1.891,2.8,3.676,4.442,5.712,6.303,5.669
2008-10-01,1.776,1.997,1.918,2.8,3.725,4.487,5.964,6.266,5.643
2008-10-02,1.724,1.976,1.925,2.812,3.733,4.501,6.007,6.247,5.628
2008-10-03,1.71,1.971,1.919,2.835,3.702,4.478,5.915,6.213,5.596
2008-10-04,1.706,1.958,1.93,2.817,3.693,4.409,5.792,6.22,5.612
2008-10-05,1.713,1.945,1.971,2.809,3.699,4.271,5.497,6.288,5.653
2008-10-06,1.709,1.937,2.115,2.879,3.671,4.247,5.232,6.265,5.617
2008-10-07,1.694,1.918,2.209,2.89,3.663,4.226,5.157,6.253,5.604
2008-10-08,1.724,1.945,2.212,2.887,3.663,4.237,5.155,6.247,5.583
2008-10-09,1.743,1.974,2.163,2.856,3.643,4.221,5.155,6.242,5.57
2008-10-10,1.803,2.038,2.133,2.842,3.625,4.225,5.193,6.22,5.541
2008-10-11,1.815,2.03,2.082,2.801,3.611,4.206,5.273,6.213,5.554
2008-10-12,1.858,2.077,2.054,2.835,3.6,4.207,5.413,6.113,5.484
2008-10-13,1.885,2.105,2.04,2.832,3.629,4.215,5.779,6.015,5.441
2008-10-14,1.9,2.121,2.036,2.849,3.658,4.231,6.091,5.926,5.414
2008-10-15,1.918,2.142,2.076,2.845,3.709,4.281,6.49,5.878,5.384
2008-10-16,1.838,2.063,2.065,2.819,3.65,4.25,6.395,6.064,5.421
2008-10-17,1.851,2.093,2.012,2.847,3.637,4.291,6.381,6.077,5.376
2008-10-18,1.808,2.03,1.968,2.803,3.64,4.315,6.572,6.213,5.37
2008-10-19,1.774,2.023,1.943,2.792,3.578,4.27,6.323,6.267,5.352
2008-10-20,1.769,2.04,1.931,2.779,3.569,4.286,6.174,6.264,5.325
2008-10-21,1.759,2.022,1.895,2.726,3.536,4.259,5.99,6.248,5.317
2008-10-22,1.858,2.101,1.879,2.753,3.73,4.402,6.391,6.096,5.298
2008-10-23,2.052,2.274,1.818,2.774,3.962,4.489,6.824,5.866,5.237
2008-10-24,2.074,2.216,1.765,2.685,3.934,4.485,6.781,5.844,5.231
2008-10-25,1.965,2.116,1.736,2.629,3.689,4.272,6.584,5.814,5.255
2008-10-26,1.899,2.101,1.713,2.6,3.525,4.072,6.342,5.712,5.258
2008-10-27,1.871,2.095,1.694,2.567,3.412,3.918,6.02,5.626,5.259
2008-10-28,1.872,2.103,1.656,2.51,3.334,3.834,5.749,5.557,5.264
2008-10-29,1.905,2.119,1.632,2.464,3.271,3.784,5.598,5.511,5.261
2008-10-30,1.97,2.09,1.683,2.437,3.233,3.807,5.801,5.559,5.264
2008-10-31,1.88,1.97,1.76,2.453,3.248,3.785,5.717,5.698,5.273
2008-11-01,1.956,2.055,1.749,2.49,3.262,3.839,5.629,5.733,5.278
2008-11-02,1.894,1.976,1.838,2.503,3.285,3.739,5.344,5.778,5.313
2008-11-03,1.915,2.066,1.97,2.546,3.273,3.771,4.993,5.76,5.342
2008-11-04,1.925,2.099,1.968,2.525,3.216,3.715,4.762,5.734,5.369
2008-11-05,1.954,2.159,1.938,2.512,3.163,3.692,4.658,5.695,5.371
2008-11-06,2.07,2.224,1.835,2.456,3.181,3.647,4.734,5.638,5.388
2008-11-07,2.084,2.208,1.817,2.415,3.109,3.57,4.706,5.614,5.388
2008-11-08,2.175,2.286,1.786,2.388,3.101,3.54,4.839,5.562,5.378
2008-11-09,2.252,2.329,1.788,2.367,3.139,3.547,5.021,5.517,5.364
2008-11-10,2.266,2.323,1.805,2.369,3.223,3.607,5.203,5.483,5.34
2008-11-11,2.077,2.127,1.848,2.382,3.229,3.613,5.191,5.479,5.327
2008-11-12,2.033,2.148,1.87,2.407,3.226,3.637,5.149,5.493,5.32
2008-11-13,1.902,2.041,1.924,2.448,3.212,3.608,5.149,5.51,5.316
2008-11-14,1.909,2.131,1.976,2.497,3.22,3.617,5.19,5.514,5.304
2008-11-15,1.917,2.15,1.993,2.507,3.242,3.618,5.241,5.522,5.301
2008-11-16,2.03,2.228,1.985,2.501,3.281,3.662,5.339,5.518,5.298
2008-11-17,2.09,2.204,1.97,2.461,3.274,3.667,5.411,5.523,5.301
2008-11-18,2.054,2.115,1.998,2.448,3.169,3.558,5.393,5.547,5.309
2008-11-19,2.192,2.271,2.068,2.531,3.174,3.551,5.43,5.535,5.291
2008-11-20,2.383,2.458,2.088,2.564,3.337,3.716,5.619,5.503,5.28
2008-11-21,2.41,2.479,2.08,2.543,3.43,3.8,5.709,5.501,5.267
2008-11-22,2.303,2.392,2.127,2.567,3.322,3.694,5.681,5.524,5.249
2008-11-23,2.472,2.641,2.16,2.617,3.378,3.788,5.742,5.523,5.232
2008-11-24,2.648,2.765,2.253,2.597,3.373,3.812,5.774,5.542,5.226
2008-11-25,2.872,2.915,2.244,2.596,3.316,3.787,5.794,5.568,5.217
2008-11-26,2.986,2.956,2.199,2.589,3.293,3.776,5.823,5.559,5.204
2008-11-27,3.314,3.424,2.194,2.639,3.532,4.04,6.002,5.504,5.181
2008-11-28,3.442,3.458,2.3,2.684,3.909,4.606,6.169,5.457,5.166
2008-11-29,3.089,3.018,2.356,2.702,3.772,4.485,6.142,5.471,5.146
2008-11-30,2.906,2.923,2.372,2.724,3.664,4.382,6.108,5.461,5.132
2008-12-01,2.676,2.704,2.369,2.711,3.57,4.203,6.073,5.475,5.123
2008-12-02,2.822,2.901,2.327,2.762,3.657,4.336,6.145,5.452,5.113
2008-12-03,2.726,2.684,2.309,2.726,3.669,4.338,6.228,5.474,5.103
2008-12-04,2.726,2.841,2.28,2.781,3.675,4.358,6.216,5.473,5.093
2008-12-05,2.742,2.824,2.268,2.768,3.706,4.363,6.253,5.51,5.084
2008-12-06,2.731,2.86,2.259,2.791,3.749,4.398,6.279,5.54,5.077
2008-12-07,2.708,2.923,2.245,2.833,3.843,4.45,6.275,5.573,5.069
2008-12-08,2.827,3.098,2.243,2.883,4.042,4.618,6.239,5.577,5.061
2008-12-09,2.884,3.051,2.364,2.917,4.204,4.863,6.232,5.535,5.066
2008-12-10,2.507,2.778,2.387,2.996,4.103,4.703,6.204,5.553,5.073
2008-12-11,2.558,2.647,2.4,2.947,4.026,4.603,6.149,5.558,5.086
2008-12-12,2.628,2.813,2.399,3.086,4.156,4.719,6.041,5.542,5.095
2008-12-13,2.835,3.053,2.452,3.118,4.276,4.847,5.849,5.537,5.096
2008-12-14,2.757,2.895,2.542,3.135,4.244,4.908,5.782,5.515,5.113
2008-12-15,2.679,2.926,2.525,3.188,4.223,4.9,5.744,5.539,5.112
2008-12-16,2.665,2.873,2.512,3.154,4.165,4.875,5.697,5.534,5.115
2008-12-17,2.627,2.816,2.523,3.144,4.107,4.806,5.717,5.497,5.114
2008-12-18,2.64,2.891,2.539,3.23,4.154,4.801,5.665,5.524,5.109
2008-12-19,2.737,2.952,2.53,3.252,4.276,4.811,5.457,5.536,5.113
2008-12-20,2.729,2.925,2.556,3.252,4.243,4.787,5.468,5.536,5.112
2008-12-21,2.718,2.966,2.592,3.331,4.244,4.786,5.545,5.6,5.111
2008-12-22,2.788,3.022,2.565,3.312,4.307,4.737,5.488,5.64,5.118
2008-12-23,2.931,3.138,2.654,3.346,4.282,4.749,5.23,5.587,5.115
2008-12-24,2.754,2.898,2.729,3.394,4.322,4.722,5.314,5.462,5.096
2008-12-25,2.786,3.067,2.691,3.401,4.304,4.683,5.335,5.453,5.095
2008-12-26,2.844,3.016,2.671,3.353,4.205,4.636,5.225,5.306,5.07
2008-12-27,2.791,3.043,2.715,3.422,4.243,4.652,5.169,5.337,5.065
2008-12-28,2.89,3.048,2.678,3.39,4.25,4.658,5.09,5.468,5.082
2008-12-29,3.019,3.278,2.684,3.359,4.213,4.623,4.973,5.551,5.099
2008-12-30,3.021,3.158,2.775,3.35,4.196,4.575,4.737,5.532,5.085
2008-12-31,3.051,3.265,2.765,3.383,4.134,4.555,4.868,5.521,5.089
2009-01-01,3.096,3.251,2.746,3.395,4.154,4.533,4.741,5.519,5.098
2009-01-02,3.33,3.554,2.885,3.562,4.281,4.479,4.164,5.489,5.111
2009-01-03,3.321,3.409,3.202,3.651,4.087,4.267,3.589,5.455,5.108
2009-01-04,3.361,3.446,3.181,3.718,4.178,4.212,3.77,5.415,5.116
2009-01-05,3.342,3.456,3.092,3.737,4.13,4.211,3.848,5.479,5.114
2009-01-06,3.289,3.416,3.077,3.767,4.086,4.188,3.882,5.522,5.11
2009-01-07,3.238,3.399,3.079,3.783,4.1,4.184,4.032,5.565,5.1
2009-01-08,3.152,3.371,3.165,3.824,4.208,4.228,4.216,5.591,5.097
2009-01-09,3.183,3.42,3.094,3.766,4.196,4.261,4.499,5.597,5.09
2009-01-10,3.057,3.286,3.058,3.702,4.18,4.288,4.685,5.568,5.083
2009-01-11,3.068,3.247,3.019,3.642,4.174,4.272,4.85,5.56,5.088
2009-01-12,3.007,3.217,2.98,3.607,4.144,4.278,4.87,5.552,5.087
2009-01-13,3.004,3.206,2.92,3.574,4.15,4.273,4.939,5.557,5.098
2009-01-14,3.008,3.187,2.879,3.534,4.118,4.264,4.923,5.567,5.105
2009-01-15,2.993,3.113,2.867,3.477,4.126,4.283,4.958,5.569,5.103
2009-01-16,2.895,2.991,2.951,3.565,4.197,4.261,4.86,5.573,5.101
2009-01-17,2.914,3.043,2.984,3.613,4.207,4.254,4.781,5.596,5.1
2009-01-18,2.912,3.06,3.005,3.61,4.185,4.196,4.664,5.604,5.098
2009-01-19,2.882,3.096,3.095,3.694,4.209,4.222,4.656,5.646,5.098
2009-01-20,2.86,3.099,3.022,3.601,4.193,4.256,4.797,5.671,5.09
2009-01-21,2.83,3.068,3.004,3.567,4.167,4.247,4.888,5.686,5.088
2009-01-22,2.813,3.043,2.988,3.556,4.13,4.235,4.91,5.7,5.09
2009-01-23,2.793,3.009,2.975,3.522,4.092,4.212,4.91,5.717,5.096
2009-01-24,2.763,2.975,3.032,3.593,4.131,4.19,4.846,5.725,5.108
2009-01-25,2.742,2.981,3.03,3.608,4.165,4.243,4.849,5.734,5.109
2009-01-26,2.737,2.957,3.053,3.587,4.194,4.204,4.739,5.708,5.122
2009-01-27,2.717,2.951,3.152,3.642,4.222,4.232,4.672,5.685,5.122
2009-01-28,2.678,2.914,3.15,3.625,4.225,4.243,4.733,5.692,5.117
2009-01-29,2.597,2.808,3.158,3.63,4.235,4.28,4.854,5.699,5.113
2009-01-30,2.474,2.737,3.042,3.513,4.234,4.347,4.972,5.709,5.108
2009-01-31,2.429,2.816,3.016,3.536,4.205,4.339,5.026,5.715,5.113
2009-02-01,2.422,2.828,2.984,3.504,4.185,4.34,5.07,5.724,5.113
2009-02-02,2.356,2.74,2.959,3.487,4.183,4.364,5.117,5.74,5.119
2009-02-03,2.316,2.69,2.949,3.507,4.214,4.385,5.173,5.726,5.122
2009-02-04,2.321,2.724,2.924,3.502,4.207,4.385,5.186,5.708,5.113
2009-02-05,2.345,2.791,2.896,3.511,4.239,4.415,5.167,5.694,5.111
2009-02-06,2.34,2.726,2.916,3.592,4.235,4.404,5.189,5.645,5.115
2009-02-07,2.404,2.797,2.939,3.581,4.206,4.366,5.188,5.637,5.122
2009-02-08,2.347,2.66,2.997,3.618,4.222,4.396,5.214,5.577,5.128
2009-02-09,2.332,2.686,2.933,3.547,4.201,4.394,5.224,5.551,5.135
2009-02-10,2.362,2.724,2.93,3.544,4.16,4.325,5.163,5.551,5.145
2009-02-11,2.418,2.682,3.002,3.589,4.11,4.192,4.946,5.475,5.134
2009-02-12,2.412,2.58,3.072,3.593,4.043,4.096,4.764,5.376,5.128
2009-02-13,2.252,2.316,3.032,3.547,4.068,4.158,4.832,5.272,5.118
2009-02-14,2.147,2.368,2.985,3.445,4.059,4.176,4.88,5.205,5.121
2009-02-15,2.16,2.523,2.953,3.439,3.976,4.081,4.788,5.186,5.131
2009-02-16,2.088,2.326,2.899,3.453,3.97,4.08,4.739,5.18,5.114
2009-02-17,2.006,2.276,2.867,3.448,3.986,4.074,4.693,5.17,5.108
2009-02-18,1.997,2.318,2.83,3.425,3.991,4.054,4.62,5.15,5.115
2009-02-19,1.967,2.333,2.838,3.432,3.991,4.019,4.483,5.111,5.115
2009-02-20,1.904,2.24,2.881,3.478,4.007,4.058,4.509,5.09,5.101
2009-02-21,1.857,2.181,2.82,3.404,3.997,4.085,4.419,5.066,5.105
2009-02-22,1.843,2.236,2.826,3.411,3.959,4.067,4.413,5.051,5.123
2009-02-23,1.872,2.26,2.836,3.454,3.972,4.059,4.45,5.04,5.116
2009-02-24,1.746,2.072,2.866,3.471,3.978,4.099,4.482,5.026,5.099
2009-02-25,1.743,2.156,2.873,3.426,3.975,4.119,4.536,5.007,5.108
2009-02-26,1.785,2.116,2.855,3.46,3.964,4.098,4.497,4.995,5.111
2009-02-27,1.736,1.989,2.791,3.449,3.963,4.103,4.538,4.969,5.108
2009-02-28,1.711,1.959,2.736,3.41,3.963,4.089,4.58,4.922,5.111
2009-03-01,1.688,1.953,2.701,3.362,3.922,4.064,4.598,4.888,5.116
2009-03-02,1.611,1.903,2.711,3.389,3.926,4.066,4.632,4.857,5.109
2009-03-03,1.625,1.881,2.724,3.381,3.966,4.071,4.694,4.844,5.104
2009-03-04,1.638,1.924,2.74,3.377,3.972,4.069,4.708,4.845,5.106
2009-03-05,1.704,2.004,2.763,3.415,3.972,4.056,4.699,4.861,5.116
2009-03-06,1.737,2.01,2.716,3.421,3.966,4.053,4.699,4.879,5.127
2009-03-07,1.744,1.993,2.71,3.448,3.984,4.078,4.722,4.885,5.131
2009-03-08,1.757,2,2.702,3.42,3.998,4.129,4.743,4.899,5.146
2009-03-09,1.75,2.01,2.721,3.452,4,4.149,4.76,4.916,5.155
2009-03-10,1.781,1.995,2.703,3.448,4.008,4.157,4.775,4.925,5.161
2009-03-11,1.792,1.943,2.682,3.451,4.016,4.17,4.798,4.928,5.157
2009-03-12,1.829,2.022,2.693,3.424,4.002,4.18,4.805,4.94,5.155
2009-03-13,1.883,2.128,2.692,3.387,3.985,4.164,4.809,4.958,5.157
2009-03-14,1.999,2.275,2.713,3.411,4.031,4.13,4.738,4.978,5.157
2009-03-15,1.904,2.127,2.683,3.385,3.982,4.115,4.638,4.994,5.16
2009-03-16,1.798,2.017,2.649,3.348,3.93,4.039,4.575,5.003,5.163
2009-03-17,1.718,1.907,2.6,3.305,3.858,3.948,4.52,5,5.165
2009-03-18,1.622,1.805,2.535,3.252,3.79,3.89,4.482,4.973,5.164
2009-03-19,1.537,1.771,2.513,3.197,3.733,3.838,4.395,4.932,5.15
2009-03-20,1.518,1.843,2.524,3.168,3.708,3.806,4.303,4.917,5.135
2009-03-21,1.513,1.866,2.526,3.19,3.741,3.797,4.227,4.911,5.118
2009-03-22,1.529,1.879,2.532,3.212,3.804,3.803,4.148,4.85,5.102
2009-03-23,1.554,1.917,2.556,3.207,3.823,3.808,4.073,4.776,5.084
2009-03-24,1.461,1.778,2.542,3.21,3.8,3.808,4.042,4.788,5.063
2009-03-25,1.402,1.736,2.526,3.186,3.78,3.769,4.012,4.78,5.046
2009-03-26,1.354,1.682,2.548,3.189,3.751,3.744,4.003,4.759,5.039
2009-03-27,1.425,1.789,2.559,3.185,3.757,3.742,3.989,4.739,5.031
2009-03-28,1.44,1.819,2.578,3.181,3.767,3.757,3.97,4.737,5.028
2009-03-29,1.464,1.836,2.613,3.195,3.754,3.765,3.938,4.739,5.028
2009-03-30,1.464,1.817,2.639,3.214,3.745,3.773,3.933,4.744,5.028
2009-03-31,1.353,1.68,2.677,3.247,3.749,3.808,4.004,4.758,5.024
2009-04-01,1.275,1.57,2.615,3.216,3.752,3.816,4.17,4.762,5.018
2009-04-02,1.284,1.603,2.586,3.153,3.72,3.797,4.163,4.769,5.005
2009-04-03,1.352,1.71,2.571,3.115,3.704,3.776,4.097,4.791,4.991
2009-04-04,1.369,1.716,2.581,3.113,3.703,3.769,4.06,4.809,4.977
2009-04-05,1.269,1.613,2.561,3.13,3.699,3.786,4.12,4.821,4.963
2009-04-06,1.241,1.603,2.545,3.113,3.713,3.786,4.171,4.824,4.95
2009-04-07,1.185,1.534,2.521,3.112,3.715,3.801,4.259,4.831,4.934
2009-04-08,1.132,1.482,2.517,3.117,3.723,3.816,4.351,4.831,4.917
2009-04-09,1.107,1.554,2.537,3.092,3.714,3.838,4.456,4.829,4.898
2009-04-10,1.16,1.565,2.55,3.116,3.71,3.833,4.423,4.827,4.874
2009-04-11,1.146,1.566,2.521,3.126,3.71,3.842,4.447,4.825,4.851
2009-04-12,1.125,1.513,2.52,3.164,3.752,3.872,4.491,4.82,4.828
2009-04-13,1.059,1.433,2.506,3.185,3.801,3.933,4.602,4.817,4.804
2009-04-14,1.074,1.507,2.523,3.16,3.808,3.964,4.642,4.821,4.784
2009-04-15,1.091,1.517,2.514,3.17,3.796,3.978,4.642,4.827,4.765
2009-04-16,1.211,1.635,2.525,3.171,3.775,3.955,4.549,4.842,4.759
2009-04-17,1.214,1.579,2.598,3.204,3.769,3.986,4.504,4.857,4.753
2009-04-18,1.183,1.525,2.577,3.172,3.751,4.005,4.487,4.88,4.747
2009-04-19,1.133,1.455,2.529,3.136,3.74,4.025,4.493,4.895,4.741
2009-04-20,1.102,1.42,2.456,3.084,3.71,4.017,4.491,4.907,4.736
2009-04-21,1.099,1.43,2.402,3.031,3.652,3.989,4.415,4.911,4.729
2009-04-22,1.096,1.431,2.35,2.982,3.6,3.967,4.353,4.91,4.726
2009-04-23,1.08,1.428,2.289,2.916,3.542,3.935,4.332,4.901,4.728
2009-04-24,1.071,1.46,2.263,2.85,3.486,3.904,4.316,4.89,4.727
2009-04-25,1.149,1.562,2.198,2.796,3.457,3.852,4.277,4.879,4.726
2009-04-26,1.149,1.553,2.108,2.765,3.399,3.815,4.257,4.87,4.724
2009-04-27,1.212,1.606,2.034,2.723,3.359,3.773,4.219,4.849,4.723
2009-04-28,1.201,1.53,2,2.702,3.308,3.744,4.182,4.845,4.725
2009-04-29,1.212,1.563,1.932,2.626,3.235,3.67,4.155,4.847,4.731
2009-04-30,1.225,1.565,1.86,2.529,3.162,3.592,4.172,4.866,4.75
2009-05-01,1.198,1.494,1.729,2.444,3.039,3.52,4.149,4.91,4.772
2009-05-02,1.121,1.447,1.653,2.364,2.945,3.429,4.124,4.918,4.797
2009-05-03,1.068,1.471,1.638,2.303,2.859,3.372,4.136,4.967,4.824
2009-05-04,1.032,1.403,1.568,2.256,2.786,3.33,4.134,5.004,4.838
2009-05-05,1.003,1.41,1.483,2.196,2.733,3.297,4.167,4.988,4.855
2009-05-06,0.943,1.369,1.403,2.147,2.695,3.279,4.211,4.985,4.869
2009-05-07,0.925,1.321,1.395,2.144,2.688,3.283,4.202,4.997,4.871
2009-05-08,0.889,1.306,1.447,2.157,2.719,3.318,4.242,5.041,4.873
2009-05-09,0.858,1.257,1.448,2.174,2.736,3.366,4.311,5.105,4.87
2009-05-10,0.817,1.216,1.472,2.191,2.79,3.423,4.409,5.16,4.872
2009-05-11,0.84,1.151,1.491,2.227,2.892,3.505,4.452,5.213,4.868
2009-05-12,0.876,1.111,1.572,2.257,3.043,3.615,4.554,5.23,4.868
2009-05-13,0.935,1.16,1.561,2.271,3.063,3.692,4.58,5.229,4.865
2009-05-14,0.967,1.174,1.534,2.278,3.042,3.688,4.611,5.21,4.869
2009-05-15,0.996,1.201,1.519,2.278,3.035,3.687,4.61,5.168,4.868
2009-05-16,1.025,1.327,1.517,2.267,3.01,3.627,4.677,5.124,4.875
2009-05-17,1.046,1.366,1.466,2.284,2.98,3.582,4.726,5.115,4.872
2009-05-18,1.053,1.387,1.439,2.28,2.957,3.565,4.679,5.077,4.865
2009-05-19,1.05,1.404,1.427,2.276,2.929,3.529,4.692,5.041,4.867
2009-05-20,1.058,1.396,1.436,2.299,2.909,3.524,4.67,5.021,4.864
2009-05-21,1.063,1.414,1.443,2.291,2.895,3.514,4.661,4.987,4.865
2009-05-22,1.076,1.39,1.483,2.329,2.875,3.517,4.625,4.978,4.861
2009-05-23,1.094,1.404,1.606,2.366,2.891,3.518,4.579,4.967,4.863
2009-05-24,1.105,1.412,1.65,2.37,2.882,3.515,4.525,4.953,4.858
2009-05-25,1.116,1.42,1.706,2.381,2.893,3.523,4.489,4.94,4.856
2009-05-26,1.125,1.428,1.775,2.387,2.902,3.534,4.485,4.937,4.858
2009-05-27,1.135,1.446,1.787,2.36,2.89,3.535,4.52,4.929,4.859
