"Date","6 m","8 m","10 m","11 m","16 m","22 m"
1999-01-25,-0.953,-0.827,-0.822,-0.805,-0.234,0.281
1999-01-26,-0.915,-0.926,-0.861,-0.818,-0.299,0.426
1999-01-27,-0.974,-1.077,-0.986,-0.911,-0.296,0.796
1999-01-28,-0.987,-1.153,-1.075,-0.961,-0.306,0.994
1999-01-29,-1.036,-1.188,-1.114,-0.973,-0.084,1.329
1999-01-30,-1.051,-1.193,-1.114,-0.836,0.462,1.63
1999-01-31,-1.107,-1.22,-1.121,-0.718,0.763,1.888
1999-02-01,-1.085,-1.219,-1.104,-0.66,0.755,1.749
1999-02-02,-1.025,-1.178,-1.11,-0.784,0.365,1.165
1999-02-03,-1.091,-1.23,-1.127,-0.78,0.262,0.9
1999-02-04,-0.909,-1.23,-1.169,-0.791,0.18,0.957
1999-02-05,-0.934,-1.199,-1.022,-0.63,0.709,1.7
1999-02-06,-1.136,-1.247,-0.883,-0.49,1.044,2.078
1999-02-07,-1.182,-1.255,-0.843,-0.46,1.053,2.033
1999-02-08,-1.129,-1.241,-0.963,-0.534,0.718,1.33
1999-02-09,-1.112,-1.214,-0.913,-0.669,0.106,0.738
1999-02-10,-1.132,-1.221,-0.953,-0.709,-0.059,0.49
1999-02-11,-1.122,-1.224,-1.075,-0.815,-0.243,0.385
1999-02-12,-1.077,-1.184,-1.075,-0.874,-0.339,0.615
1999-02-13,-1.071,-1.229,-1.177,-0.959,-0.635,0.264
1999-02-14,-1.083,-1.236,-1.236,-1.035,-0.713,0.277
1999-02-15,-1.097,-1.217,-1.177,-0.966,-0.188,0.951
1999-02-16,-1.051,-1.145,-1.074,-0.857,0.13,1.29
1999-02-17,-1.01,-1.106,-0.953,-0.717,0.393,1.524
1999-02-18,-1.024,-1.136,-0.805,-0.51,0.835,1.955
1999-02-19,-1.087,-1.156,-0.809,-0.368,1.262,2.543
1999-02-20,-1.139,-1.16,-0.498,-0.102,1.656,2.819
1999-02-21,-1.225,-1.187,-0.065,0.192,1.976,3.037
1999-02-22,-1.207,-1.099,0.14,0.404,2.247,3.262
1999-02-23,-1.228,-1.08,0.079,0.466,2.283,3.426
1999-02-24,-1.2,-1.118,-0.215,0.399,2.214,3.124
1999-02-25,-1.157,-1.06,-0.266,0.222,1.753,2.912
1999-02-26,-1.198,-1.167,-0.395,0.151,1.897,2.957
1999-02-27,-1.205,-1.181,-0.384,0.241,2.23,3.528
1999-02-28,-1.251,-1.191,-0.451,0.185,2.291,3.648
1999-03-01,-1.229,-1.199,-0.533,0.122,1.99,3.185
1999-03-02,-1.078,-1.174,-0.69,-0.061,1.605,2.493
1999-03-03,-0.853,-0.965,-0.469,0.067,1.846,2.94
1999-03-04,-0.841,-0.737,-0.264,0.169,1.975,3.003
1999-03-05,-0.573,-0.521,-0.116,0.141,1.81,2.663
1999-03-06,-0.61,-0.469,-0.108,0.122,1.57,2.755
1999-03-07,-0.744,-0.546,0.054,0.3,1.823,2.745
1999-03-08,-0.828,-0.603,0.184,0.43,1.931,2.687
1999-03-09,-0.875,-0.604,0.485,0.652,2.004,2.701
1999-03-10,-0.811,-0.468,0.735,0.848,2.082,2.75
1999-03-11,-0.687,-0.346,0.859,0.918,2.131,2.769
1999-03-12,-0.572,-0.277,1.102,1.064,2.274,2.801
1999-03-13,-0.364,-0.161,1.131,1.243,2.458,2.862
1999-03-14,-0.215,-0.097,0.963,1.281,2.561,2.958
1999-03-15,-0.069,0.098,1.268,1.354,2.591,2.933
1999-03-16,-0.225,0.196,1.06,1.303,2.5,2.838
1999-03-17,0.018,0.437,0.974,1.232,2.299,2.956
1999-03-18,0.51,0.85,1.219,1.28,2.118,2.899
1999-03-19,0.77,1.193,1.588,1.503,2.262,2.873
1999-03-20,1.027,1.483,1.964,1.798,2.404,2.868
1999-03-21,1.254,1.735,2.125,2.047,2.531,2.873
1999-03-22,1.411,1.959,2.164,2.154,2.613,2.88
1999-03-23,0.92,2.06,2.218,2.062,2.613,2.83
1999-03-24,1.022,2.269,2.327,2.23,2.761,2.939
1999-03-25,1.279,2.487,2.528,2.386,2.893,3.016
1999-03-26,1.53,2.589,2.613,2.544,2.981,3.063
1999-03-27,2.02,2.773,2.786,2.781,3.138,3.165
1999-03-28,2.353,3.054,3.101,2.99,3.284,3.289
1999-03-29,2.521,3.071,3.18,2.973,3.284,3.237
1999-03-30,2.594,3.169,3.286,3.009,3.311,3.17
1999-03-31,2.991,3.488,3.298,3.337,3.415,3.216
1999-04-01,2.673,3.43,2.906,3.255,3.567,3.427
1999-04-02,2.379,3.325,3.01,3.284,3.596,3.582
1999-04-03,2.116,3.099,3.107,3.35,3.577,3.585
1999-04-04,2.177,3.153,3.296,3.432,3.651,3.607
1999-04-05,2.008,2.886,3.136,3.3,3.547,3.53
1999-04-06,2.015,2.821,3.133,3.272,3.564,3.621
1999-04-07,2.339,3.076,3.344,3.411,3.696,3.716
1999-04-08,2.561,3.265,3.412,3.496,3.752,3.736
1999-04-09,2.991,3.617,3.671,3.686,3.885,3.786
1999-04-10,3.351,3.904,3.929,3.858,3.987,3.82
1999-04-11,3.317,3.811,4.099,3.967,3.955,3.759
1999-04-12,3.368,3.87,4.113,4.078,4.038,3.837
1999-04-13,3.427,3.932,4.099,4.119,4.09,3.876
1999-04-14,3.411,3.944,4.149,4.177,4.138,3.91
1999-04-15,3.668,4.216,4.339,4.28,4.222,3.933
1999-04-16,3.867,4.468,4.555,4.369,4.226,3.827
1999-04-17,4.038,4.664,4.679,4.431,4.248,3.83
1999-04-18,3.985,4.559,4.675,4.462,4.272,3.876
1999-04-19,4.171,4.67,4.75,4.586,4.384,3.999
1999-04-20,4.389,4.905,4.972,4.718,4.477,4.103
1999-04-21,4.574,5.124,5.134,4.802,4.532,4.148
1999-04-22,4.703,5.247,5.221,4.843,4.543,4.148
1999-04-23,4.791,5.354,5.293,4.909,4.586,4.189
1999-04-24,4.823,5.315,5.325,4.98,4.602,4.205
1999-04-25,4.565,5.037,4.933,4.97,4.551,4.186
1999-04-26,4.496,5.043,4.855,4.976,4.745,4.362
1999-04-27,4.738,5.247,5.08,5.043,4.857,4.404
1999-04-28,4.613,5.042,5.121,5.011,4.666,4.276
1999-04-29,4.156,4.646,4.869,4.892,4.573,4.225
1999-04-30,3.938,4.623,4.865,4.844,4.609,4.225
1999-05-01,4.323,5.026,5.149,5.029,4.746,4.337
1999-05-02,4.7,5.372,5.44,5.197,4.854,4.382
1999-05-03,5.108,5.707,5.626,5.209,4.857,4.322
1999-05-04,5.407,5.94,5.793,5.254,4.782,4.258
1999-05-05,5.645,5.926,5.835,5.228,4.729,4.169
1999-05-06,5.803,5.937,5.832,5.215,4.7,4.078
1999-05-07,5.946,5.981,5.804,5.239,4.694,4.037
1999-05-08,5.971,6.076,5.767,5.284,4.727,4.06
1999-05-09,5.822,6.162,5.722,5.313,4.82,4.143
1999-05-10,5.758,6.29,5.775,5.331,4.946,4.252
1999-05-11,5.899,6.341,5.902,5.492,4.976,4.368
1999-05-12,5.895,6.26,5.994,5.82,5.2,4.55
1999-05-13,5.79,6.234,6.1,6.109,5.577,4.787
1999-05-14,5.769,6.265,6.299,6.211,5.705,5.055
1999-05-15,5.84,6.481,6.513,6.349,5.921,5.377
1999-05-16,6.007,6.634,6.762,6.455,6.157,5.635
1999-05-17,6.21,6.648,6.864,6.579,6.355,5.852
1999-05-18,6.509,6.907,6.891,6.661,6.52,6.046
1999-05-19,6.826,7.204,6.974,6.737,6.649,6.205
1999-05-20,7.039,7.43,7.025,6.724,6.709,6.295
1999-05-21,7.06,7.512,7.003,6.673,6.7,6.281
1999-05-22,7.217,7.323,7.049,6.629,6.671,6.26
1999-05-23,7.46,7.335,7.172,6.746,6.777,6.348
1999-05-24,7.68,7.524,7.369,6.924,6.924,6.466
1999-05-25,7.493,7.435,7.337,6.977,6.982,6.515
1999-05-26,7.242,7.61,7.348,7.065,7.043,6.529
1999-05-27,7.433,7.821,7.586,7.284,7.177,6.614
1999-05-28,7.723,8.116,7.835,7.467,7.302,6.721
1999-05-29,7.982,8.345,7.946,7.598,7.389,6.826
1999-05-30,8.09,8.513,8.04,7.704,7.507,6.971
1999-05-31,8.286,8.526,8.137,7.787,7.617,7.109
1999-06-01,8.516,8.713,8.201,7.846,7.724,7.219
1999-06-02,8.687,8.865,8.327,7.917,7.842,7.309
1999-06-03,8.866,9.06,8.618,8.052,8.002,7.445
1999-06-04,9.305,9.473,8.919,8.251,8.215,7.633
1999-06-05,9.831,9.941,9.372,8.615,8.48,7.881
1999-06-06,10.088,10.23,9.675,8.947,8.811,8.141
1999-06-07,10.416,10.451,9.921,9.203,9.161,8.351
1999-06-08,10.919,10.924,10.407,9.61,9.49,8.647
1999-06-09,11.261,11.039,10.768,9.749,9.725,9.055
1999-06-10,11.701,11.368,11.169,10.019,10.194,9.624
1999-06-11,11.993,12.041,11.663,10.413,10.635,10.147
1999-06-12,12.401,12.519,12.139,10.791,11.069,10.505
1999-06-13,13.043,13.194,12.536,11.201,11.434,10.641
1999-06-14,13.678,13.843,12.904,11.523,11.789,10.748
1999-06-15,14.249,14.305,13.392,11.758,12.192,10.926
1999-06-16,14.674,14.671,13.93,12.302,12.669,11.382
1999-06-17,15.078,15.086,14.471,12.669,12.904,11.815
1999-06-18,15.467,15.165,14.736,12.831,13.125,12.139
1999-06-19,16.026,15.461,15.036,13.289,13.395,12.118
1999-06-20,16.367,16.259,15.541,13.943,13.617,11.395
1999-06-21,16.417,16.523,15.986,14.308,13.801,10.627
1999-06-22,16.772,16.741,16.414,14.448,13.856,10.185
1999-06-23,17.136,17.079,16.729,14.512,13.581,9.652
1999-06-24,17.464,17.412,16.875,14.611,13.15,8.84
1999-06-25,17.803,17.75,17.014,14.661,12.797,8.398
1999-06-26,18.129,17.961,17.175,14.979,13.264,8.858
1999-06-27,18.352,18.209,17.52,15.615,14.063,9.857
1999-06-28,18.675,18.521,17.889,15.903,14.588,10.787
1999-06-29,18.866,18.609,18,16.105,15.28,11.758
1999-06-30,19.086,18.712,18.18,16.363,16.063,12.752
1999-07-01,19.277,18.989,18.558,16.942,16.653,13.648
1999-07-02,19.517,19.228,18.885,17.274,17.007,14.421
1999-07-03,19.598,19.323,18.949,18.025,18.357,15.568
1999-07-04,19.636,19.528,19.154,18.475,18.959,16.457
1999-07-05,19.683,19.72,19.399,18.672,18.932,16.908
1999-07-06,19.718,19.843,19.746,18.853,18.807,17.2
1999-07-07,19.847,19.843,19.793,18.613,18.773,17.38
1999-07-08,19.775,19.802,19.624,18.91,19.097,17.433
1999-07-09,19.602,19.792,19.548,19.374,19.499,17.251
1999-07-10,19.367,19.685,19.429,19.46,19.605,17.032
1999-07-11,19.266,19.515,19.39,19.188,19.481,16.586
1999-07-12,19.27,19.633,19.421,19.454,19.275,16.313
1999-07-13,19.354,19.705,19.545,19.488,19.03,15.763
1999-07-14,19.39,19.61,19.574,19.165,18.096,13.788
1999-07-15,19.52,19.726,19.647,19.182,16.84,11.349
1999-07-16,19.61,19.772,19.679,19.072,15.797,10.302
1999-07-17,19.757,19.925,19.751,19.31,16.312,10.603
1999-07-18,19.899,20.079,19.824,19.588,17.415,11.824
1999-07-19,20.158,20.289,20.004,19.56,17.482,12.694
1999-07-20,20.229,20.431,20.113,19.813,18.006,13.6
1999-07-21,20.074,20.426,20.05,20.102,18.297,14.231
1999-07-22,19.966,20.303,19.995,20.073,18.52,14.264
1999-07-23,19.9,20.103,19.912,19.876,19.028,14.363
1999-07-24,19.976,20.075,19.945,19.679,18.785,14.535
1999-07-25,20.14,20.176,20.02,19.432,18.304,14.627
1999-07-26,20.185,20.146,19.921,19.076,17.969,14.346
1999-07-27,20.19,20.17,19.828,18.826,17.591,14.032
1999-07-28,20.354,20.391,19.972,18.939,17.529,13.789
1999-07-29,20.578,20.633,20.199,19.126,17.322,13.101
1999-07-30,20.789,20.846,20.309,19.133,16.933,12.774
1999-07-31,20.967,20.987,20.374,19.08,16.775,12.751
1999-08-01,21.124,21.13,20.45,19.134,16.769,12.661
1999-08-02,21.146,21.149,20.546,19.618,17.319,13.252
1999-08-03,21.307,21.338,20.803,19.761,17.375,13.783
1999-08-04,21.378,21.445,21.045,19.964,17.641,14.147
1999-08-05,21.299,21.375,20.991,20.002,17.8,14.294
1999-08-06,21.219,21.22,20.867,19.579,17.328,13.881
1999-08-07,21.222,21.235,20.862,19.596,17.141,13.517
1999-08-08,20.958,21.051,20.618,19.794,17.107,13.328
1999-08-09,20.667,20.791,20.408,19.972,17.335,13.559
1999-08-10,19.967,20.225,19.9,20.129,18.196,14.137
1999-08-11,19.519,19.838,19.526,19.935,19.001,15.326
1999-08-12,19.488,19.814,19.463,19.703,19.08,16.182
1999-08-13,19.524,19.795,19.474,19.589,18.992,16.589
1999-08-14,19.681,19.872,19.559,19.534,18.967,16.692
1999-08-15,19.768,19.892,19.584,19.492,19.056,16.744
1999-08-16,19.868,19.954,19.643,19.393,18.572,16.402
1999-08-17,19.851,19.956,19.667,19.407,18.367,16.189
1999-08-18,19.788,19.906,19.569,19.478,18.4,16.217
1999-08-19,19.828,19.932,19.608,19.38,18.155,16.021
1999-08-20,19.745,19.894,19.734,19.281,17.814,15.62
1999-08-21,19.728,19.927,19.746,19.13,17.302,14.763
1999-08-22,19.607,19.805,19.548,18.602,16.157,13.34
1999-08-23,19.708,19.86,19.411,18.156,15.151,12.162
1999-08-24,19.761,19.973,19.478,18.116,15.027,11.883
1999-08-25,19.882,20.007,19.648,18.226,15.105,11.9
1999-08-26,20.024,20.142,19.853,18.462,15.468,12.227
1999-08-27,20.221,20.318,19.97,18.568,15.78,12.72
1999-08-28,20.439,20.458,19.964,18.529,15.996,13.034
1999-08-29,20.58,20.562,20.059,18.971,16.54,13.555
1999-08-30,20.489,20.552,20.009,19.305,16.802,14.032
1999-08-31,19.967,20.157,19.7,19.081,16.671,14.064
1999-09-01,19.756,19.972,19.711,19.022,16.662,13.796
1999-09-02,19.883,20.109,19.834,19.087,16.219,13.284
1999-09-03,20.06,20.287,19.797,19.051,15.857,12.946
1999-09-04,20.359,20.57,19.952,18.934,15.617,12.778
1999-09-05,20.599,20.736,20.084,18.604,15.227,12.267
1999-09-06,20.801,20.906,20.224,18.487,15.054,12.03
1999-09-07,21.021,21.097,20.312,18.425,14.995,12.052
1999-09-08,21.216,21.242,20.515,18.652,15.237,12.252
1999-09-09,21.366,21.371,20.666,18.815,15.509,12.57
1999-09-10,21.489,21.46,20.781,18.904,15.679,12.792
1999-09-11,21.447,21.442,20.862,18.956,15.846,13.054
1999-09-12,21.2,21.338,20.848,19.266,16.035,13.268
1999-09-13,21.259,21.403,20.883,19.367,16.29,13.624
1999-09-14,21.291,21.448,20.902,19.352,16.412,13.802
1999-09-15,21.234,21.413,20.778,19.156,16.235,13.79
1999-09-16,21.242,21.398,20.649,18.987,16.125,13.752
1999-09-17,21.131,21.275,20.366,18.746,15.941,13.608
1999-09-18,20.493,20.67,20.096,18.94,15.994,13.583
1999-09-19,19.829,19.881,19.483,18.879,16.129,13.821
1999-09-20,19.472,19.573,19.309,18.745,16.266,14.025
1999-09-21,19.126,19.279,18.952,18.565,16.096,14.075
1999-09-22,19.006,19.218,18.857,18.202,15.704,14.012
1999-09-23,19.06,19.265,18.805,17.872,15.584,14
1999-09-24,18.679,18.836,18.565,18.107,15.888,14.46
1999-09-25,18.599,18.74,18.479,18.343,16.622,14.857
1999-09-26,18.374,18.509,18.308,18.311,16.695,15.039
1999-09-27,18.049,18.17,18.179,18.064,16.578,15.159
1999-09-28,18.007,18.152,18.321,18.035,16.569,15.187
1999-09-29,18.029,18.19,18.462,18.025,16.493,15.217
1999-09-30,17.866,18.04,18.195,17.857,16.432,15.334
1999-10-01,17.643,17.892,17.867,17.766,16.442,15.459
1999-10-02,17.474,17.707,17.729,17.607,16.448,15.592
1999-10-03,17.334,17.52,17.558,17.511,16.558,15.752
1999-10-04,17.145,17.334,17.404,17.463,16.668,15.868
1999-10-05,16.842,17.016,17.294,17.346,16.615,15.865
1999-10-06,16.367,16.517,16.997,16.993,16.443,15.715
1999-10-07,15.712,15.897,16.345,16.612,16.354,15.743
1999-10-08,14.707,14.81,15.501,15.868,16.282,16.003
1999-10-09,14.17,14.235,15.073,15.346,15.879,15.948
1999-10-10,13.892,14.104,14.843,14.801,14.934,15.548
1999-10-11,13.792,14.018,14.658,14.593,14.68,15.317
1999-10-12,13.363,13.577,14.243,14.216,14.056,15.206
1999-10-13,12.82,13.002,13.846,13.756,13.662,15.044
1999-10-14,12.805,13.019,13.68,13.593,13.589,14.736
1999-10-15,12.399,12.695,13.269,13.2,13.115,14.019
1999-10-16,11.946,12.194,12.936,12.856,12.752,13.728
1999-10-17,12.1,12.426,12.964,12.849,12.845,13.939
1999-10-18,12.426,12.772,13.091,12.95,12.958,13.999
1999-10-19,11.828,12.03,12.552,12.619,13.055,14.062
1999-10-20,11.354,11.502,12.26,12.34,12.935,14.056
1999-10-21,11.259,11.39,12.166,12.25,12.798,13.807
1999-10-22,11.334,11.513,12.166,12.241,12.956,13.618
1999-10-23,11.271,11.237,11.802,12.191,12.984,13.333
1999-10-24,11.325,11.212,11.574,12.07,12.829,13.229
1999-10-25,10.946,11.009,11.358,11.686,12.464,13.145
1999-10-26,10.166,10.391,10.933,11.139,11.872,12.942
1999-10-27,10.105,10.334,10.828,10.839,11.253,12.553
1999-10-28,9.93,10.087,10.715,10.76,11.305,12.467
1999-10-29,9.698,9.83,10.488,10.686,11.482,12.348
1999-10-30,9.592,9.695,10.338,10.509,11.282,12.2
1999-10-31,9.639,9.647,10.302,10.48,11.329,12.12
1999-11-01,9.827,9.903,10.285,10.374,10.83,11.533
1999-11-02,9.903,9.966,10.295,10.333,10.658,11.619
1999-11-03,10.151,10.086,10.295,10.335,10.705,11.461
1999-11-04,10.498,10.233,10.324,10.332,10.696,11.295
1999-11-05,9.989,9.854,10.031,10.07,10.31,10.898
1999-11-06,9.688,9.708,9.915,9.909,10.141,10.957
1999-11-07,9.567,9.565,9.788,9.789,10.15,11.477
1999-11-08,9.132,9.022,9.387,9.433,9.985,11.817
1999-11-09,8.614,8.331,8.96,9.015,9.789,11.743
1999-11-10,8.478,8.109,8.883,8.925,9.657,11.411
1999-11-11,8.39,8.072,8.804,8.911,9.676,11.433
1999-11-12,7.769,7.377,8.238,8.525,9.481,11.385
1999-11-13,7.472,7.011,8.041,8.32,9.157,10.971
1999-11-14,7.59,7.078,7.945,8.331,9.202,10.511
1999-11-15,7.984,7.309,7.965,8.458,9.558,10.623
1999-11-16,8.046,7.401,7.965,8.521,9.816,11.113
1999-11-17,7.664,7.235,7.779,8.287,9.538,11.2
1999-11-18,6.844,6.717,7.457,7.638,8.499,10.384
1999-11-19,6.669,6.416,7.316,7.279,7.898,9.68
1999-11-20,6.829,6.564,7.304,7.274,7.766,9.235
1999-11-21,7.225,6.893,7.373,7.29,7.56,8.725
1999-11-22,7.44,7.107,7.449,7.351,7.769,9.175
1999-11-23,7.538,7.177,7.482,7.464,8.175,9.662
1999-11-24,7.568,7.235,7.487,7.53,8.365,9.846
1999-11-25,7.665,7.286,7.468,7.586,8.554,9.742
1999-11-26,7.757,7.388,7.529,7.643,8.657,9.838
1999-11-27,7.854,7.438,7.57,7.798,9.011,9.846
1999-11-28,8.053,7.541,7.577,7.747,8.826,9.533
1999-11-29,7.621,7.278,7.386,7.589,8.578,9.925
1999-11-30,7.255,7.045,7.333,7.586,8.803,10.025
1999-12-01,6.747,6.661,6.857,7.384,8.71,9.811
1999-12-02,6.5,6.682,6.814,7.33,8.338,9.23
1999-12-03,6.542,6.635,7.013,7.403,8.425,9.221
1999-12-04,6.475,6.45,6.889,7.289,8.435,9.349
1999-12-05,6.541,6.411,6.987,7.366,8.454,9.271
1999-12-06,6.666,6.49,6.86,7.356,8.3,8.981
1999-12-07,6.867,6.626,6.838,7.264,8.093,8.793
1999-12-08,6.938,6.695,6.907,7.283,8.229,8.996
1999-12-09,6.475,6.329,6.617,7,8.093,9.183
1999-12-10,6.097,5.989,6.449,6.872,8.141,9.123
1999-12-11,6.025,5.819,6.191,6.704,7.908,8.717
1999-12-12,5.969,5.685,6.05,6.577,7.798,8.622
1999-12-13,5.705,5.488,6.044,6.638,8.201,8.884
1999-12-14,5.642,5.456,6.13,6.697,8.291,8.921
1999-12-15,5.177,5.114,5.834,6.562,8.291,8.983
1999-12-16,4.892,4.906,5.858,6.59,8.392,8.986
1999-12-17,4.945,4.899,5.551,6.404,7.934,8.644
1999-12-18,4.621,4.666,5.217,5.586,6.714,7.687
1999-12-19,4.237,4.19,4.887,4.958,5.746,7
1999-12-20,4.008,3.834,4.709,4.729,5.642,7.245
1999-12-21,4.103,3.82,4.62,4.761,5.748,6.974
1999-12-22,4.111,3.872,4.525,4.636,5.359,6.544
1999-12-23,3.592,3.539,4.263,4.388,4.995,6.551
1999-12-24,3.243,3.175,3.986,4.044,4.501,5.922
1999-12-25,2.875,2.697,3.596,3.737,4.362,6.278
1999-12-26,2.549,2.38,3.306,3.452,4.141,6.157
1999-12-27,2.613,2.53,3.227,3.209,3.596,5.247
1999-12-28,2.257,2.386,2.975,2.968,3.133,4.512
1999-12-29,2.077,2.16,2.722,2.723,3.043,4.627
1999-12-30,1.885,1.847,2.416,2.451,2.816,4.552
1999-12-31,1.841,1.736,2.299,2.288,2.498,3.902
2000-01-01,1.773,1.507,2.162,2.159,2.688,4.51
2000-01-02,1.722,1.441,2.032,2.092,2.58,4.404
2000-01-03,1.913,1.639,2.108,2.108,2.513,4.239
2000-01-04,2.045,1.759,2.138,2.156,2.671,4.22
2000-01-05,2.229,1.911,2.168,2.195,2.695,3.774
2000-01-06,1.802,1.608,1.902,1.957,2.277,3.342
2000-01-07,1.535,1.313,1.689,1.817,2.341,3.528
2000-01-08,1.589,1.35,1.658,1.749,2.14,3.288
2000-01-09,1.444,1.215,1.572,1.623,1.988,3.104
2000-01-10,1.498,1.265,1.595,1.631,2.069,3.32
2000-01-11,1.726,1.365,1.611,1.774,2.608,3.508
2000-01-12,2.056,1.582,1.705,1.826,2.445,3.21
2000-01-13,1.637,1.416,1.583,1.669,2.036,2.755
2000-01-14,1.249,1.028,1.331,1.442,1.874,2.584
2000-01-15,0.61,0.251,0.882,0.955,1.508,2.033
2000-01-16,0.203,-0.338,0.549,0.614,1.252,1.681
2000-01-17,0.13,-0.469,0.333,0.585,1.332,2.135
2000-01-18,-0.002,-0.325,-0.009,0.263,1.248,2.164
2000-01-19,0.102,-0.296,0.067,0.246,1.253,1.805
2000-01-20,-0.05,-0.585,0.053,0.262,1.239,1.808
2000-01-21,-0.195,-0.718,-0.152,0.166,1.108,1.921
2000-01-22,-0.432,-0.895,-0.394,-0.053,0.913,1.847
2000-01-23,-1.053,-1.292,-0.728,-0.603,-0.058,0.62
2000-01-24,-1.029,-1.259,-0.863,-0.771,-0.215,0.759
2000-01-25,-0.996,-1.249,-0.903,-0.653,0.327,1.102
2000-01-26,-0.677,-1.226,-1.028,-0.581,0.491,0.928
2000-01-27,-0.371,-1.058,-0.935,-0.624,0.384,0.905
2000-01-28,-0.427,-0.976,-0.891,-0.651,0.298,1.222
2000-01-29,-0.716,-1.11,-0.977,-0.762,0.178,1.315
2000-01-30,-0.886,-1.196,-1.032,-0.763,0.33,1.392
2000-01-31,-0.785,-1.15,-0.987,-0.724,0.333,1.338
2000-02-01,-0.707,-1.085,-0.95,-0.785,-0.052,0.734
2000-02-02,-0.673,-0.97,-0.881,-0.841,-0.529,0.313
2000-02-03,-0.757,-1.03,-0.962,-0.906,-0.524,0.732
2000-02-04,-0.892,-1.181,-1.084,-0.993,-0.511,0.906
2000-02-05,-1.026,-1.285,-1.097,-0.986,-0.387,1.028
2000-02-06,-1.29,-1.447,-1.275,-1.146,-0.71,0.629
2000-02-07,-1.405,-1.509,-1.339,-1.337,-1.096,-0.281
2000-02-08,-1.418,-1.537,-1.416,-1.431,-1.375,-0.901
2000-02-09,-1.301,-1.523,-1.476,-1.483,-1.46,-1.101
2000-02-10,-1.189,-1.466,-1.497,-1.518,-1.514,-0.983
2000-02-11,-1.189,-1.443,-1.451,-1.422,-0.943,0.065
2000-02-12,-1.254,-1.452,-1.458,-1.272,-0.54,0.314
2000-02-13,-1.271,-1.449,-1.42,-1.276,-0.459,0.771
2000-02-14,-1.193,-1.393,-1.351,-1.159,-0.172,0.873
2000-02-15,-1.189,-1.395,-1.379,-1.082,-0.08,0.741
2000-02-16,-1.251,-1.423,-1.382,-1.098,-0.085,1.012
2000-02-17,-1.18,-1.358,-1.428,-1.17,-0.306,0.867
2000-02-18,-1.145,-1.378,-1.482,-1.425,-1.044,0.214
2000-02-19,-1.147,-1.382,-1.465,-1.449,-1.071,0.174
2000-02-20,-1.207,-1.381,-1.422,-1.313,-0.629,0.363
2000-02-21,-1.179,-1.37,-1.374,-1.193,-0.423,0.606
2000-02-22,-1.16,-1.395,-1.393,-1.241,-0.589,0.693
2000-02-23,-1.186,-1.392,-1.377,-1.218,-0.547,0.713
2000-02-24,-1.17,-1.376,-1.363,-1.258,-0.88,-0.048
2000-02-25,-1.132,-1.349,-1.348,-1.263,-0.729,0.216
2000-02-26,-1.108,-1.283,-1.296,-1.129,-0.285,0.602
2000-02-27,-1.068,-1.205,-1.229,-1.001,0.024,1.005
2000-02-28,-1.046,-1.208,-1.205,-0.952,0.123,1.171
2000-02-29,-1.015,-1.21,-1.183,-0.891,0.248,1.251
2000-03-01,-1.079,-1.255,-1.066,-0.712,0.51,1.357
2000-03-02,-1.129,-1.248,-0.833,-0.473,0.748,1.467
2000-03-03,-1.099,-1.208,-0.699,-0.331,0.897,1.556
2000-03-04,-1.097,-1.17,-0.518,-0.175,1.028,1.595
2000-03-05,-1.041,-1.113,-0.334,-0.013,1.179,1.642
2000-03-06,-0.987,-1.067,-0.312,0.046,1.272,1.696
2000-03-07,-1.019,-1.022,-0.287,0.055,1.308,1.743
2000-03-08,-1,-0.938,-0.317,0.071,1.315,1.77
2000-03-09,-0.896,-0.962,-0.301,0.121,1.417,1.836
2000-03-10,-1.144,-1.21,-0.688,-0.102,1.207,1.795
2000-03-11,-1.126,-1.162,-0.611,-0.042,1.304,1.884
2000-03-12,-1.123,-1.157,-0.598,0.059,1.361,1.96
2000-03-13,-0.956,-1.06,-0.731,-0.029,1.34,2.025
2000-03-14,-0.818,-0.839,-0.64,-0.03,1.364,2.17
2000-03-15,-0.859,-0.867,-0.61,-0.045,1.247,2.15
2000-03-16,-0.478,-0.55,-0.479,-0.221,0.911,1.908
2000-03-17,-0.198,-0.284,-0.292,-0.267,0.711,1.655
2000-03-18,-0.436,-0.462,-0.362,-0.198,0.9,1.875
2000-03-19,-0.826,-0.791,-0.425,-0.124,0.997,2.048
2000-03-20,-0.658,-0.606,-0.204,0.118,1.458,2.171
2000-03-21,-0.324,-0.305,0.138,0.415,1.769,2.252
2000-03-22,0.028,0.014,0.594,0.755,2.116,2.483
2000-03-23,0.419,0.373,0.861,1.003,2.361,2.678
2000-03-24,0.656,0.682,1.108,1.189,2.542,2.856
2000-03-25,0.963,0.976,1.491,1.491,2.662,2.98
2000-03-26,1.228,1.263,1.588,1.635,2.726,3.024
2000-03-27,1.375,1.459,1.56,1.591,2.735,3.052
2000-03-28,1.706,1.791,1.781,1.702,2.815,3.087
2000-03-29,1.442,1.978,1.947,1.659,2.808,3
2000-03-30,1.417,2.181,2.105,1.844,2.902,3.078
2000-03-31,1.731,2.434,2.347,2.104,3.021,3.163
2000-04-01,2.056,2.609,2.559,2.291,3.136,3.221
2000-04-02,2.592,2.947,2.779,2.63,3.248,3.295
2000-04-03,2.995,3.269,3.032,2.908,3.397,3.342
2000-04-04,3.181,3.432,3.205,3.003,3.49,3.405
