"Date","6 m","8 m","10 m","11 m","16 m","22 m"
1993-01-01,0.561,0.155,0.666,0.867,1.934,2.82
1993-01-02,0.207,-0.103,0.418,0.693,1.733,2.87
1993-01-03,-0.368,-0.82,-0.083,0.077,0.9,1.779
1993-01-04,-0.395,-0.966,-0.118,-0.061,0.708,1.38
1993-01-05,-0.256,-0.592,0.043,-0.02,0.322,1.042
1993-01-06,-0.029,-0.285,0.107,0.038,0.266,1.218
1993-01-07,0.15,-0.137,0.157,0.127,0.604,1.773
1993-01-08,0.221,-0.101,0.17,0.193,0.785,1.995
1993-01-09,0.021,-0.272,-0.013,0.179,1.017,2.28
1993-01-10,-0.503,-0.745,-0.381,0.056,1.367,2.506
1993-01-11,-0.721,-0.956,-0.454,0.05,1.444,2.455
1993-01-12,-0.813,-1.054,-0.583,-0.087,1.269,2.34
1993-01-13,-0.887,-1.115,-0.641,-0.161,1.173,2.309
1993-01-14,-0.992,-1.188,-0.841,-0.222,1.331,2.365
1993-01-15,-1.052,-1.192,-0.913,-0.191,1.641,2.656
1993-01-16,-1.08,-1.255,-0.95,-0.242,1.477,2.52
1993-01-17,-1.089,-1.286,-0.967,-0.307,1.291,2.38
1993-01-18,-1.207,-1.351,-1.033,-0.497,0.99,2.143
1993-01-19,-1.308,-1.425,-1.194,-1.05,-0.304,0.672
1993-01-20,-1.262,-1.462,-1.304,-1.255,-0.934,-0.479
1993-01-21,-1.253,-1.438,-1.331,-1.291,-1.028,-0.594
1993-01-22,-1.188,-1.414,-1.336,-1.275,-1.068,-0.543
1993-01-23,-1.147,-1.394,-1.359,-1.281,-1.067,-0.461
1993-01-24,-1.144,-1.382,-1.353,-1.279,-1.025,-0.284
1993-01-25,-1.146,-1.363,-1.362,-1.273,-0.994,-0.181
1993-01-26,-1.166,-1.4,-1.449,-1.367,-1.437,-0.909
1993-01-27,-1.168,-1.403,-1.451,-1.413,-1.342,-0.551
1993-01-28,-1.17,-1.384,-1.445,-1.353,-0.831,0.174
1993-01-29,-1.18,-1.381,-1.435,-1.343,-0.75,0.639
1993-01-30,-1.175,-1.367,-1.43,-1.375,-1.118,0.028
1993-01-31,-1.185,-1.373,-1.441,-1.412,-1.438,-0.797
1993-02-01,-1.23,-1.403,-1.464,-1.397,-1.036,-0.146
1993-02-02,-1.373,-1.449,-1.446,-1.118,-0.094,0.368
1993-02-03,-1.369,-1.438,-1.328,-0.891,0.352,0.689
1993-02-04,-1.367,-1.425,-1.245,-0.808,0.457,0.872
1993-02-05,-1.351,-1.455,-1.251,-0.827,0.389,0.901
1993-02-06,-1.3,-1.423,-1.319,-0.931,0.116,0.501
1993-02-07,-1.288,-1.397,-1.315,-1.025,-0.242,0.152
1993-02-08,-1.272,-1.403,-1.293,-1.043,-0.384,-0.1
1993-02-09,-1.25,-1.434,-1.39,-1.105,-0.582,-0.429
1993-02-10,-1.248,-1.408,-1.378,-1.147,-0.699,-0.417
1993-02-11,-1.235,-1.384,-1.363,-1.191,-0.857,-0.625
1993-02-12,-1.236,-1.381,-1.347,-1.209,-0.866,-0.527
1993-02-13,-1.259,-1.407,-1.367,-1.24,-0.872,-0.442
1993-02-14,-1.266,-1.427,-1.413,-1.269,-0.886,-0.342
1993-02-15,-1.263,-1.422,-1.417,-1.262,-0.771,-0.209
1993-02-16,-1.268,-1.417,-1.373,-1.231,-0.642,-0.121
1993-02-17,-1.286,-1.425,-1.376,-1.201,-0.582,-0.146
1993-02-18,-1.293,-1.439,-1.433,-1.244,-0.65,-0.228
1993-02-19,-1.31,-1.449,-1.412,-1.224,-0.594,-0.177
1993-02-20,-1.341,-1.442,-1.388,-1.156,-0.468,-0.036
1993-02-21,-1.311,-1.427,-1.423,-1.178,-0.492,-0.025
1993-02-22,-1.328,-1.459,-1.422,-1.202,-0.562,-0.111
1993-02-23,-1.323,-1.469,-1.398,-1.211,-0.583,-0.198
1993-02-24,-1.241,-1.396,-1.337,-1.193,-0.557,-0.149
1993-02-25,-1.262,-1.335,-1.295,-1.181,-0.579,-0.107
1993-02-26,-1.245,-1.328,-1.27,-1.162,-0.598,-0.106
1993-02-27,-1.222,-1.312,-1.262,-1.14,-0.616,-0.116
1993-02-28,-1.264,-1.351,-1.248,-1.117,-0.613,-0.171
1993-03-01,-1.293,-1.374,-1.236,-1.042,-0.475,-0.166
1993-03-02,-1.304,-1.371,-1.171,-0.98,-0.337,0.057
1993-03-03,-1.288,-1.364,-1.206,-0.972,-0.313,0.13
1993-03-04,-1.249,-1.338,-1.206,-0.976,-0.348,0.118
1993-03-05,-1.251,-1.318,-1.178,-0.96,-0.387,0.046
1993-03-06,-1.259,-1.328,-1.242,-0.877,-0.305,-0.141
1993-03-07,-1.232,-1.321,-1.211,-0.884,-0.271,-0.058
1993-03-08,-1.228,-1.319,-1.257,-1.013,-0.291,-0.094
1993-03-09,-1.137,-1.263,-1.221,-1.005,-0.349,-0.182
1993-03-10,-1.163,-1.241,-1.142,-0.964,-0.426,-0.184
1993-03-11,-1.132,-1.189,-1.093,-0.925,-0.434,-0.165
1993-03-12,-1.224,-1.276,-1.095,-0.951,-0.482,-0.169
1993-03-13,-1.243,-1.297,-1.158,-0.976,-0.516,-0.212
1993-03-14,-1.259,-1.326,-1.255,-1.034,-0.63,-0.323
1993-03-15,-1.328,-1.351,-1.341,-1.163,-0.85,-0.569
1993-03-16,-1.324,-1.346,-1.347,-1.208,-0.935,-0.62
1993-03-17,-1.31,-1.341,-1.344,-1.21,-0.901,-0.638
1993-03-18,-1.29,-1.337,-1.334,-1.189,-0.871,-0.622
1993-03-19,-1.299,-1.345,-1.326,-1.161,-0.749,-0.389
1993-03-20,-1.291,-1.345,-1.291,-1.1,-0.608,-0.253
1993-03-21,-1.284,-1.347,-1.254,-1.045,-0.521,-0.187
1993-03-22,-1.254,-1.324,-1.211,-1.007,-0.482,-0.157
1993-03-23,-1.167,-1.255,-1.135,-0.966,-0.453,-0.136
1993-03-24,-1.104,-1.202,-1.081,-0.929,-0.43,-0.127
1993-03-25,-1.075,-1.171,-1.053,-0.907,-0.426,-0.133
1993-03-26,-1.034,-1.129,-1.012,-0.879,-0.423,-0.135
1993-03-27,-0.959,-1.058,-0.944,-0.835,-0.405,-0.125
1993-03-28,-0.865,-0.969,-0.869,-0.785,-0.373,-0.1
1993-03-29,-0.802,-0.934,-0.809,-0.747,-0.351,-0.083
1993-03-30,-0.922,-1.031,-0.798,-0.731,-0.353,-0.091
1993-03-31,-0.816,-0.959,-0.659,-0.604,-0.251,-0.026
1993-04-01,-0.611,-0.723,-0.42,-0.411,-0.05,0.114
1993-04-02,-0.486,-0.586,-0.371,-0.357,0.034,0.164
1993-04-03,-0.349,-0.478,-0.342,-0.321,0.083,0.193
1993-04-04,-0.056,-0.198,-0.142,-0.153,0.191,0.297
1993-04-05,0.201,0.15,0.168,0.093,0.361,0.418
1993-04-06,0.604,0.533,0.519,0.345,0.57,0.541
1993-04-07,1.072,0.96,0.87,0.574,0.775,0.662
1993-04-08,1.443,1.269,1.15,0.771,0.968,0.803
1993-04-09,1.635,1.414,1.319,0.905,1.122,0.891
1993-04-10,1.798,1.539,1.398,0.994,1.268,1.01
1993-04-11,1.637,1.891,1.5,0.942,1.371,1.1
1993-04-12,1.198,2.111,1.64,0.983,1.422,1.13
1993-04-13,1.483,2.213,1.845,1.207,1.424,1.088
1993-04-14,1.902,2.063,2.052,1.589,1.362,1.053
1993-04-15,2.097,2.017,2.168,1.871,1.39,1.116
1993-04-16,2.377,2.311,2.367,2.052,1.563,1.283
1993-04-17,2.619,2.616,2.542,2.029,1.77,1.436
1993-04-18,2.438,3.028,2.806,2.09,2.027,1.714
1993-04-19,2.442,3.262,3.022,2.423,2.248,1.818
1993-04-20,3.076,3.672,3.314,2.825,2.532,1.951
1993-04-21,3.632,4.092,3.655,3.142,2.849,2.169
1993-04-22,3.825,4.341,3.874,3.248,3.056,2.312
1993-04-23,3.79,4.453,3.945,3.245,3.057,2.403
1993-04-24,3.843,4.565,4.127,3.607,3.314,2.617
1993-04-25,4.341,4.774,4.353,3.951,3.506,2.723
1993-04-26,4.546,4.953,4.48,4.13,3.664,2.936
1993-04-27,4.712,5.069,4.595,4.344,3.87,3.112
1993-04-28,4.471,4.836,4.469,4.294,3.688,3.27
1993-04-29,4.414,4.738,4.473,4.203,3.705,3.373
1993-04-30,4.48,4.775,4.447,4.152,3.708,3.305
1993-05-01,4.661,4.829,4.446,4.122,3.695,3.221
1993-05-02,4.973,5.066,4.588,4.232,3.739,3.177
1993-05-03,5.375,5.444,4.759,4.397,3.794,3.251
1993-05-04,5.522,5.617,5.055,4.528,3.972,3.43
1993-05-05,5.782,5.958,5.345,4.749,4.177,3.559
1993-05-06,6.133,6.288,5.563,4.955,4.393,3.639
1993-05-07,6.402,6.53,5.871,5.266,4.632,3.792
1993-05-08,6.673,6.772,6.164,5.438,4.702,3.93
1993-05-09,6.879,7.086,6.443,5.595,4.84,4.063
1993-05-10,6.867,7.146,6.514,5.755,4.792,4.046
1993-05-11,6.832,7.158,6.566,5.815,4.786,4.093
1993-05-12,6.855,7.04,6.574,5.748,4.866,4.115
1993-05-13,6.704,6.774,6.371,5.47,4.742,4.042
1993-05-14,6.593,6.765,6.27,5.41,4.619,3.804
1993-05-15,6.811,6.85,6.254,5.484,4.541,3.665
1993-05-16,7.11,7.076,6.341,5.639,4.567,3.622
1993-05-17,7.107,7.326,6.574,5.803,4.768,3.71
1993-05-18,7.252,7.444,6.834,6.022,4.965,3.835
1993-05-19,7.419,7.616,7.025,6.219,5.135,3.93
1993-05-20,7.34,7.572,6.987,6.144,5.006,3.834
1993-05-21,7.36,7.593,6.983,6.099,4.877,3.743
1993-05-22,7.474,7.713,7.033,6.098,4.825,3.692
1993-05-23,7.714,7.801,7.086,6.127,4.769,3.67
1993-05-24,7.976,7.923,6.911,6.115,4.642,3.63
1993-05-25,8.165,8.301,7.123,6.276,4.729,3.691
1993-05-26,8.155,8.357,7.374,6.38,4.916,3.752
1993-05-27,8.242,8.368,7.562,6.532,5.081,3.851
1993-05-28,8.354,8.448,7.798,6.771,5.299,4.013
1993-05-29,8.431,8.564,7.963,6.934,5.462,4.168
1993-05-30,8.399,8.529,7.967,6.919,5.537,4.271
1993-05-31,8.084,8.237,7.815,7.023,5.493,4.406
1993-06-01,8.098,8.245,7.671,6.987,5.597,4.602
1993-06-02,7.936,8.01,7.628,6.764,5.701,4.693
1993-06-03,8.173,8.203,7.73,7.13,6.098,4.98
1993-06-04,8.487,8.515,7.998,7.514,6.447,5.329
1993-06-05,8.752,8.806,8.28,7.754,6.662,5.625
1993-06-06,9.09,9.147,8.501,7.909,6.872,5.926
1993-06-07,9.215,9.216,8.518,7.687,6.936,6.152
1993-06-08,9.387,9.403,8.641,7.789,7.026,6.399
1993-06-09,9.723,9.704,8.999,8.178,7.237,6.688
1993-06-10,10.055,10.046,9.356,8.399,7.49,6.733
1993-06-11,10.376,10.344,9.542,8.467,7.632,6.807
1993-06-12,10.741,10.591,9.536,8.642,7.62,6.825
1993-06-13,10.967,10.844,9.654,8.828,7.617,6.881
1993-06-14,11.168,11.029,9.976,8.946,7.828,7.002
1993-06-15,11.313,11.156,10.234,9.027,8.066,7.126
1993-06-16,11.735,11.567,10.57,9.243,8.357,7.261
1993-06-17,12.17,11.946,10.949,9.605,8.729,7.467
1993-06-18,12.508,12.289,11.309,9.851,8.944,7.683
1993-06-19,12.77,12.532,11.602,10.106,9.192,7.905
1993-06-20,12.943,12.731,11.948,10.382,9.422,8.145
1993-06-21,13.323,13.072,12.248,10.665,9.737,8.449
1993-06-22,13.472,13.152,12.345,10.785,10.107,8.683
1993-06-23,13.551,13.255,12.575,11.153,10.574,8.97
1993-06-24,13.244,13.361,12.6,11.973,10.571,9.211
1993-06-25,13.137,13.416,12.834,12.341,10.763,9.51
1993-06-26,13.383,13.563,13.026,12.398,11.283,9.845
1993-06-27,13.71,13.803,13.197,12.607,12.01,9.961
1993-06-28,13.977,13.93,13.418,12.66,12.521,10.225
1993-06-29,14.138,13.934,13.56,12.656,12.996,10.681
1993-06-30,14.265,14.095,13.733,12.916,13.076,10.918
1993-07-01,14.401,14.356,14.031,13.225,12.886,11.173
1993-07-02,14.673,14.713,14.396,13.503,12.911,11.52
1993-07-03,14.859,14.854,14.509,13.558,13.062,11.737
1993-07-04,14.94,14.863,14.464,13.451,13.188,11.67
1993-07-05,15.092,15.129,14.665,13.865,13.134,11.357
1993-07-06,15.125,15.323,14.879,14.244,12.913,10.826
1993-07-07,15.276,15.52,15.119,14.368,12.86,10.118
1993-07-08,15.439,15.589,15.282,14.222,12.611,9.351
1993-07-09,15.738,15.866,15.437,14.215,12.334,8.797
1993-07-10,16.065,16.149,15.628,14.249,12.108,8.357
1993-07-11,16.276,16.405,15.74,14.205,11.825,7.819
1993-07-12,16.563,16.712,16.043,14.329,11.678,7.495
1993-07-13,16.736,16.892,16.188,14.28,11.562,7.48
1993-07-14,16.931,17.104,16.384,14.364,11.675,7.585
1993-07-15,17.169,17.311,16.673,14.568,11.995,7.881
1993-07-16,17.166,17.314,16.928,14.717,12.092,8.042
1993-07-17,17.039,17.351,17.107,15.226,12.442,8.506
1993-07-18,16.676,17.229,16.881,15.664,12.396,8.502
1993-07-19,16.557,17.096,16.856,15.659,12.113,7.919
1993-07-20,16.749,17.095,16.999,15.278,11.536,7.287
1993-07-21,16.786,16.885,16.814,14.29,10.508,6.533
1993-07-22,16.779,16.873,16.666,13.925,10.024,6.101
1993-07-23,16.959,17.093,16.758,14.259,10.388,6.535
1993-07-24,17.142,17.303,16.926,14.655,10.983,7.259
1993-07-25,17.25,17.437,17.09,15.061,11.707,8.093
1993-07-26,17.168,17.394,17.052,15.342,12.356,8.861
1993-07-27,17.262,17.487,17.187,15.573,12.811,9.056
1993-07-28,17.191,17.324,17.068,15.333,12.479,8.713
1993-07-29,17.118,17.196,16.962,15.048,11.924,8.22
1993-07-30,17.405,17.429,17.072,14.97,11.782,8.261
1993-07-31,17.62,17.629,17.17,15.034,12.049,8.67
1993-08-01,17.881,17.897,17.344,15.471,12.627,9.321
1993-08-02,18.153,18.236,17.534,15.794,13.233,10.046
1993-08-03,18.434,18.461,17.721,16.16,13.879,10.705
1993-08-04,18.794,18.773,18.071,16.7,14.603,11.38
1993-08-05,19.025,18.963,18.3,16.917,14.839,11.732
1993-08-06,19.204,19.162,18.518,17.175,15.023,11.98
1993-08-07,19.328,19.323,18.745,17.381,15.209,12.2
1993-08-08,19.314,19.31,18.817,17.206,14.982,12.028
1993-08-09,19.483,19.528,18.96,17.293,14.857,11.865
1993-08-10,19.686,19.655,19.108,17.207,14.606,11.452
1993-08-11,19.748,19.634,18.944,16.723,13.852,10.481
1993-08-12,19.748,19.629,18.662,16.185,12.813,9.304
1993-08-13,19.855,19.764,18.338,15.858,12.008,8.513
1993-08-14,19.742,19.739,17.438,15.496,11.193,7.879
1993-08-15,19.676,19.734,16.552,15.42,10.768,7.653
1993-08-16,19.838,19.816,16.647,15.507,10.899,7.747
1993-08-17,19.98,19.991,17.1,15.527,10.863,7.697
1993-08-18,19.919,19.991,17.307,15.417,10.819,7.596
1993-08-19,19.938,19.972,17.073,15.289,10.798,7.604
1993-08-20,20.006,19.993,16.877,15.221,10.84,7.63
1993-08-21,19.997,19.918,16.772,15.227,10.956,7.801
1993-08-22,19.632,19.568,16.451,15.202,10.899,8.105
1993-08-23,19.433,19.36,17.005,15.468,11.4,8.436
1993-08-24,19.285,19.215,17.733,15.847,11.962,8.828
1993-08-25,19.275,19.16,18.043,16.098,12.391,9.214
1993-08-26,19.242,19.144,18.233,16.92,13.164,9.764
1993-08-27,19.279,19.301,18.387,17.665,13.972,10.453
1993-08-28,19.415,19.411,18.573,17.829,14.571,11.126
1993-08-29,19.4,19.396,18.685,18.257,15.483,11.821
1993-08-30,19.25,19.38,18.706,18.541,15.753,12.444
1993-08-31,19.155,19.341,18.749,18.496,15.76,12.652
1993-09-01,19.122,19.22,18.748,18.404,15.961,12.605
1993-09-02,19.144,19.253,18.79,18.369,15.611,12.548
1993-09-03,19.098,19.167,18.762,17.781,14.884,12.029
1993-09-04,19.106,19.125,18.733,17.881,15.078,11.801
1993-09-05,19.218,19.224,18.805,18.056,15.039,11.986
1993-09-06,19.311,19.314,18.82,17.783,14.82,11.983
1993-09-07,19.385,19.393,18.826,17.534,14.685,11.891
1993-09-08,19.366,19.37,18.87,17.452,14.612,11.809
1993-09-09,19.322,19.354,18.862,17.341,14.497,11.801
1993-09-10,19.294,19.311,18.803,17.277,14.45,11.795
1993-09-11,19.109,19.114,18.71,17.591,14.828,12.006
1993-09-12,18.564,18.597,18.295,18.196,15.836,12.452
1993-09-13,17.956,18.076,17.806,17.933,16.748,13.314
1993-09-14,17.828,17.985,17.685,17.846,17.292,14.373
1993-09-15,17.893,18.04,17.654,17.8,17.507,15.444
1993-09-16,17.876,18.005,17.604,17.734,17.468,15.989
1993-09-17,17.521,17.681,17.384,17.51,16.873,15.901
1993-09-18,17.288,17.471,17.249,17.28,16.415,15.606
1993-09-19,17.228,17.419,17.205,17.206,16.205,15.146
1993-09-20,16.703,16.891,16.78,17,16.152,14.938
1993-09-21,15.882,16.1,16.085,16.299,16.211,15.149
1993-09-22,15.577,15.788,15.819,15.962,16.124,15.371
1993-09-23,15.772,15.945,15.936,16.018,16.107,15.295
1993-09-24,15.957,16.109,16.03,16.092,16.045,15.138
1993-09-25,15.789,15.95,15.891,16.047,16.012,15.192
1993-09-26,15.684,15.847,15.799,15.984,15.977,15.248
1993-09-27,15.707,15.866,15.797,15.945,15.868,15.016
1993-09-28,15.922,16.108,15.959,16.006,15.858,14.994
1993-09-29,15.884,16.107,15.945,16.01,15.956,15.262
1993-09-30,15.799,15.979,15.872,15.975,15.925,15.153
1993-10-01,15.42,15.579,15.582,15.844,15.787,15.175
1993-10-02,15.094,15.247,15.332,15.766,15.844,15.419
1993-10-03,14.927,15.147,15.211,15.606,15.988,15.678
1993-10-04,14.745,15.01,15.041,15.299,15.965,15.847
1993-10-05,14.515,14.796,14.844,15.001,15.561,15.802
1993-10-06,13.986,14.208,14.391,14.524,14.826,15.718
1993-10-07,13.442,13.63,13.933,14.052,14.435,15.546
1993-10-08,13.24,13.461,13.763,13.809,14.032,15.15
1993-10-09,13.211,13.384,13.688,13.715,13.986,14.99
1993-10-10,13.109,13.236,13.528,13.657,14.073,14.834
1993-10-11,12.494,12.649,12.996,13.125,13.481,14.566
1993-10-12,12.083,12.186,12.609,12.737,13.175,14.324
1993-10-13,12.147,12.143,12.45,12.677,13.168,14.079
1993-10-14,11.812,11.88,12.263,12.422,12.764,13.555
1993-10-15,11.559,11.65,12.101,12.24,12.518,13.479
1993-10-16,11.622,11.686,12.205,12.302,12.662,13.505
1993-10-17,11.698,11.733,12.112,12.337,12.772,13.375
1993-10-18,11.843,11.85,12.108,12.354,12.739,13.097
1993-10-19,11.721,11.762,12.03,12.179,12.509,12.929
1993-10-20,11.333,11.382,11.774,11.853,12.184,12.91
1993-10-21,11.119,11.179,11.564,11.729,12.219,12.818
1993-10-22,11.173,11.183,11.444,11.702,12.097,12.536
1993-10-23,10.94,11.104,11.428,11.506,11.756,12.315
1993-10-24,10.393,10.58,11.13,11.137,11.37,12.173
1993-10-25,10.19,10.378,11.005,10.969,11.144,11.943
1993-10-26,9.822,9.999,10.708,10.693,10.913,11.872
1993-10-27,9.653,9.752,10.461,10.562,10.979,11.874
1993-10-28,9.75,9.702,10.168,10.542,11.183,11.744
1993-10-29,9.565,9.643,10.202,10.385,11.059,11.788
1993-10-30,9.459,9.597,10.205,10.288,10.793,11.661
1993-10-31,9.551,9.663,10.194,10.253,10.637,11.596
1993-11-01,9.384,9.474,10.018,10.253,10.903,11.54
1993-11-02,9.313,9.438,9.864,10.289,11.079,11.536
1993-11-03,8.913,9.058,9.595,9.962,10.982,11.609
1993-11-04,8.828,8.929,9.455,9.796,10.733,11.342
1993-11-05,8.729,8.854,9.394,9.59,10.336,11.084
1993-11-06,8.907,8.944,9.344,9.433,9.873,10.719
1993-11-07,9.055,9.015,9.294,9.337,9.616,10.415
1993-11-08,8.546,8.608,9,9.045,9.401,10.649
1993-11-09,8.153,8.262,8.729,8.772,9.174,10.548
1993-11-10,8.039,8.143,8.61,8.63,9.022,10.429
1993-11-11,8.098,8.154,8.64,8.671,9.206,10.462
1993-11-12,7.907,7.922,8.435,8.598,9.285,10.274
1993-11-13,7.582,7.655,8.176,8.251,8.629,9.673
1993-11-14,7.353,7.42,8.023,8.041,8.417,9.499
1993-11-15,7.513,7.582,8.098,8.074,8.301,9.347
1993-11-16,7.512,7.515,8.04,8.046,8.362,9.528
1993-11-17,7.293,7.281,7.863,7.886,8.223,9.512
1993-11-18,7.3,7.284,7.821,7.791,8.031,9.11
1993-11-19,7.078,7.023,7.58,7.569,7.872,8.986
1993-11-20,7.234,7.029,7.433,7.474,7.785,8.681
1993-11-21,7.066,6.928,7.273,7.297,7.392,8.008
1993-11-22,6.279,6.514,6.924,6.916,6.873,7.248
1993-11-23,6.251,6.471,6.781,6.777,6.736,7.125
1993-11-24,6.196,6.218,6.656,6.612,6.785,7.532
1993-11-25,5.601,5.503,6.004,6.076,6.448,7.583
1993-11-26,5.061,4.665,5.526,5.459,6.079,7.155
1993-11-27,4.828,4.19,5.249,5.17,5.751,6.232
1993-11-28,4.849,4.196,5.178,5.162,5.649,6.118
1993-11-29,5.149,4.516,5.174,5.139,5.489,6.161
1993-11-30,5.089,4.592,5.05,5.058,5.272,6.109
1993-12-01,4.489,4.229,4.695,4.751,5.072,6.238
1993-12-02,4.176,3.938,4.441,4.534,4.981,6.304
1993-12-03,4.204,3.948,4.381,4.446,4.806,5.888
1993-12-04,4.326,4.051,4.415,4.432,4.731,5.798
1993-12-05,4.403,4.094,4.398,4.45,4.925,6.079
1993-12-06,4.487,4.117,4.327,4.476,5.099,6.173
1993-12-07,4.27,4.022,4.237,4.463,5.466,6.667
1993-12-08,4.249,3.985,4.259,4.524,5.622,6.698
1993-12-09,4.189,3.925,4.274,4.557,5.713,6.796
1993-12-10,4.102,3.885,4.308,4.648,5.953,6.929
1993-12-11,4.193,3.782,4.031,4.471,5.672,6.468
1993-12-12,4.755,3.938,4.048,4.334,5.288,5.813
1993-12-13,4.801,4.092,4.134,4.443,5.578,6.367
1993-12-14,4.75,4.241,4.285,4.696,6.057,6.668
1993-12-15,4.737,4.282,4.512,4.9,6.301,6.79
1993-12-16,4.478,4.121,4.503,4.927,6.314,7.019
1993-12-17,3.632,3.476,4.197,4.588,5.843,6.959
1993-12-18,3.324,3.236,3.866,4.401,5.598,6.689
1993-12-19,3.387,3.25,3.778,4.39,5.381,6.344
1993-12-20,3.533,3.362,3.674,4.389,5.173,6.217
1993-12-21,3.608,3.439,3.775,4.293,5.121,6.277
1993-12-22,3.908,3.569,3.853,4.293,5.207,5.927
1993-12-23,3.775,3.559,3.823,4.01,4.557,5.203
1993-12-24,3.085,3.043,3.484,3.608,4.16,5.335
1993-12-25,2.583,2.507,3.062,3.239,4.048,5.422
1993-12-26,2.583,2.433,2.982,3.272,4.416,5.488
1993-12-27,1.804,1.824,2.515,2.661,3.386,4.439
1993-12-28,0.876,0.902,1.919,1.96,2.224,2.708
1993-12-29,0.363,0.193,1.292,1.468,1.723,2.124
1993-12-30,0.245,-0.102,1.042,1.225,1.649,2.441
1993-12-31,-0.082,-0.502,0.592,0.708,1.222,2.1
1994-01-01,-0.135,-0.614,0.443,0.453,0.787,1.316
1994-01-02,-0.009,-0.33,0.444,0.404,0.568,1.178
1994-01-03,-0.025,-0.262,0.301,0.264,0.4,1.286
1994-01-04,-0.191,-0.521,-0.004,0.123,0.653,1.861
1994-01-05,-0.078,-0.505,-0.189,0.151,1.11,2.022
1994-01-06,-0.506,-0.72,-0.308,-0.16,0.301,0.936
1994-01-07,-1.005,-1.181,-0.658,-0.581,-0.376,-0.084
1994-01-08,-0.973,-1.248,-0.841,-0.732,-0.461,0.02
1994-01-09,-1.11,-1.294,-0.951,-0.829,-0.494,0.191
1994-01-10,-1.345,-1.343,-1.146,-1.052,-0.935,-0.717
1994-01-11,-1.308,-1.387,-1.241,-1.174,-1.052,-0.795
1994-01-12,-1.132,-1.398,-1.296,-1.233,-1.118,-0.732
1994-01-13,-1.078,-1.379,-1.293,-1.26,-0.998,-0.197
1994-01-14,-1.169,-1.381,-1.27,-1.208,-0.679,0.226
1994-01-15,-1.228,-1.386,-1.285,-1.128,-0.366,0.417
1994-01-16,-1.336,-1.413,-1.388,-1.286,-0.786,0.028
1994-01-17,-1.327,-1.41,-1.411,-1.408,-1.326,-0.916
1994-01-18,-1.303,-1.405,-1.416,-1.429,-1.4,-1.058
1994-01-19,-1.264,-1.384,-1.407,-1.437,-1.436,-1.173
1994-01-20,-1.235,-1.362,-1.399,-1.434,-1.46,-1.154
1994-01-21,-1.203,-1.34,-1.389,-1.431,-1.42,-0.926
1994-01-22,-1.183,-1.329,-1.387,-1.432,-1.354,-0.726
1994-01-23,-1.173,-1.318,-1.385,-1.427,-1.363,-0.798
1994-01-24,-1.173,-1.315,-1.385,-1.428,-1.389,-0.833
1994-01-25,-1.156,-1.303,-1.378,-1.428,-1.362,-0.762
1994-01-26,-1.15,-1.292,-1.377,-1.422,-1.296,-0.68
1994-01-27,-1.173,-1.293,-1.391,-1.414,-1.123,-0.331
1994-01-28,-1.178,-1.298,-1.403,-1.377,-0.863,-0.082
1994-01-29,-1.208,-1.364,-1.429,-1.381,-0.869,-0.135
1994-01-30,-1.222,-1.377,-1.444,-1.396,-1.022,-0.302
1994-01-31,-1.197,-1.361,-1.42,-1.345,-0.841,-0.238
1994-02-01,-1.164,-1.331,-1.383,-1.271,-0.718,-0.213
1994-02-02,-1.137,-1.304,-1.358,-1.253,-0.764,-0.223
1994-02-03,-1.129,-1.291,-1.345,-1.23,-0.747,-0.223
1994-02-04,-1.116,-1.277,-1.34,-1.226,-0.791,-0.292
1994-02-05,-1.107,-1.267,-1.343,-1.234,-0.854,-0.408
1994-02-06,-1.085,-1.249,-1.341,-1.237,-0.895,-0.466
1994-02-07,-1.068,-1.238,-1.337,-1.24,-0.922,-0.468
1994-02-08,-1.058,-1.233,-1.331,-1.238,-0.912,-0.441
1994-02-09,-1.061,-1.236,-1.325,-1.232,-0.877,-0.415
1994-02-10,-1.059,-1.234,-1.321,-1.219,-0.822,-0.379
1994-02-11,-1.047,-1.228,-1.313,-1.202,-0.771,-0.353
1994-02-12,-1.034,-1.222,-1.302,-1.177,-0.72,-0.333
1994-02-13,-1.036,-1.225,-1.289,-1.151,-0.675,-0.327
1994-02-14,-1.042,-1.23,-1.275,-1.124,-0.636,-0.321
1994-02-15,-1.029,-1.219,-1.259,-1.097,-0.604,-0.319
1994-02-16,-1.03,-1.219,-1.23,-1.065,-0.573,-0.316
1994-02-17,-1.014,-1.203,-1.203,-1.04,-0.56,-0.305
1994-02-18,-0.985,-1.174,-1.173,-1.011,-0.54,-0.294
1994-02-19,-0.964,-1.153,-1.136,-0.985,-0.532,-0.297
1994-02-20,-0.948,-1.13,-1.107,-0.969,-0.539,-0.299
1994-02-21,-0.938,-1.112,-1.073,-0.951,-0.543,-0.3
1994-02-22,-0.919,-1.088,-1.036,-0.924,-0.538,-0.291
1994-02-23,-0.901,-1.067,-0.999,-0.892,-0.524,-0.28
1994-02-24,-0.925,-1.085,-0.98,-0.871,-0.517,-0.284
1994-02-25,-1.099,-1.178,-1.003,-0.877,-0.526,-0.302
1994-02-26,-1.201,-1.239,-1.05,-0.913,-0.566,-0.34
1994-02-27,-1.194,-1.225,-1.057,-0.937,-0.605,-0.366
1994-02-28,-1.185,-1.212,-1.054,-0.949,-0.629,-0.389
