"Date","8 m","10 m","13 m","16 m","18 m","25 m","34 m"
2009-09-30,15.783,16.061,15.8,15.759,15.764,13.44,12.327
2009-10-01,15.804,16.118,15.867,15.786,15.907,13.652,12.491
2009-10-02,15.752,16.222,15.879,15.842,16.011,13.903,12.655
2009-10-03,15.56,16.268,15.892,15.865,16.098,14.016,12.791
2009-10-04,15.498,16.269,15.811,15.866,16.148,14.06,12.912
2009-10-05,15.38,16.137,15.709,15.875,16.145,14.293,13.065
2009-10-06,15.437,16.156,15.806,15.9,16.175,14.346,13.183
2009-10-07,15.198,16.145,15.847,15.873,16.225,14.13,13.153
2009-10-08,14.964,16.051,15.773,15.866,16.244,14.064,13.082
2009-10-09,14.57,15.906,15.651,15.786,16.049,14.008,12.917
2009-10-10,14.441,15.867,15.524,15.714,15.966,14.028,12.929
2009-10-11,13.806,15.656,15.336,15.675,16.024,14.182,13.046
2009-10-12,13.246,14.179,14.728,15.009,15.652,14.161,12.947
2009-10-13,12.764,12.972,14.283,14.683,15.777,13.828,12.714
2009-10-14,12.24,12.496,13.961,14.938,15.576,13.528,12.666
2009-10-15,11.74,11.973,13.551,14.882,15.064,13.526,12.668
2009-10-16,11.351,11.956,13.335,14.739,14.951,13.48,12.746
2009-10-17,10.878,12.827,12.937,14.249,14.366,13.322,12.766
2009-10-18,10.962,13.535,12.89,13.846,14.091,13.386,12.852
2009-10-19,11.146,13.564,12.577,13.576,14.015,13.45,12.966
2009-10-20,11.46,13.661,12.816,13.523,13.921,13.525,13.084
2009-10-21,11.55,13.759,13.135,13.553,13.949,13.643,13.189
2009-10-22,11.556,13.666,13.224,13.514,13.982,13.651,13.217
2009-10-23,11.254,13.479,12.984,13.514,14.017,13.596,13.19
2009-10-24,10.833,13.238,12.671,13.547,13.957,13.468,13.052
2009-10-25,10.866,11.978,12.245,13.413,13.976,13.57,13.107
2009-10-26,10.853,11.406,12.156,12.914,13.508,13.458,13.284
2009-10-27,10.347,10.846,11.868,12.101,12.789,13.412,13.114
2009-10-28,10.117,10.827,11.577,12.441,13.183,13.238,12.778
2009-10-29,9.763,10.904,11.069,12.631,13.24,13.009,12.616
2009-10-30,9.556,11.154,11.158,12.603,13.194,12.922,12.554
2009-10-31,9.554,10.812,11.115,12.404,13.139,13.001,12.578
2009-11-01,9.874,10.185,11.108,11.716,12.594,12.99,12.544
2009-11-02,9.782,10.024,10.948,11.47,12.239,12.616,12.48
2009-11-03,9.556,10.028,10.653,11.396,12.132,12.353,12.489
2009-11-04,9.365,9.96,10.569,11.3,11.994,12.134,12.382
2009-11-05,8.965,9.349,10.28,10.788,11.768,12.034,12.291
2009-11-06,8.62,9.117,9.951,10.643,11.639,12.05,12.22
2009-11-07,8.065,8.066,9.459,10.175,11.279,11.914,12.015
2009-11-08,7.766,7.555,9.305,9.983,11.12,11.805,11.824
2009-11-09,7.595,7.574,9.527,9.84,10.569,11.724,11.722
2009-11-10,7.59,7.615,9.53,9.732,10.243,11.665,11.639
2009-11-11,7.559,7.675,9.369,9.717,10.182,11.547,11.546
2009-11-12,7.478,7.831,9.166,10.079,10.386,11.407,11.473
2009-11-13,7.551,8.064,9.034,10.364,10.593,11.331,11.442
2009-11-14,7.544,8.177,8.855,10.523,10.732,11.26,11.422
2009-11-15,7.63,8.08,8.808,10.53,10.697,11.215,11.369
2009-11-16,7.857,8.168,9.003,10.292,10.588,11.221,11.253
2009-11-17,7.789,8.065,9.014,9.934,10.385,11.127,11.225
2009-11-18,7.52,7.867,9.004,9.983,10.583,11.106,11.193
2009-11-19,7.43,7.567,8.992,9.79,10.483,11.101,11.056
2009-11-20,7.467,7.609,9.058,9.797,10.464,11.119,10.999
2009-11-21,7.534,7.644,9.089,9.662,10.243,11.087,10.975
2009-11-22,7.534,7.673,9.09,9.422,9.828,11.026,10.945
2009-11-23,7.4,7.742,8.894,9.638,9.928,10.904,10.837
2009-11-24,7.408,7.785,8.643,9.788,9.994,10.758,10.779
2009-11-25,7.475,7.847,8.532,9.774,10.027,10.657,10.738
2009-11-26,7.543,7.96,8.506,9.744,10.081,10.588,10.686
2009-11-27,7.579,8.059,8.547,9.67,10.048,10.554,10.637
2009-11-28,7.626,8.012,8.526,9.615,10.002,10.54,10.568
2009-11-29,7.492,7.79,8.622,9.302,9.606,10.462,10.433
2009-11-30,7.157,7.346,8.658,8.727,8.893,10.47,10.377
2009-12-01,7.048,7.267,8.499,8.655,8.874,10.46,10.256
