"Date","Bottom Temperature (oC)"
1996-01-24,6.034
1996-01-25,6.04
1996-01-26,5.987
1996-01-27,5.938
1996-01-28,5.889
1996-01-29,5.75
1996-01-30,5.744
1996-01-31,5.718
1996-02-01,5.666
1996-02-02,5.636
1996-02-03,5.598
1996-02-04,5.517
1996-02-05,5.429
1996-02-06,5.327
1996-02-07,5.247
1996-02-08,5.261
1996-02-09,5.256
1996-02-10,5.281
1996-02-11,5.318
1996-02-12,5.347
1996-02-13,5.341
1996-02-14,5.254
1996-02-15,5.168
1996-02-16,5.114
1996-02-17,5.064
1996-02-18,5.01
1996-02-19,4.924
1996-02-20,4.864
1996-02-21,4.832
1996-02-22,4.836
1996-02-23,4.855
1996-02-24,4.867
1996-02-25,4.896
1996-02-26,4.916
1996-02-27,4.888
1996-02-28,4.881
1996-02-29,4.871
1996-03-01,4.85
1996-03-02,4.842
1996-03-03,4.832
1996-03-04,4.75
1996-03-05,4.613
1996-03-06,4.571
1996-03-07,4.62
1996-03-08,4.698
1996-03-09,4.667
1996-03-10,4.575
1996-03-11,4.615
1996-03-12,4.631
1996-03-13,4.663
1996-03-14,4.684
1996-03-15,4.587
1996-03-16,4.482
1996-03-17,4.429
1996-03-18,4.377
1996-03-19,4.367
1996-03-20,4.398
1996-03-21,4.416
1996-03-22,4.4
1996-03-23,4.405
1996-03-24,4.397
1996-03-25,4.426
1996-03-26,4.485
1996-03-27,4.496
1996-03-28,4.486
1996-03-29,4.496
1996-03-30,4.512
1996-03-31,4.534
1996-04-01,4.545
1996-04-02,4.558
1996-04-03,4.585
1996-04-04,4.623
1996-04-05,4.656
1996-04-06,4.713
1996-04-07,4.756
1996-04-08,4.814
1996-04-09,4.866
1996-04-10,4.901
1996-04-11,4.951
1996-04-12,4.975
1996-04-13,4.974
1996-04-14,4.972
1996-04-15,4.991
1996-04-16,5.014
1996-04-17,5.049
1996-04-18,5.08
1996-04-19,5.103
1996-04-20,5.115
1996-04-21,5.133
1996-04-22,5.161
1996-04-23,5.191
1996-04-24,5.208
1996-04-25,5.219
1996-04-26,5.24
1996-04-27,5.262
1996-04-28,5.288
1996-04-29,5.315
1996-04-30,5.352
1996-05-01,5.387
1996-05-02,5.425
1996-05-03,5.457
1996-05-04,5.497
1996-05-05,5.522
1996-05-06,5.551
1996-05-07,5.582
1996-05-08,5.607
1996-05-09,5.642
1996-05-10,5.699
1996-05-11,5.712
1996-05-12,5.746
1996-05-13,5.786
1996-05-14,5.836
1996-05-15,5.916
1996-05-16,5.983
1996-05-17,6.046
1996-05-18,6.105
1996-05-19,6.17
1996-05-20,6.218
1996-05-21,6.255
1996-05-22,6.285
1996-05-23,6.312
1996-05-24,6.335
1996-05-25,6.352
1996-05-26,6.36
1996-05-27,6.369
1996-05-28,6.388
1996-05-29,6.415
1996-05-30,6.448
1996-05-31,6.468
1996-06-01,6.496
1996-06-02,6.514
1996-06-03,6.537
