"Date","56 m","66 m","78 m"
1993-06-20,6.1,5.641,5.636
1993-06-21,6.126,5.649,5.636
1993-06-22,6.139,5.665,5.645
1993-06-23,6.125,5.681,5.67
1993-06-24,6.172,5.726,5.711
1993-06-25,6.224,5.77,5.767
1993-06-26,6.215,5.786,5.803
1993-06-27,6.202,5.803,5.812
1993-06-28,6.27,5.848,5.847
1993-06-29,6.316,5.894,5.888
1993-06-30,6.357,5.95,5.943
1993-07-01,6.403,6.02,6.02
1993-07-02,6.447,6.094,6.1
1993-07-03,6.475,6.169,6.172
1993-07-04,6.464,6.218,6.213
1993-07-05,6.474,6.263,6.243
1993-07-06,6.549,6.356,6.339
1993-07-07,6.572,6.404,6.412
1993-07-08,6.6,6.382,6.396
1993-07-09,6.67,6.369,6.379
1993-07-10,6.749,6.375,6.371
1993-07-11,6.812,6.377,6.365
1993-07-12,6.862,6.367,6.36
1993-07-13,6.906,6.355,6.358
1993-07-14,6.913,6.343,6.351
1993-07-15,6.899,6.335,6.345
1993-07-16,6.859,6.319,6.326
1993-07-17,6.809,6.302,6.305
1993-07-18,6.814,6.3,6.296
1993-07-19,6.812,6.295,6.298
1993-07-20,6.787,6.281,6.291
1993-07-21,6.728,6.257,6.274
1993-07-22,6.707,6.268,6.279
1993-07-23,6.691,6.288,6.295
1993-07-24,6.675,6.312,6.317
1993-07-25,6.679,6.34,6.343
1993-07-26,6.713,6.373,6.373
1993-07-27,6.729,6.413,6.41
1993-07-28,6.716,6.428,6.423
1993-07-29,6.708,6.437,6.43
1993-07-30,6.722,6.458,6.449
1993-07-31,6.755,6.493,6.48
1993-08-01,6.795,6.538,6.517
1993-08-02,6.835,6.596,6.564
1993-08-03,6.86,6.651,6.613
1993-08-04,6.875,6.671,6.643
1993-08-05,6.915,6.695,6.676
1993-08-06,6.966,6.722,6.707
1993-08-07,7.036,6.746,6.734
1993-08-08,7.138,6.814,6.783
1993-08-09,7.198,6.873,6.83
1993-08-10,7.25,6.912,6.87
1993-08-11,7.332,6.969,6.918
1993-08-12,7.457,7.036,6.96
1993-08-13,7.609,7.097,7.002
1993-08-14,7.781,7.18,7.066
1993-08-15,7.96,7.299,7.161
1993-08-16,8.086,7.407,7.261
1993-08-17,8.23,7.519,7.368
1993-08-18,8.344,7.627,7.482
1993-08-19,8.438,7.694,7.555
1993-08-20,8.504,7.738,7.61
1993-08-21,8.573,7.774,7.65
1993-08-22,8.666,7.812,7.688
1993-08-23,8.711,7.885,7.776
1993-08-24,8.747,7.931,7.837
1993-08-25,8.795,7.971,7.881
1993-08-26,8.794,8.003,7.935
1993-08-27,8.81,8.042,7.989
1993-08-28,8.851,8.094,8.043
1993-08-29,8.871,8.127,8.098
1993-08-30,8.913,8.167,8.153
1993-08-31,8.94,8.221,8.2
1993-09-01,8.953,8.276,8.246
1993-09-02,8.952,8.312,8.291
1993-09-03,8.93,8.372,8.356
1993-09-04,8.885,8.402,8.407
1993-09-05,8.886,8.416,8.462
1993-09-06,8.9,8.468,8.53
1993-09-07,8.923,8.524,8.581
1993-09-08,8.962,8.582,8.636
1993-09-09,8.997,8.66,8.72
1993-09-10,9.025,8.739,8.8
1993-09-11,9.049,8.791,8.895
1993-09-12,9.074,8.859,9.077
1993-09-13,9.154,8.944,9.237
1993-09-14,9.236,9.057,9.396
1993-09-15,9.319,9.248,9.688
1993-09-16,9.399,9.524,10.105
1993-09-17,9.567,9.414,10.033
1993-09-18,9.613,9.391,9.892
1993-09-19,9.654,9.458,9.955
1993-09-20,9.647,9.568,10.125
1993-09-21,9.579,9.66,10.195
1993-09-22,9.555,9.829,10.424
1993-09-23,9.617,9.962,10.624
1993-09-24,9.709,10.189,10.893
1993-09-25,9.855,10.376,11.145
1993-09-26,9.986,10.453,11.33
1993-09-27,10.063,10.597,11.445
1993-09-28,10.132,10.792,11.604
1993-09-29,10.182,11.283,11.941
1993-09-30,10.305,11.177,12.282
1993-10-01,10.448,11.165,12.282
1993-10-02,10.56,11.216,12.211
