"Date","47 m","66 m","78 m","92 m","110 m"
1999-01-06,5.107,6.347,6.111,6.753,6.513
1999-01-07,5.172,6.563,6.17,6.662,6.538
1999-01-08,4.923,6.257,6.02,6.624,6.481
1999-01-09,5.22,6.589,6.258,6.641,6.576
1999-01-10,5.258,6.371,6.201,6.553,6.542
1999-01-11,5.174,6.491,6.324,6.615,6.514
1999-01-12,5.004,6.492,6.38,6.625,6.49
1999-01-13,4.883,6.324,6.343,6.599,6.459
1999-01-14,4.64,6.317,6.347,6.624,6.441
1999-01-15,4.635,6.375,6.294,6.557,6.498
1999-01-16,4.513,5.178,5.591,6.111,6.31
1999-01-17,4.412,4.552,5.064,6.029,6.358
1999-01-18,4.688,5.708,5.372,6.303,6.529
1999-01-19,4.963,6.078,5.466,6.27,6.574
1999-01-20,4.733,5.28,5.242,6.123,6.495
1999-01-21,4.844,5.756,5.437,6.225,6.508
1999-01-22,5.353,6.227,5.747,6.325,6.55
1999-01-23,5.368,6.116,5.775,6.294,6.485
1999-01-24,5.036,5.722,5.563,6.12,6.397
1999-01-25,4.879,5.162,5.339,6.034,6.361
1999-01-26,4.875,6.059,5.639,6.271,6.369
1999-01-27,5.758,6.422,5.795,6.4,6.446
1999-01-28,5.547,6.267,5.746,6.327,6.343
1999-01-29,4.778,5.984,5.571,6.187,6.191
1999-01-30,4.513,5.233,5.135,5.982,6.119
1999-01-31,4.246,4.417,4.685,5.754,6.04
1999-02-01,3.979,4.184,4.349,5.513,5.796
1999-02-02,3.787,4.111,4.196,5.397,5.614
1999-02-03,3.568,3.919,4.048,5.161,5.446
1999-02-04,3.539,3.522,3.867,4.855,4.325
1999-02-05,3.563,3.629,3.974,5.067,4.774
1999-02-06,3.588,3.799,4.024,5.14,5.668
1999-02-07,3.574,3.818,3.842,5.033,5.603
1999-02-08,3.554,3.8,3.739,5.018,5.739
1999-02-09,3.684,3.999,3.775,5.176,6.007
1999-02-10,3.797,4.119,3.734,5.12,5.934
1999-02-11,3.794,4.013,3.769,5.146,5.994
1999-02-12,3.914,4.521,3.944,5.41,6.013
1999-02-13,3.944,4.634,3.901,5.183,5.949
1999-02-14,3.908,4.201,3.848,5.095,5.942
1999-02-15,3.867,4.595,3.989,5.434,5.97
1999-02-16,3.78,4.71,4.007,5.491,5.95
1999-02-17,3.725,4.314,3.859,5.263,5.924
1999-02-18,3.49,3.859,3.612,4.942,5.874
1999-02-19,3.105,3.37,3.399,4.717,5.83
1999-02-20,3.022,3.463,3.482,4.999,5.974
1999-02-21,2.935,3.912,3.657,5.284,5.939
1999-02-22,2.799,3.632,3.552,5.196,5.892
1999-02-23,2.535,3.26,3.424,5.184,5.835
1999-02-24,2.405,3.243,3.322,5.171,5.807
1999-02-25,2.194,2.816,2.955,4.913,5.758
1999-02-26,1.955,2.334,2.673,4.67,5.679
1999-02-27,1.787,1.973,2.503,4.46,5.518
1999-02-28,1.83,2.354,3.097,5.036,5.748
1999-03-01,1.813,2.496,3.081,4.85,5.746
1999-03-02,1.753,1.908,2.521,4.231,5.613
1999-03-03,1.918,2.129,2.741,4.543,5.724
1999-03-04,2,2.907,3.141,4.93,5.76
1999-03-05,2.028,2.597,2.987,4.746,5.753
1999-03-06,2.137,2.953,3.155,5.055,5.797
1999-03-07,2.308,3.932,3.843,5.54,5.863
1999-03-08,2.232,3.361,3.717,5.267,5.79
1999-03-09,2.184,3.255,3.952,5.464,5.836
1999-03-10,2.321,3.672,4.163,5.418,5.834
1999-03-11,2.241,2.939,3.657,4.958,5.749
1999-03-12,2.323,2.271,3.197,4.762,5.642
1999-03-13,2.355,2.207,3.15,4.909,5.635
1999-03-14,2.275,2.287,3.187,4.898,5.651
1999-03-15,2.048,2.198,2.982,4.454,5.542
1999-03-16,2.012,2.054,3.013,4.304,5.315
1999-03-17,2.241,2.304,3.409,4.765,5.649
1999-03-18,2.674,3.813,4.112,5.644,6.028
1999-03-19,3.377,4.387,4.695,6.246,6.072
1999-03-20,3.433,4.53,5.198,6.425,6.031
1999-03-21,3.76,4.92,5.474,6.447,6.091
1999-03-22,4.242,5.118,5.541,6.403,6.181
1999-03-23,4.122,4.825,5.162,6.169,6.155
1999-03-24,3.803,4.84,5.122,6.177,6.119
1999-03-25,3.651,5.265,5.57,6.353,6.204
1999-03-26,3.608,5.454,5.808,6.442,6.238
1999-03-27,3.821,5.811,5.982,6.44,6.322
1999-03-28,4.012,5.683,5.995,6.369,6.383
1999-03-29,4.017,5.241,5.784,6.294,6.347
1999-03-30,3.929,4.751,5.418,6.232,6.271
1999-03-31,3.776,4.913,5.537,6.203,6.26
1999-04-01,3.719,5.315,5.767,6.181,6.282
1999-04-02,3.82,5.282,5.807,6.131,6.289
1999-04-03,3.825,4.858,5.608,6.067,6.219
1999-04-04,3.974,4.423,5.216,5.988,6.144
1999-04-05,3.955,4.423,5.152,5.939,6.145
1999-04-06,3.985,4.598,5.287,5.856,6.112
1999-04-07,4.015,3.84,4.634,5.411,5.558
1999-04-08,3.838,3.733,4.35,5.342,5.539
1999-04-09,3.706,3.847,4.455,5.454,5.871
1999-04-10,3.635,3.909,4.508,5.431,5.936
1999-04-11,3.588,3.875,4.407,5.304,5.847
1999-04-12,3.558,3.865,4.258,5.169,5.776
1999-04-13,3.564,3.92,4.284,5.152,5.832
1999-04-14,3.752,4.02,4.463,5.213,5.949
1999-04-15,3.911,3.952,4.541,5.274,6.038
1999-04-16,4.018,3.893,4.56,5.36,6.173
1999-04-17,4.116,3.829,4.549,5.431,6.306
1999-04-18,4.194,3.812,4.526,5.498,6.427
1999-04-19,4.297,4.04,4.682,5.669,6.588
1999-04-20,4.374,4.156,4.873,5.831,6.681
1999-04-21,4.424,3.975,4.894,5.848,6.71
1999-04-22,4.433,3.916,4.839,5.801,6.713
1999-04-23,4.412,3.949,4.78,5.754,6.71
1999-04-24,4.375,4.064,4.806,5.747,6.714
1999-04-25,4.308,4.338,4.983,5.812,6.711
1999-04-26,4.248,4.276,4.996,5.751,6.646
1999-04-27,4.313,3.979,4.827,5.621,6.594
1999-04-28,4.341,3.97,4.803,5.601,6.575
1999-04-29,4.4,3.988,4.837,5.6,6.588
1999-04-30,4.469,3.992,4.758,5.544,6.557
1999-05-01,4.406,4.207,4.544,5.414,6.433
1999-05-02,4.281,4.677,4.405,5.391,6.416
1999-05-03,4.322,4.745,4.412,5.451,6.52
1999-05-04,4.426,4.742,4.427,5.485,6.621
1999-05-05,4.554,4.825,4.418,5.46,6.671
1999-05-06,4.644,4.697,4.459,5.456,6.74
1999-05-07,4.748,4.4,4.567,5.481,6.779
1999-05-08,4.891,4.233,4.619,5.495,6.787
1999-05-09,4.988,4.141,4.627,5.494,6.773
1999-05-10,5.009,4.143,4.628,5.498,6.749
1999-05-11,4.875,4.127,4.74,5.579,6.715
1999-05-12,4.672,4.128,4.905,5.72,6.665
1999-05-13,4.513,4.128,4.983,5.807,6.646
1999-05-14,4.496,4.116,4.964,5.83,6.639
1999-05-15,4.552,4.126,4.894,5.806,6.64
1999-05-16,4.574,4.136,4.763,5.752,6.602
1999-05-17,4.546,4.199,4.754,5.737,6.611
1999-05-18,4.56,4.218,4.87,5.756,6.701
1999-05-19,4.62,4.237,4.995,5.759,6.789
1999-05-20,4.702,4.231,5.05,5.727,6.829
1999-05-21,4.736,4.248,5.049,5.723,6.84
1999-05-22,4.599,4.346,5.07,5.769,6.82
1999-05-23,4.658,4.305,5.037,5.743,6.784
1999-05-24,4.724,4.204,4.944,5.652,6.772
1999-05-25,4.812,4.184,4.819,5.513,6.766
1999-05-26,4.828,4.319,4.713,5.408,6.75
1999-05-27,4.774,4.557,4.75,5.447,6.778
1999-05-28,4.754,4.677,4.813,5.504,6.789
1999-05-29,4.78,4.604,4.809,5.488,6.783
1999-05-30,4.757,4.527,4.751,5.429,6.769
1999-05-31,4.724,4.509,4.707,5.369,6.747
1999-06-01,4.758,4.519,4.725,5.334,6.752
1999-06-02,4.838,4.556,4.758,5.318,6.755
1999-06-03,4.902,4.625,4.803,5.336,6.737
1999-06-04,4.993,4.645,4.822,5.35,6.708
1999-06-05,5.009,4.781,4.89,5.43,6.66
1999-06-06,5.248,4.745,4.917,5.439,6.617
1999-06-07,5.414,4.707,4.924,5.429,6.604
1999-06-08,5.375,4.987,5.018,5.539,6.538
1999-06-09,5.37,5.131,5.109,5.605,6.448
1999-06-10,5.384,4.928,5.095,5.559,6.451
1999-06-11,5.337,4.981,5.1,5.559,6.393
1999-06-12,5.448,5.023,5.157,5.597,6.369
1999-06-13,5.664,5.044,5.235,5.657,6.347
1999-06-14,5.885,5.063,5.307,5.71,6.306
1999-06-15,5.895,5.096,5.37,5.749,6.257
1999-06-16,5.771,5.287,5.443,5.805,6.181
1999-06-17,5.305,5.6,5.54,5.858,6.058
1999-06-18,5.063,5.615,5.607,5.868,6.005
1999-06-19,5.098,5.56,5.631,5.857,5.979
1999-06-20,5.192,5.529,5.635,5.843,5.957
1999-06-21,5.304,5.541,5.649,5.835,5.935
1999-06-22,5.4,5.584,5.685,5.841,5.915
1999-06-23,5.483,5.611,5.714,5.854,5.907
1999-06-24,5.537,5.594,5.706,5.855,5.909
1999-06-25,5.539,5.595,5.685,5.85,5.881
1999-06-26,5.575,5.595,5.667,5.849,5.845
1999-06-27,5.645,5.616,5.669,5.866,5.85
1999-06-28,5.717,5.611,5.676,5.879,5.868
1999-06-29,5.774,5.633,5.679,5.873,5.861
1999-06-30,5.8,5.672,5.695,5.88,5.85
1999-07-01,5.863,5.682,5.713,5.894,5.88
1999-07-02,5.974,5.693,5.722,5.891,5.91
1999-07-03,6.063,5.725,5.728,5.881,5.93
1999-07-04,6.09,5.695,5.742,5.921,5.969
1999-07-05,6.067,5.696,5.759,5.95,5.979
1999-07-06,6.074,5.709,5.765,5.944,6.004
1999-07-07,6.147,5.758,5.776,5.933,6.013
1999-07-08,6.254,5.878,5.848,5.968,6.043
1999-07-09,6.439,5.939,5.941,6.039,6.095
1999-07-10,6.577,5.965,6.038,6.112,6.12
1999-07-11,6.644,6.067,6.131,6.157,6.163
1999-07-12,6.775,6.117,6.215,6.197,6.208
1999-07-13,6.821,6.16,6.298,6.239,6.235
1999-07-14,6.972,6.3,6.41,6.291,6.29
1999-07-15,7.055,6.392,6.555,6.392,6.33
1999-07-16,7.186,6.391,6.673,6.506,6.399
1999-07-17,7.349,6.39,6.783,6.619,6.47
1999-07-18,7.473,6.343,6.872,6.723,6.541
1999-07-19,7.587,6.302,6.959,6.823,6.608
1999-07-20,7.698,6.38,7.086,6.926,6.651
1999-07-21,7.771,6.469,7.209,7.012,6.686
1999-07-22,7.837,6.594,7.288,7.04,6.7
1999-07-23,7.901,6.732,7.367,7.056,6.695
1999-07-24,7.979,6.736,7.369,7.049,6.721
1999-07-25,8.081,6.799,7.383,7.06,6.755
1999-07-26,8.126,6.974,7.446,7.093,6.763
1999-07-27,8.14,7.056,7.468,7.109,6.775
1999-07-28,8.225,7.136,7.494,7.134,6.813
1999-07-29,8.363,7.205,7.584,7.217,6.878
1999-07-30,8.519,7.227,7.684,7.31,6.939
1999-07-31,8.685,7.246,7.791,7.4,6.992
1999-08-01,8.825,7.271,7.908,7.485,7.043
1999-08-02,8.959,7.211,7.998,7.54,7.1
1999-08-03,9.017,7.053,8.019,7.555,7.148
1999-08-04,9.133,7.041,8.07,7.58,7.167
1999-08-05,9.263,7.196,8.18,7.592,7.177
1999-08-06,9.369,7.402,8.328,7.602,7.187
1999-08-07,9.492,7.574,8.458,7.611,7.183
1999-08-08,9.661,7.566,8.444,7.578,7.19
1999-08-09,9.936,7.515,8.374,7.547,7.215
1999-08-10,9.988,7.215,8.178,7.451,7.195
1999-08-11,9.096,6.755,7.823,7.375,7.02
1999-08-12,8.019,6.879,7.834,7.481,6.973
1999-08-13,8.268,7.077,8.073,7.63,7.037
1999-08-14,8.762,7.259,8.29,7.759,7.101
1999-08-15,8.93,7.327,8.355,7.83,7.131
1999-08-16,8.95,7.327,8.395,7.887,7.151
1999-08-17,8.993,7.457,8.558,8.007,7.181
1999-08-18,9.172,7.674,8.798,8.179,7.216
1999-08-19,9.446,7.911,9.029,8.301,7.249
1999-08-20,9.754,8.149,9.212,8.404,7.289
1999-08-21,10.19,8.486,9.478,8.58,7.382
1999-08-22,10.685,9.068,9.799,8.792,7.508
1999-08-23,11.025,9.772,10.055,8.978,7.604
1999-08-24,11.188,10.147,10.186,9.093,7.618
1999-08-25,11.308,10.409,10.29,9.175,7.637
1999-08-26,11.434,10.468,10.383,9.248,7.663
1999-08-27,11.547,10.344,10.41,9.279,7.686
1999-08-28,11.699,10.341,10.516,9.359,7.715
1999-08-29,11.801,10.272,10.601,9.394,7.726
1999-08-30,11.843,9.769,10.427,9.261,7.735
1999-08-31,11.933,9.397,10.284,9.202,7.754
1999-09-01,12.102,9.801,10.523,9.382,7.805
1999-09-02,12.115,10.161,10.73,9.49,7.835
1999-09-03,12.181,10.15,10.64,9.444,7.848
1999-09-04,12.301,10.092,10.489,9.392,7.892
1999-09-05,12.385,10.213,10.461,9.411,7.927
1999-09-06,12.347,10.251,10.45,9.406,7.944
1999-09-07,12.363,10.25,10.405,9.374,7.965
1999-09-08,12.464,10.134,10.319,9.327,7.997
1999-09-09,12.528,9.607,10.097,9.212,8.019
1999-09-10,12.667,8.991,9.823,9.054,8.012
1999-09-11,12.733,8.674,9.6,8.918,7.98
1999-09-12,12.619,8.483,9.425,8.753,8.044
1999-09-13,11.936,7.769,9.078,8.497,7.896
1999-09-14,11.169,7.715,8.864,8.38,7.788
1999-09-15,11.24,7.939,8.901,8.368,7.914
1999-09-16,11.256,8.058,8.941,8.338,7.975
1999-09-17,11.344,8.091,8.909,8.333,7.943
1999-09-18,11.418,8.418,9.091,8.412,7.941
1999-09-19,10.392,7.922,8.738,8.206,7.75
1999-09-20,8.431,7.607,8.432,8.157,7.626
1999-09-21,9.072,7.785,8.539,8.239,7.763
1999-09-22,9.572,8.082,8.725,8.285,7.853
1999-09-23,9.892,8.398,8.905,8.347,7.93
1999-09-24,10.099,8.587,9.018,8.378,7.955
1999-09-25,10.238,8.346,8.893,8.366,7.949
1999-09-26,10.061,8.194,8.794,8.366,7.959
1999-09-27,10.027,8.193,8.824,8.394,8.008
1999-09-28,10.134,8.439,9.001,8.488,8.074
1999-09-29,10.114,8.788,9.259,8.593,8.095
1999-09-30,10.333,9.142,9.437,8.67,8.121
1999-10-01,10.595,9.375,9.518,8.721,8.171
1999-10-02,10.689,9.285,9.389,8.69,8.199
1999-10-03,10.908,9.233,9.305,8.683,8.217
1999-10-04,11.042,9.372,9.339,8.705,8.251
1999-10-05,11.037,9.405,9.353,8.72,8.294
1999-10-06,11.097,9.473,9.363,8.734,8.335
1999-10-07,11.138,9.557,9.434,8.758,8.37
1999-10-08,10.888,9.092,9.25,8.676,8.318
1999-10-09,10.008,8.785,9.148,8.664,8.187
1999-10-10,10.131,8.929,9.244,8.7,8.261
1999-10-11,10.263,8.756,9.108,8.624,8.294
1999-10-12,10.206,8.635,8.992,8.56,8.301
1999-10-13,9.996,8.315,8.86,8.484,8.255
1999-10-14,9.481,8.354,8.897,8.562,8.184
1999-10-15,9.917,8.606,9.032,8.591,8.266
1999-10-16,9.31,8.177,8.783,8.442,8.178
1999-10-17,8.371,8.005,8.718,8.476,8.087
1999-10-18,8.891,8.132,8.813,8.523,8.185
1999-10-19,9.364,8.347,8.827,8.472,8.28
1999-10-20,9.361,8.432,8.861,8.495,8.275
1999-10-21,9.477,9.104,9.109,8.704,8.348
1999-10-22,9.77,9.851,9.368,8.812,8.492
1999-10-23,10.029,10.115,9.528,8.905,8.577
1999-10-24,10.471,10.682,9.843,9.069,9.211
1999-10-25,10.748,10.456,9.775,9.026,8.829
1999-10-26,10.72,9.988,9.546,8.977,8.365
1999-10-27,10.984,9.96,9.646,9.085,8.402
1999-10-28,11.021,10.053,9.874,9.268,8.532
1999-10-29,11.078,10.298,10.218,9.553,8.702
1999-10-30,11.218,10.465,10.527,9.773,8.756
1999-10-31,11.347,10.632,10.688,9.974,8.739
1999-11-01,11.452,10.894,10.928,10.236,8.817
1999-11-02,11.449,10.543,10.92,10.282,8.717
1999-11-03,11.421,10.586,11.004,10.452,8.74
1999-11-04,11.534,11.352,11.258,10.715,8.84
1999-11-05,11.388,10.807,11.17,10.514,8.743
1999-11-06,10.913,9.493,10.608,9.843,8.709
1999-11-07,10.335,9.29,10.172,9.54,8.743
1999-11-08,10.248,9.395,9.951,9.534,8.91
1999-11-09,10.238,9.536,9.937,9.675,9.149
1999-11-10,10.071,9.684,10.053,9.839,9.201
1999-11-11,10.186,9.92,10.196,9.939,9.268
1999-11-12,10.374,9.95,10.283,9.999,9.315
1999-11-13,10.224,10.033,10.398,10.109,9.263
1999-11-14,10.227,10.057,10.479,10.251,9.244
1999-11-15,10.434,10.159,10.558,10.387,9.24
1999-11-16,10.451,10.305,10.622,10.497,9.172
1999-11-17,10.327,10.301,10.627,10.501,9.055
1999-11-18,10.1,10.165,10.612,10.399,9.044
1999-11-19,10.196,9.86,10.528,10.26,9.101
1999-11-20,10.237,9.882,10.47,10.32,9.115
1999-11-21,10.153,10.024,10.387,10.376,9.108
1999-11-22,10.144,10.028,10.353,10.316,9.118
1999-11-23,10.15,10.044,10.344,10.266,9.13
1999-11-24,10.199,10.133,10.369,10.293,9.144
1999-11-25,10.27,10.139,10.396,10.343,9.172
1999-11-26,10.305,10.183,10.411,10.343,9.198
1999-11-27,10.336,10.205,10.425,10.353,9.228
1999-11-28,10.37,10.273,10.431,10.383,9.246
1999-11-29,10.237,9.963,10.388,10.228,9.252
1999-11-30,10.049,9.482,10.327,10.055,9.257
1999-12-01,9.835,9.546,10.26,10.077,9.245
1999-12-02,9.582,9.553,9.967,10.192,9.382
1999-12-03,9.26,9.49,9.464,10.228,9.69
1999-12-04,8.967,9.205,9.193,10.207,9.589
1999-12-05,8.787,8.963,8.985,10.085,9.517
1999-12-06,8.52,8.661,9.002,10.211,9.452
1999-12-07,8.526,8.535,9.03,10.211,9.361
1999-12-08,8.669,8.552,9.13,10.198,9.287
1999-12-09,8.91,8.725,9.412,10.243,9.252
1999-12-10,8.844,8.824,9.525,10.144,9.222
1999-12-11,8.853,8.784,9.359,10.061,9.23
1999-12-12,8.852,8.784,9.431,10.213,9.225
1999-12-13,8.807,8.881,9.643,10.453,9.176
1999-12-14,8.717,8.841,9.433,10.438,9.186
1999-12-15,8.619,8.678,9.334,10.413,9.186
1999-12-16,8.342,8.618,9.227,10.263,9.16
1999-12-17,8.066,8.132,8.729,10.022,9.175
1999-12-18,7.889,8.412,9.153,10.232,9.183
1999-12-19,8.167,9.29,9.757,10.365,9.232
1999-12-20,8.575,9.34,9.852,10.35,9.229
1999-12-21,8.24,9.168,9.635,10.224,9.167
1999-12-22,7.774,8.913,9.358,10.157,9.065
1999-12-23,7.675,8.962,9.601,10.176,9.098
1999-12-24,7.745,9.088,9.737,10.174,9.096
1999-12-25,7.828,9,9.797,10.189,9.11
1999-12-26,7.915,8.847,9.733,10.154,9.152
1999-12-27,7.522,8.573,9.523,10.056,9.106
1999-12-28,7.581,8.515,9.607,10.124,9.134
1999-12-29,7.883,8.863,9.696,10.19,9.235
1999-12-30,7.987,8.803,9.75,10.247,9.237
1999-12-31,8.253,8.645,9.636,10.314,9.279
2000-01-01,8.179,8.816,9.648,10.33,9.299
2000-01-02,8.228,8.615,9.415,10.362,9.299
2000-01-03,8.291,8.31,9.152,10.366,9.29
2000-01-04,8.258,8.318,9.31,10.335,9.331
2000-01-05,8.143,8.28,9.114,10.24,9.276
2000-01-06,8.017,8.198,9.172,10.174,9.35
2000-01-07,7.971,8.186,9.384,10.132,9.419
2000-01-08,7.839,7.998,9.014,9.978,9.26
2000-01-09,7.765,7.987,8.935,9.946,9.361
2000-01-10,7.702,7.979,8.88,9.904,9.441
